"","DIRECTORIO","SECUENCIA_ENCUESTA","Satisfaccion_vivienda","Satisfaccion_educacion","Satisfaccion_tecnologia","Satisfaccion_trabajo","Satisfaccion_salud"
"21588",7339184,5,22.72,48,0,100,71
"21589",7339185,3,36.36,48,1,100,71
"21590",7339185,4,36.36,40,31,100,67
"21591",7339185,5,36.36,40,31,100,67
"21592",7339187,7,45.45,48,1,100,71
"21593",7339187,8,45.45,40,31,100,75
"21594",7339187,9,45.45,40,31,100,72.5
"21595",7339188,3,36.36,64,16,100,67
"21596",7339188,4,36.36,64,0,100,71
"21597",7339188,5,36.36,40,31,100,71
"21598",7339189,3,22.72,48,1,100,75
"21599",7339190,4,33.33,40,31,100,72
"21600",7339191,2,36.36,40,31,100,71
"21601",7339193,6,24.24,40,3,100,72
"21602",7339193,7,24.24,40,3,100,73
"21603",7339193,8,24.24,40,31,100,71
"21604",7339194,3,24.24,40,31,100,71
"21605",7339196,3,27.27,48,3,100,68
"21606",7339196,4,27.27,40,3,100,72
"21607",7339199,4,27.27,40,32,100,75
"21608",7339199,5,27.27,40,31,100,71
"21609",7339203,6,36.36,48,34,100,71
"21610",7339203,7,36.36,48,0,100,71
"21611",7339203,8,36.36,48,29,100,71
"21612",7339209,3,22.72,48,24,100,71
"21613",7339209,4,22.72,48,1,100,71
"21614",7339209,5,22.72,40,31,100,71
"21615",7339214,3,22.72,48,16,100,71
"21616",7339214,4,22.72,48,0,100,74
"21617",7339214,5,22.72,40,31,100,75
"21618",7339215,4,27.27,40,16,100,71
"21619",7339217,3,27.27,40,31,100,71
"21620",7339218,3,27.27,48,1,100,81
"21621",7339218,4,27.27,48,3,60,68.5
"21622",7339219,3,27.27,48,32,100,67
"21623",7339219,4,27.27,40,31,100,71
"21624",7339220,3,27.27,48,29,100,71
"21625",7339220,4,27.27,40,31,100,67
"21626",7339220,5,27.27,40,31,100,68.5
"21627",7339224,5,19.69,48,3,100,71
"21628",7339224,6,19.69,40,1,100,62.5
"21629",7339225,3,22.72,48,3,100,65
"21630",7339225,4,22.72,48,3,100,71
"21631",7339228,5,22.72,40,31,100,71
"21632",7339228,6,22.72,40,31,100,65
"21633",7339230,3,33.33,40,31,100,67
"21634",7339231,3,19.69,48,16,100,67
"21635",7339231,4,19.69,40,1,100,67.5
"21636",7339231,5,19.69,48,3,100,71
"21637",7339231,6,19.69,40,31,100,71
"21638",7339233,2,22.72,40,31,100,75
"21639",7339236,3,36.36,40,31,100,75
"21640",7339238,4,33.33,48,3,100,70.5
"21641",7339240,5,33.33,48,3,100,67
"21642",7339240,6,33.33,40,31,100,71
"21643",7339243,2,37.87,48,3,100,71
"21644",7339243,3,37.87,40,3,100,71
"21645",7339244,4,28.78,48,62,100,63
"21646",7339244,5,28.78,48,30,100,71
"21647",7339244,6,28.78,64,3,100,65
"21648",7339245,2,28.78,32,23,100,67
"21649",7339248,3,27.27,40,31,100,69
"21650",7339250,6,30.3,32,3,100,68.5
"21651",7339252,4,36.36,32,1,100,71
"21652",7339252,5,36.36,32,1,100,75
"21653",7339252,6,36.36,40,31,100,71
"21654",7339258,3,54.54,40,31,100,67
"21655",7339267,4,78.78,32,32,70,71
"21656",7339276,3,66.66,32,1,100,69
"21657",7339292,3,57.57,40,31,100,71
"21658",7339304,2,57.57,32,1,100,71
"21659",7339307,4,72.72,32,1,100,71
"21660",7339312,4,72.72,40,31,100,71
"21661",7339314,4,72.72,32,1,100,71
"21662",7339315,3,72.72,32,3,100,71
"21663",7339315,4,72.72,40,31,100,67
"21664",7339316,3,72.72,32,1,100,71
"21665",7339316,4,72.72,32,42,100,71
"21666",7339320,2,72.72,32,35,100,71
"21667",7339325,5,30.3,32,0,100,71
"21668",7339328,5,30.3,32,3,100,71
"21669",7339328,6,30.3,32,3,100,66
"21670",7339330,3,33.33,24,3,100,67
"21671",7339330,4,33.33,32,30,100,71
"21672",7339330,5,33.33,40,31,100,71
"21673",7339332,3,33.33,40,31,100,66
"21674",7339333,4,42.42,32,29,100,71
"21675",7339334,3,30.3,32,29,100,69
"21676",7339334,4,30.3,32,28,100,71
"21677",7339337,3,42.42,32,3,100,75
"21678",7339337,4,42.42,32,34,100,75
"21679",7339337,5,42.42,32,3,100,75
"21680",7339341,5,33.33,32,3,100,75
"21681",7339341,6,33.33,40,31,100,71
"21682",7339342,3,30.3,32,44,100,71
"21683",7339342,4,30.3,64,3,100,71
"21684",7339342,5,30.3,64,28,100,67
"21685",7339345,3,42.42,32,28,100,62
"21686",7339345,4,42.42,40,31,100,71
"21687",7339351,3,36.36,40,31,100,71
"21688",7339352,2,36.36,32,0,100,71
"21689",7339352,3,36.36,40,31,100,71
"21690",7339352,4,36.36,40,31,100,71
"21691",7339352,5,36.36,40,31,100,65
"21692",7339354,2,31.81,48,56,100,71
"21693",7339354,3,31.81,40,31,100,71
"21694",7339354,4,31.81,40,31,100,74
"21695",7339355,2,36.36,48,30,100,75
"21696",7339355,3,36.36,48,37,100,54
"21697",7339358,2,36.36,40,31,100,62
"21698",7339359,3,36.36,40,31,100,65
"21699",7339360,3,36.36,64,36,100,65
"21700",7339360,4,36.36,64,37,100,69
"21701",7339361,4,54.54,28,44,70,68
"21702",7339362,5,75.75,28,9,100,71
"21703",7339370,2,60.6,12,23,100,67
"21704",7339370,3,60.6,48,3,100,69
"21705",7339370,4,60.6,40,31,100,69
"21706",7339373,3,66.66,40,31,100,56
"21707",7339373,4,66.66,32,28,70,47
"21708",7339374,3,78.78,48,1,100,71
"21709",7339374,4,78.78,40,31,100,69
"21710",7339375,4,63.63,20,5,100,71
"21711",7339375,5,63.63,48,59,100,63
"21712",7339382,4,72.72,40,16,100,71
"21713",7339387,3,78.78,32,16,70,71
"21714",7339390,4,63.63,32,52,100,75
"21715",7339391,3,72.72,64,30,100,72
"21716",7339391,4,72.72,18,3,100,64.5
"21717",7339392,5,78.78,32,52,100,71
"21718",7339395,2,72.72,32,52,100,68.5
"21719",7339395,3,72.72,32,23,100,62.5
"21720",7339396,4,36.36,24,3,100,75
"21721",7339396,5,36.36,32,3,80,68
"21722",7339402,3,75.75,48,16,100,59.5
"21723",7339402,4,75.75,48,16,100,71
"21724",7339406,3,63.63,40,31,100,75
"21725",7339409,3,72.72,32,1,100,71
"21726",7339412,2,81.81,32,1,100,69
"21727",7339415,3,66.66,56,1,100,71
"21728",7339417,2,66.66,20,3,100,71
"21729",7339418,4,72.72,64,3,100,71
"21730",7339419,7,84.84,40,31,100,68.5
"21731",7339423,4,78.78,32,1,100,64
"21732",7339423,5,78.78,32,16,100,61.5
"21733",7339423,6,78.78,40,31,100,71
"21734",7339425,3,87.87,48,3,100,71
"21735",7339425,4,87.87,48,1,100,71
"21736",7339425,5,87.87,40,31,100,71
"21737",7339426,2,63.63,26,1,100,71
"21738",7339430,6,63.63,32,30,100,61.5
"21739",7339434,4,63.63,48,0,100,69
"21740",7339435,9,63.63,48,52,100,71
"21741",7339439,4,69.69,56,25,100,71
"21742",7339439,5,69.69,40,31,100,67
"21743",7339439,6,69.69,40,31,100,71
"21744",7339441,3,54.54,48,3,100,67
"21745",7339446,3,84.84,48,0,100,71
"21746",7339446,4,84.84,40,31,100,71
"21747",7339449,5,75.75,48,3,100,71
"21748",7339451,3,69.69,20,3,100,71
"21749",7339467,3,78.78,48,3,100,71
"21750",7339467,4,78.78,48,0,100,71
"21751",7339469,3,81.81,48,25,100,75
"21752",7339472,3,81.81,48,0,100,71
"21753",7339483,2,81.81,26,0,100,71
"21754",7339485,4,63.63,40,31,100,71
"21755",7339502,4,69.69,40,0,100,71
"21756",7339527,4,54.54,48,3,100,71
"21757",7339528,2,63.63,40,31,100,68.5
"21758",7339529,4,54.54,48,1,100,67
"21759",7339529,5,54.54,40,31,100,68
"21760",7339543,2,51.51,48,1,100,71
"21761",7339543,3,51.51,48,16,100,71
"21762",7339545,2,78.78,48,16,70,71
"21763",7339545,3,78.78,48,1,70,71
"21764",7339546,3,51.51,32,1,100,71
"21765",7339548,2,60.6,48,0,100,66.5
"21766",7339548,3,60.6,40,31,100,66
"21767",7339550,3,51.51,48,53,100,70
"21768",7339551,2,51.51,40,31,100,68
"21769",7339557,3,60.6,48,27,100,65
"21770",7339557,4,60.6,48,25,70,71
"21771",7339558,4,63.63,48,3,100,65
"21772",7339560,4,57.57,48,0,100,75
"21773",7339560,7,57.57,32,24,60,68
"21774",7339560,8,57.57,32,22,100,75
"21775",7339570,3,45.45,48,0,100,72
"21776",7339570,4,45.45,40,31,100,75
"21777",7339573,6,45.45,40,31,100,75
"21778",7339582,3,33.33,56,0,100,63
"21779",7339583,3,36.36,64,56,100,69
"21780",7339585,3,48.48,48,28,100,75
"21781",7339587,2,36.36,48,53,100,75
"21782",7339590,3,33.33,40,31,100,71
"21783",7339592,2,45.45,40,0,100,71
"21784",7339593,3,33.33,14,0,100,71
"21785",7339594,3,27.27,40,31,100,71
"21786",7339598,3,36.36,32,51,100,75
"21787",7339599,3,33.33,40,31,100,71
"21788",7339600,4,36.36,64,1,100,71
"21789",7339602,5,36.36,32,1,100,75
"21790",7339602,6,36.36,40,31,100,70
"21791",7339604,4,18.18,32,3,100,71
"21792",7339604,5,18.18,40,31,100,71
"21793",7339606,6,21.21,12,3,100,71
"21794",7339606,7,21.21,40,31,100,75
"21795",7339614,4,21.21,12,38,100,71
"21796",7339615,3,27.27,32,39,100,69
"21797",7339615,4,27.27,32,36,100,71
"21798",7339615,5,27.27,32,73,100,69
"21799",7339615,6,27.27,40,31,100,71
"21800",7339617,3,24.24,48,0,100,71
"21801",7339617,4,24.24,48,0,100,71
"21802",7339622,4,39.39,24,27,100,71
"21803",7339624,5,30.3,28,27,100,71
"21804",7339625,2,39.39,40,31,100,71
"21805",7339632,2,33.33,40,31,100,67
"21806",7339633,3,39.39,24,38,100,71
"21807",7339635,3,39.39,32,1,100,71
"21808",7339635,4,39.39,48,1,100,71
"21809",7339638,6,42.42,32,3,100,71
"21810",7339639,3,72.72,32,3,100,71
"21811",7339639,4,72.72,40,31,100,75
"21812",7339640,3,36.36,40,31,100,71
"21813",7339642,4,24.24,64,1,100,73
"21814",7339643,3,30.3,64,1,70,64.5
"21815",7339645,2,36.36,64,3,100,71
"21816",7339646,3,27.27,48,3,100,68.5
"21817",7339646,4,27.27,14,16,100,75
"21818",7339646,5,27.27,40,31,100,71
"21819",7339649,4,36.36,40,31,100,68
"21820",7339650,4,63.63,48,23,100,71
"21821",7339650,5,63.63,12,1,100,67
"21822",7339650,6,63.63,40,31,100,71
"21823",7339650,7,63.63,64,1,100,75
"21824",7339653,4,51.51,56,23,100,71
"21825",7339654,4,48.48,48,23,100,71
"21826",7339654,5,48.48,56,23,100,71
"21827",7339654,6,48.48,56,23,70,71
"21828",7339655,3,45.45,40,31,100,72
"21829",7339655,4,45.45,40,31,100,71
"21830",7339656,2,51.51,48,1,100,71
"21831",7339657,2,48.48,48,25,100,69
"21832",7339657,3,48.48,40,31,100,71
"21833",7339660,4,78.78,40,3,100,67
"21834",7339660,5,78.78,48,0,100,71
"21835",7339662,3,69.69,40,31,100,70
"21836",7339664,3,66.66,40,31,100,71
"21837",7339668,5,60.6,64,26,100,75
"21838",7339670,3,78.78,48,30,100,70
"21839",7339670,4,78.78,40,31,100,72
"21840",7339670,5,78.78,40,31,100,73
"21841",7339672,5,45.45,64,1,70,71
"21842",7339673,5,45.45,48,26,100,71
"21843",7339676,4,45.45,14,3,100,71
"21844",7339676,5,45.45,64,3,100,73
"21845",7339676,7,45.45,64,16,100,69
"21846",7339677,5,54.54,56,0,100,71
"21847",7339678,3,54.54,48,0,100,71
"21848",7339679,3,42.42,40,31,100,70
"21849",7339681,3,36.36,40,31,100,71
"21850",7339683,4,36.36,40,31,100,68.5
"21851",7339684,5,36.36,64,16,100,71
"21852",7339684,6,36.36,48,16,100,71
"21853",7339685,3,27.27,48,16,100,72
"21854",7339685,4,27.27,48,22,100,71
"21855",7339685,5,27.27,64,0,100,75
"21856",7339685,6,27.27,40,31,100,75
"21857",7339685,8,27.27,40,31,100,69
"21858",7339687,3,33.33,48,0,70,76
"21859",7339687,4,33.33,40,31,100,69.5
"21860",7339690,4,36.36,64,0,100,68
"21861",7339694,4,45.45,56,0,100,61
"21862",7339698,3,72.72,48,30,100,62
"21863",7339703,3,51.51,64,1,100,75
"21864",7339703,4,51.51,32,3,100,68
"21865",7339703,5,51.51,40,31,100,71
"21866",7339705,5,69.69,40,0,100,71
"21867",7339706,4,51.51,64,3,100,70
"21868",7339711,3,69.69,40,31,100,71
"21869",7339713,3,33.33,48,3,100,71
"21870",7339713,4,33.33,40,31,100,71
"21871",7339715,3,72.72,40,31,100,71
"21872",7339718,3,45.45,48,36,100,71
"21873",7339718,4,45.45,56,34,100,71
"21874",7339718,5,45.45,40,31,100,71
"21875",7339719,3,45.45,40,31,100,63.5
"21876",7339720,4,45.45,40,31,100,67
"21877",7339721,3,27.27,40,31,100,71
"21878",7339722,4,27.27,64,25,100,66
"21879",7339722,5,27.27,40,31,100,71
"21880",7339723,3,51.51,40,31,100,71
"21881",7339725,3,36.36,40,31,100,71
"21882",7339725,4,36.36,40,31,100,71
"21883",7339726,3,68.17,40,31,100,71
"21884",7339727,2,81.81,64,32,100,71
"21885",7339727,3,81.81,48,28,100,69
"21886",7339733,5,60.6,48,16,70,71
"21887",7339737,3,65.14,40,31,100,71
"21888",7339739,2,57.57,40,1,100,71
"21889",7339743,3,56.05,64,38,100,71
"21890",7339743,4,56.05,64,32,100,71
"21891",7339747,3,54.54,40,31,100,67
"21892",7339751,2,57.57,64,25,100,67
"21893",7339755,3,48.48,64,24,100,71
"21894",7339755,4,48.48,40,31,100,71
"21895",7339758,4,69.69,48,26,100,71
"21896",7339759,3,72.72,48,3,100,71
"21897",7339763,4,54.54,48,1,100,71
"21898",7339764,4,48.48,48,16,100,71
"21899",7339764,5,48.48,48,28,100,71
"21900",7339765,3,57.57,40,16,100,71
"21901",7339765,4,57.57,40,31,100,71
"21902",7339767,4,60.6,40,31,100,71
"21903",7339776,3,54.54,48,26,100,71
"21904",7339776,4,54.54,48,0,60,71
"21905",7339779,5,60.6,48,26,100,67
"21906",7339780,3,69.69,48,16,70,71
"21907",7339789,3,72.72,40,31,100,71
"21908",7339792,2,78.78,22,3,100,67
"21909",7339803,3,57.57,48,23,100,71
"21910",7339805,4,66.66,48,0,100,71
"21911",7339807,4,84.84,48,25,100,71
"21912",7339808,3,60.6,48,25,60,71
"21913",7339811,3,48.48,40,31,100,67
"21914",7339812,3,69.69,40,3,100,71
"21915",7339812,4,69.69,40,31,100,71
"21916",7339814,3,62.11,32,23,100,67
"21917",7339814,4,62.11,40,31,100,71
"21918",7339815,3,69.69,40,31,100,71
"21919",7339816,6,78.78,40,31,100,71
"21920",7339818,5,81.81,64,23,100,71
"21921",7339818,6,81.81,64,23,100,73
"21922",7339820,3,69.69,40,31,100,73
"21923",7339821,4,81.81,24,0,100,71
"21924",7339822,2,54.54,48,3,100,71
"21925",7339822,3,54.54,40,31,100,71
"21926",7339823,5,78.78,32,3,100,71
"21927",7339823,6,78.78,40,31,100,71
"21928",7339825,4,69.69,40,31,100,71
"21929",7339826,3,81.81,48,0,100,71
"21930",7339827,3,87.87,48,3,100,67
"21931",7339827,4,87.87,64,1,100,71
"21932",7339827,5,87.87,40,31,100,71
"21933",7339831,4,81.81,40,31,100,75
"21934",7339832,3,63.63,48,3,100,68.5
"21935",7339832,4,63.63,40,31,100,71
"21936",7339833,4,75.75,40,31,100,71
"21937",7339836,3,87.87,48,3,100,71
"21938",7339836,4,87.87,40,31,100,71
"21939",7339837,3,75.75,48,16,100,71
"21940",7339837,4,75.75,40,31,100,71
"21941",7339841,3,75.75,48,28,100,71
"21942",7339841,4,75.75,12,0,100,71
"21943",7339843,2,72.72,40,31,100,71
"21944",7339845,3,63.63,48,30,100,71
"21945",7339845,4,63.63,40,31,100,71
"21946",7339846,3,66.66,56,32,100,71
"21947",7339846,4,66.66,48,30,100,71
"21948",7339846,5,66.66,40,31,100,71
"21949",7339848,4,69.69,48,25,100,71
"21950",7339849,2,69.69,48,0,100,70
"21951",7339849,3,69.69,56,57,100,71
"21952",7339849,4,69.69,56,22,100,71
"21953",7339850,4,87.87,32,23,100,67
"21954",7339851,2,60.6,48,25,100,71
"21955",7339851,3,60.6,56,23,100,71
"21956",7339852,3,75.75,56,23,100,71
"21957",7339853,3,66.66,64,30,100,71
"21958",7339854,2,72.72,40,31,100,71
"21959",7339855,3,69.69,40,31,100,71
"21960",7339859,2,66.66,40,3,100,71
"21961",7339863,5,84.84,32,21,100,68
"21962",7339867,3,81.81,32,53,100,67
"21963",7339868,3,81.81,40,31,100,68
"21964",7339869,4,87.87,32,0,100,71
"21965",7339872,3,81.81,32,23,100,64
"21966",7339873,3,75.75,48,23,100,71
"21967",7339873,4,75.75,48,23,100,71
"21968",7339874,2,78.78,32,25,100,71
"21969",7339877,2,90.9,32,23,100,71
"21970",7339878,3,78.78,48,3,100,71
"21971",7339879,4,81.81,48,30,100,69
"21972",7339882,3,81.81,32,30,100,65
"21973",7339882,4,81.81,40,31,100,68
"21974",7339883,3,72.72,40,31,100,71
"21975",7339884,4,81.81,32,25,100,68
"21976",7339886,3,81.81,40,31,100,71
"21977",7339893,3,90.9,32,30,100,67
"21978",7339893,4,90.9,32,1,100,71
"21979",7339893,5,90.9,40,31,100,71
"21980",7339893,6,90.9,40,31,100,68
"21981",7339900,3,72.72,48,23,100,64.5
"21982",7339900,4,72.72,48,23,100,71
"21983",7339919,3,75.75,48,28,100,67
"21984",7339921,3,69.69,32,24,100,71
"21985",7339921,4,69.69,40,31,100,75
"21986",7339924,3,63.63,48,3,100,67
"21987",7339926,4,75.75,48,26,25,67
"21988",7339927,4,75.75,40,26,100,67
"21989",7339928,3,84.84,32,28,100,69
"21990",7339928,4,84.84,48,27,100,67
"21991",7339930,3,72.72,48,25,60,71
"21992",7339930,4,72.72,40,31,100,67
"21993",7339931,5,66.66,12,32,70,71
"21994",7339937,2,72.72,48,25,100,71
"21995",7339937,3,72.72,32,27,100,71
"21996",7339938,3,75.75,32,29,60,71
"21997",7339938,4,75.75,40,31,100,75
"21998",7339940,4,75.75,40,31,100,75
"21999",7339942,4,75.75,48,27,100,73
"22000",7339946,3,72.72,48,25,100,69
"22001",7339963,4,45.45,32,24,100,71
"22002",7339971,3,51.51,24,24,100,71
"22003",7339971,4,51.51,40,31,100,75
"22004",7339977,4,42.42,48,25,100,73
"22005",7339979,3,33.33,48,26,100,75
"22006",7339979,4,33.33,40,31,100,71
"22007",7339981,3,45.45,40,31,100,71
"22008",7339981,4,45.45,40,31,100,71
"22009",7339982,3,36.36,48,28,100,71
"22010",7339982,4,36.36,40,31,100,71
"22011",7339989,4,42.42,40,31,100,71
"22012",7339994,4,33.33,40,31,100,71
"22013",7339999,4,30.3,48,26,100,68
"22014",7339999,5,30.3,32,32,100,71
"22015",7340001,5,27.27,40,31,100,71
"22016",7340002,3,24.24,40,31,100,71
"22017",7340004,4,33.33,48,24,100,65.5
"22018",7340006,3,24.24,48,26,100,71
"22019",7340009,3,36.36,40,31,100,71
"22020",7340009,4,36.36,40,31,100,71
"22021",7340010,2,33.33,40,31,100,71
"22022",7340012,3,27.27,32,26,100,71
"22023",7340012,4,27.27,24,1,100,71
"22024",7340012,5,27.27,40,31,100,71
"22025",7340013,4,33.33,48,1,100,71
"22026",7340013,5,33.33,48,1,100,69
"22027",7340016,4,30.3,48,31,100,71
"22028",7340016,5,30.3,40,31,100,68
"22029",7340018,3,57.57,48,3,100,71
"22030",7340021,5,63.63,48,0,100,67
"22031",7340021,6,63.63,40,31,100,71
"22032",7340022,3,48.48,40,31,100,71
"22033",7340023,3,69.69,48,0,100,71
"22034",7340025,3,57.57,48,0,100,67
"22035",7340028,3,63.63,48,3,100,71
"22036",7340029,4,72.72,48,8,100,69
"22037",7340029,5,72.72,48,4,100,71
"22038",7340034,3,45.45,40,0,100,71
"22039",7340041,4,45.45,48,32,100,75
"22040",7340041,5,45.45,48,3,60,71
"22041",7340042,3,63.63,48,3,100,71
"22042",7340042,4,63.63,40,31,100,71
"22043",7340044,3,36.36,48,0,100,66
"22044",7340044,4,36.36,48,0,100,71
"22045",7340045,5,57.57,40,1,100,71
"22046",7340049,4,63.63,40,31,100,71
"22047",7340051,4,90.9,48,1,100,71
"22048",7340052,2,78.78,48,3,100,71
"22049",7340052,3,78.78,40,31,100,71
"22050",7340054,3,90.9,48,1,100,71
"22051",7340054,4,90.9,48,1,100,75
"22052",7340064,2,90.9,40,31,100,71
"22053",7340065,6,90.9,48,30,100,71
"22054",7340069,5,90.9,40,31,100,71
"22055",7340071,4,90.9,40,31,100,68
"22056",7340077,2,81.81,40,51,100,69
"22057",7340077,3,81.81,48,51,100,75
"22058",7340077,4,81.81,48,51,100,71
"22059",7340083,2,90.9,40,31,100,71
"22060",7340084,3,90.9,48,3,100,67
"22061",7340088,3,54.54,40,31,100,71
"22062",7340089,4,54.54,40,31,100,67
"22063",7340092,3,54.54,40,31,100,67
"22064",7340114,2,54.54,40,31,100,71
"22065",7340115,3,63.63,48,1,100,71
"22066",7340116,3,54.54,40,31,100,71
"22067",7340116,4,54.54,40,31,100,71
"22068",7340117,4,49.99,48,58,100,71
"22069",7340118,3,81.81,48,0,100,67
"22070",7340120,4,84.84,48,1,100,67
"22071",7340131,2,66.66,40,31,100,71
"22072",7340133,2,75.75,48,1,100,66
"22073",7340133,3,75.75,48,28,100,71
"22074",7340135,2,66.66,48,0,100,71
"22075",7340135,3,66.66,48,24,100,71
"22076",7340137,2,69.69,48,24,100,67
"22077",7340140,3,33.33,40,31,100,71
"22078",7340143,3,36.36,48,23,100,67
"22079",7340145,3,45.45,48,23,100,71
"22080",7340145,4,45.45,56,0,100,75
"22081",7340146,2,66.66,48,23,100,71
"22082",7340147,2,66.66,48,24,100,67
"22083",7340150,3,69.69,40,31,100,71
"22084",7340151,4,78.78,40,31,100,67
"22085",7340151,6,78.78,40,31,100,71
"22086",7340151,8,78.78,48,0,100,71
"22087",7340151,9,78.78,40,31,100,67
"22088",7340161,4,66.66,48,23,100,71
"22089",7340161,5,66.66,48,0,100,67
"22090",7340162,3,75.75,40,31,100,67
"22091",7340165,3,69.69,48,4,100,67
"22092",7340165,4,69.69,48,4,100,71
"22093",7340167,4,75.75,48,24,70,71
"22094",7340168,5,60.6,48,23,70,67
"22095",7340168,6,60.6,40,31,100,71
"22096",7340168,7,60.6,40,31,100,71
"22097",7340171,3,75.75,40,31,100,71
"22098",7340174,3,62.11,64,1,100,71
"22099",7340174,3,62.11,64,33,70,71
"22100",7340175,3,33.33,48,1,100,69
"22101",7340177,3,30.3,40,31,100,69
"22102",7340179,3,42.42,32,30,70,69
"22103",7340179,4,42.42,40,31,100,71
"22104",7340183,3,36.36,12,1,100,71
"22105",7340185,3,42.42,48,39,100,67
"22106",7340187,5,33.33,48,41,100,69
"22107",7340191,3,57.57,48,34,100,69
"22108",7340191,4,57.57,56,32,100,71
"22109",7340192,3,60.6,32,61,100,67
"22110",7340192,4,60.6,24,31,100,71
"22111",7340192,5,60.6,40,31,100,66.5
"22112",7340192,6,60.6,40,31,100,75
"22113",7340194,3,54.54,40,31,100,75
"22114",7340195,4,54.54,32,30,100,69
"22115",7340198,3,57.57,40,31,100,65
"22116",7340198,5,57.57,40,31,100,67
"22117",7340199,3,45.45,40,31,100,71
"22118",7340202,3,54.54,48,3,100,71
"22119",7340204,4,42.42,14,24,100,67
"22120",7340205,2,51.51,40,31,100,71
"22121",7340208,3,45.45,48,29,100,75
"22122",7340209,4,60.6,48,3,100,74
"22123",7340212,4,51.51,48,24,100,71
"22124",7340212,5,51.51,48,3,100,75
"22125",7340212,6,51.51,40,31,100,71
"22126",7340212,8,51.51,40,31,100,75
"22127",7340218,2,63.63,48,3,100,67
"22128",7340218,3,63.63,64,24,100,67
"22129",7340221,2,75.75,56,25,70,71
"22130",7340221,3,75.75,40,31,100,66
"22131",7340224,3,75.75,48,3,100,71
"22132",7340224,4,75.75,48,3,70,71
"22133",7340224,5,75.75,48,3,100,67
"22134",7340224,6,75.75,48,3,100,71
"22135",7340227,4,72.72,48,3,100,75
"22136",7340228,5,33.33,48,3,100,75
"22137",7340230,4,72.72,48,24,100,71
"22138",7340231,5,45.45,48,3,100,71
"22139",7340232,3,33.33,48,0,70,72.5
"22140",7340232,4,33.33,40,31,100,72
"22141",7340233,3,30.3,48,23,100,71
"22142",7340235,4,63.63,40,31,100,71
"22143",7340236,3,69.69,48,3,100,75
"22144",7340236,4,69.69,40,31,100,75
"22145",7340238,4,72.72,40,31,100,67
"22146",7340242,2,66.66,48,36,100,68.5
"22147",7340250,3,69.69,48,23,100,71
"22148",7340250,4,69.69,48,28,100,75
"22149",7340251,3,57.57,40,23,70,73
"22150",7340251,4,57.57,40,3,100,71
"22151",7340253,3,60.6,48,16,100,75
"22152",7340253,4,60.6,48,23,70,69
"22153",7340254,4,51.51,40,3,70,75
"22154",7340257,4,60.6,26,1,70,76
"22155",7340258,3,57.57,40,31,100,75
"22156",7340261,3,48.48,48,30,70,75
"22157",7340264,3,48.48,48,0,70,72
"22158",7340272,5,69.69,48,7,100,71
"22159",7340273,3,84.84,24,6,100,71
"22160",7340273,4,84.84,32,3,100,72
"22161",7340274,2,77.26,32,3,70,69
"22162",7340274,3,77.26,24,23,100,75
"22163",7340274,4,77.26,32,3,100,75
"22164",7340279,4,75.75,32,3,100,72
"22165",7340280,6,84.84,32,3,100,75
"22166",7340284,4,75.75,24,1,100,71
"22167",7340285,3,78.78,32,30,100,68.5
"22168",7340288,5,63.63,40,31,100,65
"22169",7340288,7,63.63,24,65,100,75
"22170",7340290,3,90.9,48,3,100,71
"22171",7340290,4,90.9,48,22,100,67
"22172",7340292,3,72.72,40,31,100,71
"22173",7340294,5,63.63,48,16,100,67
"22174",7340294,6,63.63,40,31,100,71
"22175",7340300,4,54.54,40,31,100,71
"22176",7340301,4,63.63,28,22,100,71
"22177",7340301,2,63.63,40,25,100,71
"22178",7340302,3,69.69,32,22,100,71
"22179",7340302,4,69.69,48,3,70,71
"22180",7340303,4,63.63,40,31,100,71
"22181",7340304,3,60.6,32,0,100,71
"22182",7340304,4,60.6,32,59,100,67
"22183",7340304,5,60.6,24,52,100,76
"22184",7340305,4,54.54,48,26,100,71
"22185",7340305,5,54.54,40,31,100,75
"22186",7340307,3,48.48,40,25,100,71
"22187",7340307,4,48.48,40,31,100,75
"22188",7340307,5,48.48,40,31,100,75
"22189",7340308,4,45.45,40,31,100,75
"22190",7340309,9,48.48,40,31,100,65
"22191",7340310,2,48.48,48,24,100,75
"22192",7340310,3,48.48,48,0,100,75
"22193",7340310,4,48.48,48,0,100,67
"22194",7340310,5,48.48,48,0,100,75
"22195",7340311,5,36.36,12,56,100,71.5
"22196",7340314,4,57.57,48,24,100,71
"22197",7340314,5,57.57,40,31,100,74
"22198",7340315,10,42.42,48,3,100,75
"22199",7340315,11,42.42,40,31,100,71
"22200",7340316,3,39.39,40,24,100,71
"22201",7340317,4,78.78,40,31,100,76
"22202",7340318,4,81.81,48,29,100,75
"22203",7340318,5,81.81,40,31,100,75
"22204",7340319,3,48.48,40,28,100,75
"22205",7340319,4,48.48,40,31,100,69
"22206",7340320,6,49.99,48,1,70,71
"22207",7340320,7,49.99,40,23,100,71
"22208",7340320,8,49.99,40,31,100,71
"22209",7340322,4,51.51,48,23,70,69
"22210",7340322,5,51.51,48,29,70,69
"22211",7340322,6,51.51,40,31,100,66
"22212",7340323,3,54.54,40,31,100,71
"22213",7340326,3,69.69,48,27,100,69
"22214",7340328,6,87.87,40,1,100,75
"22215",7340328,7,87.87,48,0,100,62
"22216",7340328,4,87.87,64,25,100,71
