"","DIRECTORIO","SECUENCIA_ENCUESTA","Satisfaccion_vivienda","Satisfaccion_educacion","Satisfaccion_tecnologia","Satisfaccion_trabajo","Satisfaccion_salud"
"22217",7340331,3,81.81,40,31,100,68
"22218",7340333,3,90.9,48,24,100,75
"22219",7340333,4,90.9,48,3,100,71
"22220",7340333,5,90.9,40,31,100,71
"22221",7340334,3,90.9,40,29,100,71
"22222",7340334,4,90.9,40,31,100,71
"22223",7340336,4,81.81,48,35,100,71
"22224",7340337,3,90.9,48,27,100,58
"22225",7340340,2,83.32,48,3,100,56
"22226",7340340,3,83.32,56,32,100,73
"22227",7340341,3,57.57,40,31,100,71
"22228",7340342,2,51.51,40,31,100,71
"22229",7340343,3,42.42,40,31,100,71
"22230",7340344,4,51.51,48,3,100,67
"22231",7340344,5,51.51,40,31,100,75
"22232",7340345,3,45.45,40,3,100,71
"22233",7340345,4,45.45,56,0,100,75
"22234",7340345,5,45.45,40,31,100,71
"22235",7340346,3,42.42,40,31,100,75
"22236",7340347,4,51.51,48,34,100,75
"22237",7340348,3,45.45,26,38,100,71
"22238",7340348,4,45.45,40,31,100,75
"22239",7340348,5,45.45,40,31,100,75
"22240",7340350,2,42.42,56,3,100,58
"22241",7340350,3,42.42,48,3,100,75
"22242",7340350,4,42.42,48,3,100,71
"22243",7340351,6,81.81,14,32,100,69
"22244",7340351,8,81.81,48,3,100,67
"22245",7340351,9,81.81,40,31,100,69
"22246",7340352,3,90.9,56,3,100,73
"22247",7340352,4,90.9,64,1,100,61
"22248",7340355,3,81.81,22,32,100,75
"22249",7340355,4,81.81,48,54,100,75
"22250",7340355,8,81.81,48,60,100,75
"22251",7340357,7,90.9,40,31,100,75
"22252",7340360,3,90.9,48,30,100,75
"22253",7340362,3,90.9,40,34,100,69
"22254",7340362,4,90.9,48,23,100,71
"22255",7340363,3,69.69,40,31,100,71
"22256",7340365,2,90.9,64,26,100,75
"22257",7340366,3,90.9,40,31,100,75
"22258",7340369,4,90.9,48,62,100,75
"22259",7340369,5,90.9,48,28,100,75
"22260",7340377,4,90.9,40,58,100,69
"22261",7340380,3,90.9,40,1,100,75
"22262",7340380,4,90.9,40,31,100,75
"22263",7340381,4,90.9,40,34,100,69
"22264",7340384,3,90.9,40,31,100,71
"22265",7340387,3,54.54,48,24,100,75
"22266",7340387,4,54.54,40,64,100,75
"22267",7340389,3,57.57,40,31,100,75
"22268",7340390,3,63.63,40,25,100,75
"22269",7340390,4,63.63,40,31,100,75
"22270",7340391,3,49.99,40,31,100,74
"22271",7340392,3,63.63,48,28,100,75
"22272",7340393,3,54.54,40,31,100,75
"22273",7340394,4,81.81,40,31,100,69
"22274",7340396,3,54.54,40,31,100,75
"22275",7340397,4,87.87,40,4,100,75
"22276",7340397,5,87.87,40,31,100,71
"22277",7340398,3,81.81,40,31,100,71
"22278",7340400,3,81.81,48,34,100,71
"22279",7340400,5,81.81,40,31,100,75
"22280",7340401,2,84.84,48,14,100,71
"22281",7340402,3,78.78,40,31,100,75
"22282",7340403,5,84.84,40,72,100,71
"22283",7340403,6,84.84,40,31,100,72
"22284",7340403,7,84.84,40,31,100,75
"22285",7340404,3,78.78,48,30,70,71
"22286",7340404,5,78.78,40,31,100,75
"22287",7340407,2,78.78,26,23,100,75
"22288",7340409,3,75.75,12,24,100,71
"22289",7340409,4,75.75,48,38,70,70
"22290",7340410,7,75.75,40,31,100,75
"22291",7340411,3,87.87,32,58,70,75
"22292",7340411,4,87.87,32,28,100,73
"22293",7340411,5,87.87,40,31,100,73
"22294",7340413,2,78.78,32,32,100,75
"22295",7340414,2,90.9,32,26,100,71
"22296",7340421,5,60.6,32,30,100,68
"22297",7340421,7,60.6,32,62,70,71
"22298",7340421,8,60.6,40,31,100,68
"22299",7340422,4,87.87,48,32,100,68
"22300",7340422,6,87.87,32,29,60,71
"22301",7340427,4,78.78,32,25,100,68
"22302",7340427,5,78.78,40,31,100,67
"22303",7340430,4,87.87,48,28,60,71
"22304",7340430,5,87.87,40,31,60,68
"22305",7340430,6,87.87,40,31,100,71
"22306",7340435,2,54.54,40,31,100,71
"22307",7340435,3,54.54,40,31,100,67
"22308",7340436,3,48.48,40,30,100,71
"22309",7340436,4,48.48,40,31,100,71
"22310",7340437,6,45.45,48,73,100,71
"22311",7340437,7,45.45,40,31,100,67
"22312",7340439,3,51.51,48,54,100,71
"22313",7340439,4,51.51,48,66,100,67
"22314",7340440,5,48.48,48,24,100,63
"22315",7340444,5,57.57,48,23,100,71
"22316",7340448,4,45.45,40,31,100,68
"22317",7340452,6,51.51,40,63,100,68
"22318",7340452,7,51.51,40,31,100,71
"22319",7340453,3,81.81,48,44,100,71
"22320",7340455,2,60.6,48,3,100,75
"22321",7340455,3,60.6,48,3,100,71
"22322",7340457,4,39.39,40,31,100,71
"22323",7340458,3,72.72,40,31,100,67
"22324",7340463,3,60.6,40,31,100,68
"22325",7340464,2,60.6,40,31,100,71
"22326",7340465,5,57.57,40,31,100,68
"22327",7340466,5,51.51,48,3,100,71
"22328",7340466,4,51.51,48,29,100,71
"22329",7340467,3,57.57,14,25,100,71
"22330",7340467,4,57.57,40,31,100,75
"22331",7340469,4,45.45,48,26,100,71
"22332",7340470,3,48.48,48,23,100,75
"22333",7340470,4,48.48,40,31,100,71
"22334",7340472,5,48.48,48,25,100,71
"22335",7340472,6,48.48,40,31,100,66
"22336",7340474,4,78.78,40,31,100,75
"22337",7340475,4,57.57,64,27,100,75
"22338",7340478,3,69.69,48,3,100,72
"22339",7340486,5,72.72,48,3,100,68
"22340",7340486,6,72.72,40,31,100,71
"22341",7340487,3,81.81,48,3,100,69
"22342",7340487,4,81.81,40,31,100,71
"22343",7340487,5,81.81,40,31,100,71
"22344",7340488,3,81.81,40,31,100,71
"22345",7340489,6,78.78,48,1,100,69
"22346",7340489,7,78.78,40,31,100,71
"22347",7340490,3,63.63,48,58,100,75
"22348",7340490,4,63.63,48,53,100,75
"22349",7340491,4,65.14,40,31,100,71
"22350",7340492,2,75.75,32,23,100,67
"22351",7340492,3,75.75,64,23,100,71
"22352",7340492,4,75.75,48,32,100,71
"22353",7340493,5,60.6,40,31,100,71
"22354",7340494,3,39.39,48,34,100,76
"22355",7340494,4,39.39,40,34,100,75
"22356",7340495,3,39.39,40,31,100,75
"22357",7340497,2,69.69,48,56,100,75
"22358",7340497,3,69.69,48,23,100,69
"22359",7340499,3,78.78,32,16,100,69
"22360",7340504,4,57.57,40,31,100,71
"22361",7340504,5,57.57,40,31,100,72
"22362",7340505,4,69.69,24,0,100,71
"22363",7340506,4,57.57,40,31,100,75
"22364",7340506,5,57.57,32,1,100,71
"22365",7340506,6,57.57,40,31,100,71
"22366",7340507,4,69.69,48,1,100,72
"22367",7340510,2,75.75,40,31,100,72
"22368",7340512,5,36.36,40,31,100,71
"22369",7340513,5,87.87,64,16,100,73
"22370",7340514,5,45.45,40,31,100,68
"22371",7340515,3,42.42,48,3,100,75
"22372",7340515,4,42.42,64,53,100,67
"22373",7340515,5,42.42,48,16,100,71
"22374",7340517,4,30.3,40,31,100,67
"22375",7340518,3,54.54,40,16,100,71
"22376",7340518,4,54.54,40,31,100,69
"22377",7340520,3,84.84,40,31,100,71
"22378",7340521,5,63.63,64,3,100,67
"22379",7340521,6,63.63,64,23,100,71
"22380",7340521,7,63.63,40,31,100,75
"22381",7340522,3,63.63,14,3,70,71
"22382",7340522,4,63.63,40,31,100,71
"22383",7340524,4,54.54,40,3,100,71
"22384",7340524,5,54.54,48,16,100,75
"22385",7340525,3,63.63,32,16,100,69
"22386",7340534,3,78.78,24,16,100,71
"22387",7340534,4,78.78,40,31,100,75
"22388",7340537,4,72.72,64,26,100,71
"22389",7340542,4,75.75,48,3,100,75
"22390",7340543,4,81.81,40,31,100,75
"22391",7340545,3,81.81,48,1,100,67
"22392",7340546,6,78.78,48,1,100,75
"22393",7340551,5,72.72,40,31,100,71
"22394",7340553,3,78.78,40,31,100,71
"22395",7340559,2,69.69,48,32,100,71
"22396",7340560,5,45.45,40,31,100,71
"22397",7340561,5,57.57,48,3,100,71
"22398",7340564,4,51.51,48,23,100,71
"22399",7340564,5,51.51,48,23,100,71
"22400",7340566,3,49.99,40,31,100,71
"22401",7340568,4,60.6,48,3,100,70.5
"22402",7340568,5,60.6,40,31,100,67
"22403",7340569,3,72.72,40,31,100,71
"22404",7340570,3,63.63,40,3,100,66
"22405",7340570,4,63.63,40,31,100,70
"22406",7340570,5,63.63,40,31,100,67
"22407",7340573,3,81.81,48,3,70,75
"22408",7340573,4,81.81,40,31,100,71
"22409",7340574,5,60.6,48,23,100,71
"22410",7340581,3,63.63,48,3,100,75
"22411",7340581,4,63.63,40,31,100,75
"22412",7340582,3,51.51,40,31,100,67
"22413",7340584,4,42.42,40,31,100,67
"22414",7340584,5,42.42,40,31,100,71
"22415",7340585,4,69.69,40,31,100,67
"22416",7340586,4,60.6,40,31,100,71
"22417",7340587,4,69.69,32,23,100,67
"22418",7340590,4,42.42,40,31,100,71
"22419",7340592,4,63.63,40,25,100,71
"22420",7340600,3,69.69,40,31,100,71
"22421",7340601,3,69.69,40,1,100,71
"22422",7340601,4,69.69,40,31,100,75
"22423",7340602,4,63.63,48,26,100,67
"22424",7340603,3,69.69,48,23,100,67
"22425",7340603,4,69.69,40,31,100,70
"22426",7340606,5,54.54,40,31,100,67
"22427",7340612,3,81.81,40,31,100,66
"22428",7340617,3,51.51,40,31,100,66
"22429",7340619,3,60.6,56,3,100,68
"22430",7340620,3,51.51,40,31,100,71
"22431",7340621,2,42.42,48,28,100,73
"22432",7340623,3,42.42,40,31,100,71
"22433",7340624,4,51.51,64,34,100,71
"22434",7340635,3,54.54,32,70,100,76
"22435",7340637,4,51.51,40,28,100,71
"22436",7340637,5,51.51,12,1,100,67
"22437",7340648,4,45.45,48,1,100,69
"22438",7340658,4,36.36,40,31,100,71
"22439",7340663,5,36.36,64,26,100,71
"22440",7340665,2,42.42,40,3,100,75
"22441",7340665,3,42.42,40,31,100,71
"22442",7340672,2,60.6,48,36,100,71
"22443",7340677,2,54.54,48,30,100,69
"22444",7340683,3,57.57,40,31,100,71
"22445",7340683,4,57.57,40,31,100,70
"22446",7340696,3,60.6,48,32,100,75
"22447",7340702,4,51.51,26,64,100,75
"22448",7340711,4,60.6,48,32,100,75
"22449",7340716,2,60.6,40,31,100,75
"22450",7340719,3,60.6,48,1,100,71
"22451",7340737,5,66.66,40,30,100,71
"22452",7340737,6,66.66,40,16,100,67
"22453",7340738,6,63.63,48,25,100,64
"22454",7340738,7,63.63,48,25,100,64.5
"22455",7340739,6,60.6,48,28,100,64
"22456",7340739,7,60.6,32,30,100,69
"22457",7340742,4,57.57,32,16,100,69
"22458",7340743,3,57.57,56,1,100,67
"22459",7340743,4,57.57,40,31,100,65.5
"22460",7340747,4,72.72,48,3,100,64
"22461",7340749,4,69.69,28,23,100,68
"22462",7340753,3,66.66,56,0,100,68
"22463",7340753,4,66.66,56,31,100,75
"22464",7340758,4,63.63,48,23,100,67
"22465",7340764,4,63.63,48,3,100,71
"22466",7340765,4,69.69,48,36,100,70
"22467",7340766,5,66.66,48,62,100,71
"22468",7340766,6,66.66,26,30,70,69
"22469",7340774,3,63.63,18,62,100,69
"22470",7340779,3,63.63,48,30,100,75
"22471",7340781,3,72.72,40,31,100,67
"22472",7340784,2,63.63,48,23,60,67.5
"22473",7340784,3,63.63,40,31,100,69
"22474",7340787,5,72.72,40,31,100,72
"22475",7340788,3,63.63,48,32,100,69
"22476",7340788,4,63.63,48,56,70,65
"22477",7340788,5,63.63,14,26,70,71
"22478",7340788,6,63.63,40,31,100,67
"22479",7340792,3,54.54,40,28,100,67
"22480",7340792,4,54.54,40,31,100,67
"22481",7340795,3,69.69,40,31,100,71
"22482",7340803,5,60.6,48,3,100,67
"22483",7340805,4,57.57,40,31,100,67
"22484",7340806,4,69.69,48,32,100,71
"22485",7340808,4,69.69,48,62,100,71
"22486",7340808,5,69.69,40,23,70,71
"22487",7340812,3,69.69,48,3,100,68.5
"22488",7340813,5,81.81,48,34,70,71
"22489",7340825,4,81.81,48,34,100,63.5
"22490",7340826,3,81.81,48,32,100,71
"22491",7340830,3,36.36,40,31,100,71
"22492",7340830,4,36.36,40,31,100,71
"22493",7340835,3,54.54,40,26,100,71
"22494",7340835,4,54.54,40,31,100,71
"22495",7340849,3,63.63,40,31,100,71
"22496",7340851,3,63.63,32,25,100,76
"22497",7340856,3,63.63,40,3,100,65
"22498",7340872,6,81.81,40,31,100,76
"22499",7340877,5,87.87,48,3,100,69
"22500",7340877,6,87.87,48,36,70,71
"22501",7340877,7,87.87,64,30,100,69
"22502",7340880,3,81.81,40,31,100,67
"22503",7340883,3,87.87,48,30,100,65
"22504",7340887,4,30.3,48,22,70,69
"22505",7340887,5,30.3,40,31,100,67
"22506",7340888,6,36.36,40,31,100,69
"22507",7340890,4,87.87,48,31,70,71
"22508",7340891,4,45.45,48,24,100,69
"22509",7340893,3,45.45,56,24,100,69
"22510",7340894,5,51.51,40,0,100,69
"22511",7340894,7,51.51,32,31,70,69
"22512",7340895,4,45.45,40,31,100,69
"22513",7340896,5,45.45,24,36,100,69
"22514",7340900,6,33.33,32,29,60,66
"22515",7340901,4,87.87,48,32,100,67
"22516",7340901,5,87.87,48,32,100,71
"22517",7340905,5,48.48,48,32,100,71
"22518",7340907,3,81.81,32,1,100,72
"22519",7340910,3,72.72,32,16,100,68
"22520",7340910,4,72.72,32,0,100,68
"22521",7340911,4,63.63,48,1,100,69.5
"22522",7340911,5,63.63,48,1,100,75
"22523",7340913,3,72.72,48,1,100,76
"22524",7340913,4,72.72,48,23,60,69
"22525",7340919,5,81.81,40,31,100,71
"22526",7340921,2,84.84,48,16,100,71
"22527",7340921,3,84.84,40,31,100,71
"22528",7340923,5,75.75,40,31,100,67
"22529",7340925,4,63.63,48,16,60,71
"22530",7340926,3,63.63,40,31,100,75
"22531",7340927,3,69.69,40,31,100,66
"22532",7340928,3,63.63,48,26,100,71
"22533",7340928,4,63.63,40,23,100,71
"22534",7340930,4,81.81,40,1,60,70
"22535",7340932,3,69.69,48,29,100,71
"22536",7340932,4,69.69,40,31,100,75
"22537",7340933,2,81.81,40,31,100,71
"22538",7340933,3,81.81,40,31,100,75
"22539",7340933,4,81.81,40,31,100,75
"22540",7340935,3,81.81,40,31,100,66.5
"22541",7340941,4,90.9,40,34,100,71
"22542",7340941,5,90.9,40,31,100,69
"22543",7340942,4,90.9,48,16,100,71
"22544",7340943,6,90.9,48,56,100,75
"22545",7340945,5,48.48,48,23,100,69
"22546",7340946,3,60.6,40,31,100,71
"22547",7340947,2,72.72,48,30,100,71
"22548",7340948,3,78.78,48,24,100,71
"22549",7340948,4,78.78,48,28,100,71
"22550",7340949,5,54.54,48,24,100,71
"22551",7340949,7,54.54,40,31,100,69
"22552",7340950,3,54.54,48,16,100,71
"22553",7340951,3,51.51,48,34,60,66.5
"22554",7340952,4,51.51,40,31,100,71
"22555",7340953,4,90.9,48,34,100,71
"22556",7340955,2,81.81,48,0,100,67
"22557",7340955,3,81.81,40,31,100,68
"22558",7340959,3,75.75,48,0,100,71
"22559",7340960,2,81.81,48,0,100,71
"22560",7340962,3,81.81,40,31,100,71
"22561",7340968,3,90.9,48,38,100,71
"22562",7340968,4,90.9,28,29,100,62
"22563",7340969,5,72.72,40,31,100,62
"22564",7340970,4,54.54,48,26,100,62
"22565",7340970,5,54.54,40,31,100,71
"22566",7340971,3,54.54,40,23,100,70
"22567",7340971,4,54.54,40,31,100,66
"22568",7340971,5,54.54,40,31,100,71
"22569",7340972,3,54.54,32,25,100,71
"22570",7340976,2,81.81,32,25,100,71
"22571",7340977,2,63.63,48,1,100,71
"22572",7340978,3,54.54,48,1,100,71
"22573",7340978,4,54.54,48,16,100,71
"22574",7340978,5,54.54,40,31,100,71
"22575",7340978,6,54.54,40,31,100,71
"22576",7340980,3,54.54,32,1,70,75
"22577",7340980,4,54.54,40,31,100,71
"22578",7340982,3,54.54,40,31,100,75
"22579",7340982,4,54.54,40,31,100,71
"22580",7340984,3,54.54,48,27,100,71
"22581",7340984,4,54.54,40,31,100,71
"22582",7340985,8,54.54,32,16,100,68.5
"22583",7340985,11,54.54,40,31,100,71
"22584",7340985,14,54.54,20,0,100,71
"22585",7340985,15,54.54,48,27,100,68
"22586",7340987,3,72.72,32,27,100,71
"22587",7340990,6,63.63,32,28,100,68
"22588",7340990,7,63.63,32,23,100,71
"22589",7340993,3,78.78,40,31,100,71
"22590",7340996,3,87.87,48,25,100,71
"22591",7340996,4,87.87,40,31,100,71
"22592",7340997,3,63.63,40,31,100,71
"22593",7340998,3,39.39,48,3,100,67
"22594",7340998,4,39.39,40,31,100,71
"22595",7341001,3,69.69,32,27,100,71
"22596",7341001,4,69.69,40,31,100,71
"22597",7341002,5,51.51,40,31,100,71
"22598",7341003,4,51.51,48,27,100,71
"22599",7341005,5,69.69,64,3,100,71
"22600",7341006,5,51.51,40,31,100,71
"22601",7341008,6,60.6,48,3,100,71
"22602",7341008,7,60.6,40,31,100,71
"22603",7341008,9,60.6,40,31,100,71
"22604",7341010,3,33.33,64,23,100,71
"22605",7341010,4,33.33,48,3,100,71
"22606",7341011,3,42.42,40,31,100,68.5
"22607",7341013,3,51.51,48,25,100,66
"22608",7341013,4,51.51,40,31,100,71
"22609",7341021,2,87.87,64,3,100,71
"22610",7341021,3,87.87,48,0,100,71
"22611",7341022,4,90.9,48,3,100,67
"22612",7341023,3,75.75,48,1,100,69
"22613",7341023,4,75.75,48,27,100,71
"22614",7341027,3,75.75,48,23,100,71
"22615",7341028,3,78.78,40,31,100,71
"22616",7341029,3,84.84,40,31,100,71
"22617",7341031,5,84.84,40,31,100,68.5
"22618",7341035,3,81.81,48,0,100,71
"22619",7341035,4,81.81,48,25,100,71
"22620",7341038,3,87.87,40,1,100,69
"22621",7341040,3,90.9,48,0,100,71
"22622",7341043,4,90.9,48,3,100,71
"22623",7341043,5,90.9,40,31,100,71
"22624",7341043,6,90.9,48,1,100,71
"22625",7341046,4,63.63,48,3,100,71
"22626",7341046,5,63.63,40,31,100,71
"22627",7341048,3,75.75,64,25,100,71
"22628",7341048,4,75.75,40,31,100,67
"22629",7341050,3,57.57,48,25,100,71
"22630",7341050,4,57.57,40,31,100,71
"22631",7341055,4,51.51,48,25,60,71
"22632",7341055,5,51.51,48,25,60,71
"22633",7341057,5,60.6,48,23,60,67
"22634",7341057,6,60.6,48,25,60,67
"22635",7341066,3,81.81,40,31,100,67
"22636",7341068,6,81.81,40,31,100,67
"22637",7341069,3,81.81,64,23,100,67
"22638",7341069,4,81.81,40,31,100,71
"22639",7341077,4,54.54,40,16,100,71
"22640",7341077,5,54.54,48,3,100,71
"22641",7341078,3,81.81,48,16,100,71
"22642",7341085,4,60.6,48,16,100,71
"22643",7341085,5,60.6,48,16,100,71
"22644",7341085,6,60.6,40,31,100,71
"22645",7341087,3,72.72,40,31,100,71
"22646",7341090,4,45.45,48,25,100,71
"22647",7341090,5,45.45,64,25,100,71
"22648",7341091,3,45.45,64,50,100,75
"22649",7341092,5,51.51,64,24,70,71
"22650",7341092,8,51.51,56,26,100,71
"22651",7341105,4,69.69,48,3,100,71
"22652",7341106,5,54.54,48,3,100,71
"22653",7341107,3,51.51,56,25,100,71
"22654",7341110,4,54.54,48,3,100,71
"22655",7341111,3,39.39,40,31,100,71
"22656",7341124,3,75.75,40,31,100,71
"22657",7341124,4,75.75,40,31,100,75
"22658",7341127,2,75.75,56,54,100,71
"22659",7341128,7,72.72,40,31,100,71
"22660",7341132,2,78.78,48,23,100,71
"22661",7341134,3,81.81,48,3,100,71
"22662",7341134,4,81.81,48,26,100,71
"22663",7341134,5,81.81,40,31,100,71
"22664",7341135,4,72.72,48,3,100,71
"22665",7341136,5,51.51,48,0,100,75
"22666",7341137,4,51.51,48,3,100,69
"22667",7341138,3,51.51,40,3,100,71
"22668",7341138,4,51.51,48,3,100,71
"22669",7341139,3,60.6,48,23,100,69
"22670",7341139,4,60.6,48,0,100,75
"22671",7341143,3,68.17,40,3,100,71
"22672",7341144,5,66.66,48,64,100,67
"22673",7341144,6,66.66,48,40,100,71
"22674",7341146,4,90.9,48,32,100,71
"22675",7341147,3,81.81,40,31,100,71
"22676",7341148,6,93.93,48,3,100,71
"22677",7341150,3,90.9,40,25,100,71
"22678",7341150,4,90.9,40,31,100,71
"22679",7341151,3,81.81,48,33,100,71
"22680",7341151,4,81.81,40,31,100,71
"22681",7341154,5,81.81,48,27,100,71
"22682",7341155,3,90.9,48,68,100,71
"22683",7341155,4,90.9,40,31,100,71
"22684",7341155,5,90.9,40,31,100,71
"22685",7341156,3,84.84,40,31,100,71
"22686",7341156,4,84.84,40,31,100,71
"22687",7341157,3,71.2,40,23,100,71
"22688",7341159,3,81.81,32,52,100,67
"22689",7341160,4,84.84,32,3,70,71
"22690",7341161,7,81.81,32,24,100,71
"22691",7341161,8,81.81,40,31,100,68.5
"22692",7341161,9,81.81,40,31,100,71
"22693",7341162,3,63.63,48,24,100,71
"22694",7341162,4,63.63,40,31,100,71
"22695",7341165,3,63.63,40,31,100,71
"22696",7341165,4,63.63,40,31,100,69
"22697",7341165,6,63.63,40,3,100,71
"22698",7341168,7,45.45,40,31,100,67
"22699",7341169,4,27.27,32,23,100,67
"22700",7341170,4,42.42,24,26,100,68.5
"22701",7341174,3,87.87,48,1,100,71
"22702",7341175,4,75.75,24,26,100,71
"22703",7341178,5,81.81,48,24,100,67
"22704",7341178,6,81.81,40,31,100,71
"22705",7341179,5,81.81,48,26,100,71
"22706",7341180,2,81.81,32,3,100,71
"22707",7341180,3,81.81,32,62,100,71
"22708",7341180,5,81.81,40,31,100,71
"22709",7341180,7,81.81,40,31,100,71
"22710",7341181,4,78.78,40,31,100,71
"22711",7341181,5,78.78,40,31,100,65
"22712",7341183,2,75.75,40,31,100,75
"22713",7341184,4,57.57,40,31,100,75
"22714",7341185,3,72.72,40,31,100,67
"22715",7341186,6,36.36,48,31,60,71
"22716",7341186,7,36.36,48,16,100,75
"22717",7341187,6,60.6,48,16,100,72
"22718",7341187,7,60.6,48,68,70,75
"22719",7341187,8,60.6,40,31,100,69
"22720",7341188,3,69.69,48,16,70,71
"22721",7341188,4,69.69,48,30,100,69
"22722",7341188,5,69.69,40,31,100,75
"22723",7341190,4,72.72,40,31,100,65
"22724",7341194,4,45.45,48,63,100,71
"22725",7341200,3,75.75,48,30,100,71
"22726",7341202,3,81.81,40,31,100,71
"22727",7341204,3,81.81,48,39,100,71
"22728",7341210,3,45.45,48,34,100,67
"22729",7341215,4,81.81,48,34,100,71
"22730",7341215,5,81.81,48,30,100,71
"22731",7341223,3,81.81,48,0,100,71
"22732",7341224,5,81.81,40,31,100,71
"22733",7341224,7,81.81,48,34,100,63
"22734",7341227,4,75.75,40,31,100,71
"22735",7341229,4,72.72,48,0,100,71
"22736",7341230,4,63.63,48,9,100,66
"22737",7341232,3,63.63,48,6,100,71
"22738",7341232,4,63.63,40,31,100,65.5
"22739",7341233,8,63.63,40,31,100,66.5
"22740",7341234,7,69.69,48,0,100,71
"22741",7341234,8,69.69,48,0,100,71
"22742",7341235,4,45.45,48,55,70,71
"22743",7341239,3,72.72,48,1,100,74
"22744",7341242,5,72.72,48,0,100,75
"22745",7341242,6,72.72,40,31,100,69
"22746",7341244,3,78.78,56,56,100,66
"22747",7341245,2,63.63,64,0,60,67
"22748",7341248,3,63.63,48,25,100,66
"22749",7341248,4,63.63,40,31,100,72
"22750",7341261,3,81.81,56,24,100,71
"22751",7341261,4,81.81,40,31,100,65
"22752",7341298,2,75.75,48,29,100,75
"22753",7341300,3,81.81,56,34,100,69
"22754",7341301,3,69.69,40,31,100,75
"22755",7341305,3,81.81,26,28,100,76
"22756",7341306,3,81.81,64,66,100,60
"22757",7341307,4,78.78,64,0,100,75
"22758",7341309,2,75.75,48,29,100,71
"22759",7341309,3,75.75,40,31,100,75
"22760",7341310,3,57.57,48,54,100,71
"22761",7341310,4,57.57,48,0,100,68.5
"22762",7341313,2,63.63,40,31,100,71
"22763",7341319,3,45.45,40,31,100,71
"22764",7341322,3,54.54,40,31,100,71
"22765",7341326,3,54.54,48,29,100,71
"22766",7341326,4,54.54,26,32,60,70
"22767",7341328,3,45.45,40,31,100,71
"22768",7341332,3,63.63,48,24,100,71
"22769",7341345,2,87.87,40,31,100,71
"22770",7341347,3,63.63,40,31,100,71
"22771",7341354,3,62.11,40,24,100,71
"22772",7341354,5,62.11,40,31,100,71
"22773",7341359,7,99.99,40,31,100,71
"22774",7341360,4,69.69,40,31,100,75
"22775",7341360,6,69.69,40,31,100,69
"22776",7341361,4,75.75,48,3,100,68
"22777",7341364,4,81.81,48,25,100,75
"22778",7341365,4,87.87,12,25,100,75
"22779",7341366,3,75.75,48,25,100,72
"22780",7341366,4,75.75,40,31,100,67
"22781",7341367,3,81.81,40,31,100,69
"22782",7341368,5,36.36,40,31,100,71
"22783",7341370,3,36.36,40,31,100,67
