"","SECUENCIA_ENCUESTA","DIRECTORIO","SECUENCIA_P","Satisfaccion"
"3595",1,7282210,1,63.5
"3596",1,7282212,1,71
"3597",1,7282213,1,59
"3598",1,7282214,1,61.5
"3599",1,7282215,1,71
"3600",1,7282224,1,71
"3601",1,7282226,1,71
"3602",1,7282227,1,68
"3603",1,7282228,1,71
"3604",1,7282233,1,60.5
"3605",1,7282236,1,67.5
"3606",1,7282238,1,65.5
"3607",1,7282240,1,67
"3608",1,7282242,1,68
"3609",1,7282244,1,69
"3610",1,7282246,1,66
"3611",1,7282248,1,73
"3612",1,7282249,1,75
"3613",1,7282262,1,75
"3614",1,7282263,1,63
"3615",1,7282264,1,62.5
"3616",1,7282265,1,71
"3617",1,7282269,1,74
"3618",1,7282277,1,63
"3619",1,7282278,1,70
"3620",1,7282281,1,71
"3621",1,7282290,1,67.5
"3622",1,7282299,1,68
"3623",1,7282303,1,68
"3624",1,7282304,1,66
"3625",1,7282313,1,66
"3626",1,7282315,1,71
"3627",1,7282320,1,68.5
"3628",1,7282321,1,71
"3629",1,7282326,1,68.5
"3630",1,7282335,1,68.5
"3631",1,7282336,1,63
"3632",1,7282337,1,66.5
"3633",1,7282338,1,71
"3634",1,7282339,1,69
"3635",1,7282340,1,71
"3636",1,7282341,1,62.5
"3637",1,7282346,1,71
"3638",1,7282366,1,71
"3639",1,7282371,1,66.5
"3640",1,7282374,1,59.5
"3641",1,7282375,1,68.5
"3642",1,7282377,1,70
"3643",1,7282378,1,66
"3644",1,7282380,1,68.5
"3645",1,7282382,1,63
"3646",1,7282384,1,65.5
"3647",1,7282385,1,66
"3648",1,7282386,1,66.5
"3649",1,7282388,1,71
"3650",1,7282391,1,53
"3651",1,7282394,1,68.5
"3652",1,7282409,1,61.5
"3653",1,7282418,1,68.5
"3654",1,7282420,1,61
"3655",1,7282425,1,75
"3656",1,7282431,1,69
"3657",1,7282436,1,71
"3658",1,7282442,1,68.5
"3659",1,7282444,1,70
"3660",1,7282445,1,70
"3661",1,7282448,1,65
"3662",1,7282449,1,70
"3663",1,7282451,1,70
"3664",1,7282452,1,63
"3665",1,7282455,1,68.5
"3666",1,7282459,1,58
"3667",1,7282468,1,69
"3668",1,7282487,1,72.5
"3669",1,7282491,1,74
"3670",1,7282494,1,65
"3671",1,7282497,1,68.5
"3672",1,7282499,1,70
"3673",1,7282500,1,64
"3674",1,7282508,1,62.5
"3675",1,7282510,1,68
"3676",1,7282514,1,70
"3677",1,7282518,1,73
"3678",1,7282519,1,68.5
"3679",1,7282522,1,72
"3680",1,7282527,1,70
"3681",1,7282528,1,71
"3682",1,7282529,1,71
"3683",1,7282531,1,58.5
"3684",1,7282532,1,71
"3685",1,7282534,1,71
"3686",1,7282536,1,70
"3687",1,7282543,1,71
"3688",1,7282544,1,68.5
"3689",1,7282547,1,70
"3690",1,7282551,1,75
"3691",1,7282552,1,74
"3692",1,7282561,1,62
"3693",1,7282562,1,66.5
"3694",1,7282566,1,69
"3695",1,7282580,1,60.5
"3696",1,7282582,1,65.5
"3697",1,7282583,1,68.5
"3698",1,7282584,1,68.5
"3699",1,7282587,1,45
"3700",1,7282590,1,60.5
"3701",1,7282595,1,71
"3702",1,7282596,1,56.5
"3703",1,7282598,1,68.5
"3704",1,7282601,1,71
"3705",1,7282603,1,67.5
"3706",1,7282607,1,71
"3707",1,7282610,1,66.5
"3708",1,7282623,1,71
"3709",1,7282633,1,64
"3710",1,7282636,1,56.5
"3711",1,7282637,1,64
"3712",1,7282640,1,66.5
"3713",1,7282641,1,70.5
"3714",1,7282642,1,68.5
"3715",1,7282643,1,66
"3716",1,7282658,1,71
"3717",1,7282667,1,67
"3718",1,7282668,1,58.5
"3719",1,7282673,1,64
"3720",1,7282675,1,70
"3721",1,7282677,1,72
"3722",1,7282678,1,70
"3723",1,7282687,1,75
"3724",1,7282693,1,62
"3725",1,7282694,1,75
"3726",1,7282695,1,75
"3727",1,7282701,1,70.5
"3728",1,7282704,1,54
"3729",1,7282705,1,63
"3730",1,7282706,1,67.5
"3731",1,7282708,1,75
"3732",1,7282713,1,73
"3733",1,7282714,1,68
"3734",1,7282717,1,67
"3735",1,7282718,1,60
"3736",1,7282722,1,72.5
"3737",1,7282723,1,69.5
"3738",1,7282724,1,64.5
"3739",1,7282725,1,66
"3740",1,7282730,1,68.5
"3741",1,7282731,1,70.5
"3742",1,7282739,1,66.5
"3743",1,7282743,1,70
"3744",1,7282754,1,65.5
"3745",1,7282756,1,71
"3746",1,7282757,1,78
"3747",1,7282761,1,68
"3748",1,7282764,1,71
"3749",1,7282766,1,70
"3750",1,7282768,1,71
"3751",1,7282771,1,62.5
"3752",1,7282773,1,67
"3753",1,7282776,1,71
"3754",1,7282777,1,70
"3755",1,7282780,1,71
"3756",1,7282782,1,66
"3757",1,7282788,1,65
"3758",1,7282789,1,70
"3759",1,7282791,1,71
"3760",1,7282792,1,67
"3761",1,7282794,1,71
"3762",1,7282795,1,71
"3763",1,7282796,1,69
"3764",1,7282803,1,71
"3765",1,7282807,1,68
"3766",1,7282809,1,68
"3767",1,7282812,1,70
"3768",1,7282813,1,67.5
"3769",1,7282815,1,71
"3770",1,7282819,1,70
"3771",1,7282822,1,58
"3772",1,7282823,1,71.5
"3773",1,7282825,1,61.5
"3774",1,7282827,1,56.5
"3775",1,7282829,1,68.5
"3776",1,7282832,1,71
"3777",1,7282835,1,74
"3778",1,7282836,1,64.5
"3779",1,7282837,1,55.5
"3780",1,7282842,1,74
"3781",1,7282844,1,71.5
"3782",1,7282848,1,72
"3783",1,7282851,1,67.5
"3784",1,7282852,1,71
"3785",1,7282853,1,68.5
"3786",1,7282854,1,71
"3787",1,7282855,1,70
"3788",1,7282856,1,68
"3789",1,7282857,1,71
"3790",1,7282858,1,64
"3791",1,7282859,1,71
"3792",1,7282867,1,70.5
"3793",1,7282871,1,58
"3794",1,7282872,1,61.5
"3795",1,7282875,1,67.5
"3796",1,7282877,1,67
"3797",1,7282880,1,74
"3798",1,7282882,1,72
"3799",1,7282883,1,70.5
"3800",1,7282884,1,75
"3801",1,7282888,1,72.5
"3802",1,7282891,1,67.5
"3803",1,7282893,1,70
"3804",1,7282896,1,71
"3805",1,7282903,1,63.5
"3806",1,7282910,1,73
"3807",1,7282917,1,71
"3808",1,7282931,1,71
"3809",1,7282932,1,63
"3810",1,7282940,1,72.5
"3811",1,7282945,1,68.5
"3812",1,7282948,1,69.5
"3813",1,7282949,1,65.5
"3814",1,7282953,1,67.5
"3815",1,7282960,1,72
"3816",1,7282963,1,71
"3817",1,7282982,1,63
"3818",1,7282986,1,57.5
"3819",1,7282987,1,72.5
"3820",1,7282988,1,66.5
"3821",1,7282989,1,73.5
"3822",1,7282991,1,69
"3823",1,7283000,1,68.5
"3824",1,7283007,1,72.5
"3825",1,7283014,1,64
"3826",1,7283017,1,57
"3827",1,7283019,1,69
"3828",1,7283020,1,66.5
"3829",1,7283023,1,59
"3830",1,7283026,1,68.5
"3831",1,7283029,1,65.5
"3832",1,7283030,1,65.5
"3833",1,7283031,1,67
"3834",1,7283032,1,71
"3835",1,7283036,1,71
"3836",1,7283045,1,68.5
"3837",1,7283047,1,68.5
"3838",1,7283050,1,68.5
"3839",1,7283052,1,61
"3840",1,7283054,1,58.5
"3841",1,7283075,1,67
"3842",1,7283076,1,69.5
"3843",1,7283078,1,65
"3844",1,7283081,1,71
"3845",1,7283084,1,65.5
"3846",1,7283098,1,58.5
"3847",1,7283101,1,67.5
"3848",1,7283103,1,71
"3849",1,7283105,1,64.5
"3850",1,7283111,1,63
"3851",1,7283112,1,67
"3852",1,7283115,1,63
"3853",1,7283123,1,72.5
"3854",1,7283157,1,68
"3855",1,7283161,1,67
"3856",1,7283166,1,68.5
"3857",1,7283167,1,65
"3858",1,7283168,1,68
"3859",1,7283169,1,63
"3860",1,7283179,1,66.5
"3861",1,7283185,1,60
"3862",1,7283190,1,70
"3863",1,7283191,1,68
"3864",1,7283193,1,68
"3865",1,7283195,1,67
"3866",1,7283197,1,65
"3867",1,7283199,1,64
"3868",1,7283202,1,70
"3869",1,7283203,1,72.5
"3870",1,7283207,1,72.5
"3871",1,7283211,1,69
"3872",1,7283215,1,57
"3873",1,7283216,1,71
"3874",1,7283224,1,68.5
"3875",1,7283230,1,65.5
"3876",1,7283231,1,73
"3877",1,7283233,1,62.5
"3878",1,7283238,1,63
"3879",1,7283239,1,71.5
"3880",1,7283240,1,71
"3881",1,7283244,1,72.5
"3882",1,7283245,1,69.5
"3883",1,7283248,1,68.5
"3884",1,7283249,1,67
"3885",1,7283250,1,60.5
"3886",1,7283253,1,64
"3887",1,7283254,1,71
"3888",1,7283255,1,65.5
"3889",1,7283259,1,72.5
"3890",1,7283262,1,68.5
"3891",1,7283268,1,61
"3892",1,7283269,1,71.5
"3893",1,7283271,1,65.5
"3894",1,7283276,1,72.5
"3895",1,7283280,1,71
"3896",1,7283283,1,67
"3897",1,7283289,1,71
"3898",1,7283290,1,67
"3899",1,7283293,1,67
"3900",1,7283298,1,71
"3901",1,7283300,1,71
"3902",1,7283303,1,71
"3903",1,7283307,1,67
"3904",1,7283309,1,68
"3905",1,7283315,1,71
"3906",1,7283344,1,71
"3907",1,7283346,1,64
"3908",1,7283347,1,71
"3909",1,7283348,1,67
"3910",1,7283353,1,75
"3911",1,7283354,1,62.5
"3912",1,7283357,1,71
"3913",1,7283359,1,66.5
"3914",1,7283362,1,51.5
"3915",1,7283365,1,73
"3916",1,7283369,1,69.5
"3917",1,7283370,1,71
"3918",1,7283374,1,68.5
"3919",1,7283375,1,68
"3920",1,7283376,1,70
"3921",1,7283377,1,66
"3922",1,7283379,1,70.5
"3923",1,7283380,1,71
"3924",1,7283388,1,74
"3925",1,7283390,1,75
"3926",1,7283393,1,66.5
"3927",1,7283394,1,75
"3928",1,7283397,1,71.5
"3929",1,7283398,1,72
"3930",1,7283401,1,73
"3931",1,7283409,1,73
"3932",1,7283410,1,58.5
"3933",1,7283417,1,70
"3934",1,7283421,1,69
"3935",1,7283422,1,76
"3936",1,7283424,1,75
"3937",1,7283427,1,67
"3938",1,7283429,1,67.5
"3939",1,7283432,1,72
"3940",1,7283433,1,74
"3941",1,7283434,1,73
"3942",1,7283436,1,71.5
"3943",1,7283437,1,68.5
"3944",1,7283438,1,66
"3945",1,7283440,1,66
"3946",1,7283442,1,55.5
"3947",1,7283449,1,68
"3948",1,7283451,1,68
"3949",1,7283457,1,75
"3950",1,7283459,1,72
"3951",1,7283465,1,63.5
"3952",1,7283467,1,72.5
"3953",1,7283470,1,58
"3954",1,7283477,1,72.5
"3955",1,7283479,1,72
"3956",1,7283486,1,64.5
"3957",1,7283487,1,64
"3958",1,7283489,1,67.5
"3959",1,7283491,1,74
"3960",1,7283492,1,72.5
"3961",1,7283493,1,70.5
"3962",1,7283495,1,69.5
"3963",1,7283499,1,71.5
"3964",1,7283503,1,59
"3965",1,7283504,1,65.5
"3966",1,7283505,1,71
"3967",1,7283508,1,68
"3968",1,7283520,1,66.5
"3969",1,7283522,1,72.5
"3970",1,7283523,1,57
"3971",1,7283525,1,61
"3972",1,7283526,1,65
"3973",1,7283529,1,75
"3974",1,7283535,1,65.5
"3975",1,7283538,1,68.5
"3976",1,7283541,1,63.5
"3977",1,7283545,1,68
"3978",1,7283553,1,65
"3979",1,7283555,1,70
"3980",1,7283558,1,67
"3981",1,7283560,1,75
"3982",1,7283563,1,67.5
"3983",1,7283569,1,71
"3984",1,7283574,1,69
"3985",1,7283577,1,55
"3986",1,7283578,1,70
"3987",1,7283583,1,69.5
"3988",1,7283585,1,75
"3989",1,7283587,1,71.5
"3990",1,7283595,1,68
"3991",1,7283603,1,66
"3992",1,7283609,1,69
"3993",1,7283610,1,70.5
"3994",1,7283612,1,67.5
"3995",1,7283615,1,70
"3996",1,7283617,1,69
"3997",1,7283618,1,67
"3998",1,7283622,1,72
"3999",1,7283625,1,69
"4000",1,7283626,1,58.5
"4001",1,7283627,1,59
"4002",1,7283628,1,71
"4003",1,7283632,1,66.5
"4004",1,7283634,1,71
"4005",1,7283648,1,71
"4006",1,7283649,1,70
"4007",1,7283650,1,71
"4008",1,7283657,1,71
"4009",1,7283668,1,71.5
"4010",1,7283669,1,71
"4011",1,7283680,1,71
"4012",1,7283685,1,67
"4013",1,7283686,1,75
"4014",1,7283690,1,65
"4015",1,7283692,1,68.5
"4016",1,7283698,1,75
"4017",1,7283700,1,71
"4018",1,7283704,1,70
"4019",1,7283705,1,71
"4020",1,7283706,1,67
"4021",1,7283717,1,65.5
"4022",1,7283726,1,71
"4023",1,7283729,1,67
"4024",1,7283735,1,67.5
"4025",1,7283745,1,70
"4026",1,7283746,1,69
"4027",1,7283754,1,68.5
"4028",1,7283757,1,68.5
"4029",1,7283763,1,61.5
"4030",1,7283765,1,66
"4031",1,7283767,1,66
"4032",1,7283769,1,69
"4033",1,7283770,1,69
"4034",1,7283773,1,64
"4035",1,7283774,1,68
"4036",1,7283775,1,68.5
"4037",1,7283776,1,60
"4038",1,7283778,1,65.5
"4039",1,7283783,1,71
"4040",1,7283785,1,71
"4041",1,7283786,1,68.5
"4042",1,7283788,1,66.5
"4043",1,7283796,1,65.5
"4044",1,7283805,1,69
"4045",1,7283806,1,68
"4046",1,7283808,1,75
"4047",1,7283812,1,68.5
"4048",1,7283813,1,61
"4049",1,7283814,1,70
"4050",1,7283815,1,69.5
"4051",1,7283817,1,71.5
"4052",1,7283821,1,75
"4053",1,7283824,1,70
"4054",1,7283825,1,70.5
"4055",1,7283832,1,72
"4056",1,7283838,1,68
"4057",1,7283840,1,70
"4058",1,7283870,1,63.5
"4059",1,7283875,1,68.5
"4060",1,7283876,1,70
"4061",1,7283878,1,69.5
"4062",1,7283884,1,71
"4063",1,7283885,1,67.5
"4064",1,7283890,1,70
"4065",1,7283895,1,68
"4066",1,7283900,1,74
"4067",1,7283901,1,74
"4068",1,7283902,1,71.5
"4069",1,7283903,1,74
"4070",1,7283904,1,75
"4071",1,7283913,1,71
"4072",1,7283918,1,69
"4073",1,7283925,1,71
"4074",1,7283931,1,65
"4075",1,7283939,1,74
"4076",1,7283945,1,63
"4077",1,7283959,1,75
"4078",1,7283961,1,71
"4079",1,7283963,1,75
"4080",1,7283965,1,73
"4081",1,7283966,1,67.5
"4082",1,7283967,1,74
"4083",1,7283968,1,71
"4084",1,7283971,1,71
"4085",1,7283977,1,72
"4086",1,7283984,1,71
"4087",1,7283990,1,68.5
"4088",1,7283992,1,68
"4089",1,7283994,1,67
"4090",1,7283999,1,68
"4091",1,7284001,1,63
"4092",1,7284002,1,60.5
"4093",1,7284021,1,71
"4094",1,7284023,1,71
"4095",1,7284034,1,71
"4096",1,7284036,1,69
"4097",1,7284040,1,71
"4098",1,7284041,1,64.5
"4099",1,7284043,1,63
"4100",1,7284045,1,70
"4101",1,7284055,1,69
"4102",1,7284059,1,71
"4103",1,7284060,1,71
"4104",1,7284064,1,65.5
"4105",1,7284068,1,68.5
"4106",1,7284070,1,65.5
"4107",1,7284072,1,65.5
"4108",1,7284076,1,58
"4109",1,7284086,1,69
"4110",1,7284088,1,62
"4111",1,7284093,1,66
"4112",1,7284097,1,69
"4113",1,7284102,1,66
"4114",1,7284106,1,67
"4115",1,7284107,1,63
"4116",1,7284109,1,68.5
"4117",1,7284117,1,71
"4118",1,7284120,1,58
"4119",1,7284122,1,65
"4120",1,7284133,1,69
"4121",1,7284141,1,68.5
"4122",1,7284142,1,75
"4123",1,7284144,1,58
"4124",1,7284154,1,73.5
"4125",1,7284156,1,66.5
"4126",1,7284159,1,76
"4127",1,7284162,1,60
"4128",1,7284167,1,69.5
"4129",1,7284168,1,66
"4130",1,7284169,1,69
"4131",1,7284180,1,71.5
"4132",1,7284181,1,75
"4133",1,7284188,1,71.5
"4134",1,7284189,1,68.5
"4135",1,7284190,1,64.5
"4136",1,7284195,1,68.5
"4137",1,7284196,1,69.5
"4138",1,7284205,1,75
"4139",1,7284207,1,60.5
"4140",1,7284214,1,70
"4141",1,7284216,1,73
"4142",1,7284219,1,65.5
"4143",1,7284233,1,69
"4144",1,7284237,1,71
"4145",1,7284239,1,75
"4146",1,7284240,1,68.5
"4147",1,7284243,1,72.5
"4148",1,7284245,1,62.5
"4149",1,7284254,1,71
"4150",1,7284259,1,71
"4151",1,7284264,1,67
"4152",1,7284268,1,71
"4153",1,7284270,1,69
"4154",1,7284271,1,50.5
"4155",1,7284273,1,62.5
"4156",1,7284274,1,71.5
"4157",1,7284277,1,67
"4158",1,7284279,1,68
"4159",1,7284282,1,54.5
"4160",1,7284283,1,75
"4161",1,7284287,1,71
"4162",1,7284290,1,69
"4163",1,7284291,1,60
"4164",1,7284300,1,67
"4165",1,7284304,1,74
"4166",1,7284311,1,67
"4167",1,7284327,1,67.5
"4168",1,7284328,1,68.5
"4169",1,7284334,1,69
"4170",1,7284337,1,63.5
"4171",1,7284343,1,71
"4172",1,7284346,1,63
"4173",1,7284349,1,65
"4174",1,7284351,1,70
"4175",1,7284354,1,63
"4176",1,7284355,1,65
"4177",1,7284357,1,68.5
"4178",1,7284367,1,67
"4179",1,7284368,1,55.5
"4180",1,7284369,1,61
"4181",1,7284383,1,72.5
"4182",1,7284386,1,63
"4183",1,7284393,1,55.5
"4184",1,7284395,1,69
"4185",1,7284407,1,75
"4186",1,7284410,1,75
"4187",1,7284411,1,66
"4188",1,7284414,1,71
"4189",1,7284415,1,67.5
"4190",1,7284416,1,71
"4191",1,7284421,1,71
"4192",1,7284426,1,66.5
"4193",1,7284428,1,71
"4194",1,7284434,1,66
"4195",1,7284435,1,65
"4196",1,7284438,1,67.5
"4197",1,7284439,1,63
"4198",1,7284441,1,68
"4199",1,7284451,1,54.5
"4200",1,7284458,1,65
"4201",1,7284461,1,63
"4202",1,7284466,1,71
"4203",1,7284469,1,70
"4204",1,7284470,1,68.5
"4205",1,7284472,1,65
"4206",1,7284475,1,65.5
"4207",1,7284477,1,65
"4208",1,7284480,1,61.5
"4209",1,7284481,1,64.5
"4210",1,7284489,1,66
"4211",1,7284493,1,46.5
"4212",1,7284494,1,71
"4213",1,7284495,1,55
"4214",1,7284500,1,65.5
"4215",1,7284504,1,67.5
"4216",1,7284515,1,57.5
"4217",1,7284529,1,61
"4218",1,7284533,1,63.5
"4219",1,7284537,1,53
"4220",1,7284548,1,65
"4221",1,7284552,1,65
"4222",1,7284556,1,65
"4223",1,7284563,1,69
"4224",1,7284567,1,63.5
"4225",1,7284568,1,53
"4226",1,7284573,1,59
"4227",1,7284578,1,54
"4228",1,7284584,1,58
"4229",1,7284588,1,64.5
"4230",1,7284594,1,68.5
"4231",1,7284596,1,63
"4232",1,7284603,1,67
"4233",1,7284606,1,62.5
"4234",1,7284609,1,59
"4235",1,7284614,1,59.5
"4236",1,7284615,1,57
"4237",1,7284618,1,61
"4238",1,7284621,1,67.5
"4239",1,7284622,1,54
"4240",1,7284624,1,55.5
"4241",1,7284625,1,65
"4242",1,7284626,1,71
"4243",1,7284629,1,60.5
"4244",1,7284632,1,63
"4245",1,7284636,1,66
"4246",1,7284638,1,57
"4247",1,7284639,1,63
"4248",1,7284641,1,60.5
"4249",1,7284648,1,65
"4250",1,7284663,1,60
"4251",1,7284664,1,64.5
"4252",1,7284667,1,56.5
"4253",1,7284668,1,65
"4254",1,7284670,1,62.5
"4255",1,7284674,1,68.5
"4256",1,7284682,1,58
"4257",1,7284684,1,62.5
"4258",1,7284685,1,61.5
"4259",1,7284688,1,67
"4260",1,7284689,1,63.5
"4261",1,7284690,1,63
"4262",1,7284692,1,58
"4263",1,7284701,1,68.5
"4264",1,7284703,1,68.5
"4265",1,7284704,1,71
"4266",1,7284709,1,55
"4267",1,7284711,1,65
"4268",1,7284714,1,65.5
"4269",1,7284720,1,61
"4270",1,7284727,1,68.5
"4271",1,7284737,1,71
"4272",1,7284762,1,70
"4273",1,7284771,1,68.5
"4274",1,7284773,1,63
"4275",1,7284774,1,65
"4276",1,7284778,1,74
"4277",1,7284781,1,71
"4278",1,7284787,1,62
"4279",1,7284789,1,65
"4280",1,7284790,1,67
"4281",1,7284804,1,61
"4282",1,7284805,1,71
"4283",1,7284807,1,71
"4284",1,7284814,1,68.5
"4285",1,7284826,1,70
"4286",1,7284830,1,68.5
"4287",1,7284831,1,71
"4288",1,7284833,1,67
"4289",1,7284840,1,58
"4290",1,7284854,1,73
"4291",1,7284855,1,64
"4292",1,7284857,1,65.5
"4293",1,7284863,1,71
"4294",1,7284869,1,71
"4295",1,7284872,1,65.5
"4296",1,7284873,1,71
"4297",1,7284882,1,72
"4298",1,7284885,1,67
"4299",1,7284895,1,70
"4300",1,7284901,1,71
"4301",1,7284955,1,67.5
"4302",1,7284962,1,58
"4303",1,7284975,1,62
"4304",1,7284976,1,72
"4305",1,7284992,1,67.5
"4306",1,7284998,1,75
"4307",1,7285004,1,67.5
"4308",1,7285010,1,75
"4309",1,7285020,1,66.5
"4310",1,7285040,1,72
"4311",1,7285042,1,71
"4312",1,7285045,1,68
"4313",1,7285047,1,71
"4314",1,7285048,1,68
"4315",1,7285059,1,68
"4316",1,7285065,2,61
"4317",1,7285068,1,67
"4318",1,7285070,1,67.5
"4319",1,7285081,1,54.5
"4320",1,7285108,1,56.5
"4321",1,7285113,1,68.5
"4322",1,7285117,1,66.5
"4323",1,7285122,1,58
"4324",1,7285125,1,66
"4325",1,7285132,1,57
"4326",1,7285134,1,61
"4327",1,7285136,1,67
"4328",1,7285140,1,53
"4329",1,7285143,1,66.5
"4330",1,7285149,1,64.5
"4331",1,7285154,1,67
"4332",1,7285167,1,62.5
"4333",1,7285172,1,68.5
"4334",1,7285194,1,63
"4335",1,7285196,1,68.5
"4336",1,7285199,1,59.5
"4337",1,7285200,1,65.5
"4338",1,7285210,1,65
"4339",1,7285225,1,67.5
"4340",1,7285229,1,67
"4341",1,7285235,1,61
"4342",1,7285250,1,66.5
"4343",1,7285255,1,64.5
"4344",1,7285256,1,60.5
"4345",1,7285266,1,64
"4346",1,7285272,1,75
"4347",1,7285285,1,49
"4348",1,7285292,1,69
"4349",1,7285315,1,60
"4350",1,7285329,1,67
"4351",1,7285336,1,71
"4352",1,7285342,1,68
"4353",1,7285343,1,67.5
"4354",1,7285345,1,64
"4355",1,7285352,1,64
"4356",1,7285356,1,61.5
"4357",1,7285358,1,65
"4358",1,7285361,1,55
"4359",1,7285374,1,67
"4360",1,7285389,1,67.5
"4361",1,7285390,1,71.5
"4362",1,7285401,1,71
"4363",1,7285403,1,66.5
"4364",1,7285405,1,75
"4365",1,7285406,1,68.5
"4366",1,7285423,1,62.5
"4367",1,7285436,1,68.5
"4368",1,7285439,1,66.5
"4369",1,7285443,1,71
"4370",1,7285444,1,67
"4371",1,7285450,1,71
"4372",1,7285451,1,69
"4373",1,7285459,1,71
"4374",1,7285460,1,72.5
"4375",1,7285464,1,69
"4376",1,7285466,1,72.5
"4377",1,7285468,1,68.5
"4378",1,7285470,1,62
"4379",1,7285472,1,71
"4380",1,7285474,1,67
"4381",1,7285476,1,75
"4382",1,7285477,1,71
"4383",1,7285482,1,74
"4384",1,7285484,1,75
"4385",1,7285492,1,71
"4386",1,7285493,1,58.5
"4387",1,7285498,1,72
"4388",1,7285499,1,64
"4389",1,7285501,1,66
"4390",1,7285508,1,66.5
"4391",1,7285509,1,75
"4392",1,7285515,1,66
"4393",1,7285518,1,69
"4394",1,7285523,1,67
"4395",1,7285526,1,75
"4396",1,7285529,1,71
"4397",1,7285534,1,71
"4398",1,7285536,1,64.5
"4399",1,7285539,1,71
"4400",1,7285541,1,75
"4401",1,7285543,1,61.5
"4402",1,7285546,1,75
"4403",1,7285553,1,75
"4404",1,7285556,1,76
"4405",1,7285563,1,61
"4406",1,7285565,1,75
"4407",1,7285585,1,73
"4408",1,7285590,1,70
"4409",1,7285591,1,68
"4410",1,7285606,1,77
"4411",1,7285607,1,62.5
"4412",1,7285608,1,73
"4413",1,7285610,1,70
"4414",1,7285616,1,71.5
"4415",1,7285617,1,69
"4416",1,7285618,1,67
"4417",1,7285623,1,75
"4418",1,7285625,1,65
"4419",1,7285626,1,62.5
"4420",1,7285629,1,62.5
"4421",1,7285636,1,64.5
"4422",1,7285644,1,75
"4423",1,7285645,1,67
"4424",1,7285653,1,67.5
"4425",1,7285661,1,57.5
"4426",1,7285670,1,66
"4427",1,7285672,1,62.5
"4428",1,7285673,1,71
"4429",1,7285692,1,69
"4430",1,7285694,1,66.5
"4431",1,7285696,1,71
"4432",1,7285698,1,68.5
"4433",1,7285707,1,71
"4434",1,7285722,1,70
"4435",1,7285725,1,66
"4436",1,7285727,1,60
"4437",1,7285729,1,67
"4438",1,7285731,1,66.5
"4439",1,7285745,1,72.5
"4440",1,7285746,1,68.5
"4441",1,7285747,1,73
"4442",1,7285749,1,65.5
"4443",1,7285754,1,65.5
"4444",1,7285762,1,51.5
"4445",1,7285770,1,71
"4446",1,7285771,1,67
"4447",1,7285772,1,62.5
"4448",1,7285774,1,71
"4449",1,7285780,1,75
"4450",1,7285783,1,69
"4451",1,7285785,1,67
"4452",1,7285790,1,65
"4453",1,7285799,1,71
"4454",1,7285809,1,68.5
"4455",1,7285813,1,75
"4456",1,7285821,1,75
"4457",1,7285823,1,75
"4458",1,7285825,1,75
"4459",1,7285831,1,70
"4460",1,7285842,1,71
"4461",1,7285844,1,67.5
"4462",1,7285845,1,73.5
"4463",1,7285850,1,67.5
"4464",1,7285853,1,64
"4465",1,7285855,1,74
"4466",1,7285858,1,74
"4467",1,7285860,1,68.5
"4468",1,7285861,1,74
"4469",1,7285868,1,68.5
"4470",1,7285876,1,54.5
"4471",1,7285877,1,72.5
"4472",1,7285905,1,67
"4473",1,7285906,1,71.5
"4474",1,7285907,1,68
"4475",1,7285908,1,74
"4476",1,7285917,1,64.5
"4477",1,7285918,1,70.5
"4478",1,7285921,1,72.5
"4479",1,7285928,1,68
"4480",1,7285943,1,69
"4481",1,7285985,1,67.5
"4482",1,7285996,1,68.5
"4483",1,7285998,1,67
"4484",1,7286000,1,71
"4485",1,7286001,1,61.5
"4486",1,7286007,1,73
"4487",1,7286008,1,74
"4488",1,7286011,1,75
"4489",1,7286015,1,71.5
"4490",1,7286027,1,72.5
"4491",1,7286030,1,65.5
"4492",1,7286032,1,72
"4493",1,7286033,1,66.5
"4494",1,7286039,1,68.5
"4495",1,7286040,1,68.5
"4496",1,7286041,1,71
"4497",1,7286047,1,64
"4498",1,7286048,1,63
"4499",1,7286049,1,71
"4500",1,7286051,1,66
"4501",1,7286052,1,65.5
"4502",1,7286053,1,71
"4503",1,7286056,1,63
"4504",1,7286059,1,71
"4505",1,7286061,1,70
"4506",1,7286062,1,68.5
"4507",1,7286063,1,70
"4508",1,7286066,1,68.5
"4509",1,7286070,1,71
"4510",1,7286074,1,72.5
"4511",1,7286079,1,71
"4512",1,7286083,1,68.5
"4513",1,7286086,1,68.5
"4514",1,7286100,1,68.5
"4515",1,7286102,1,69
"4516",1,7286106,1,67.5
"4517",1,7286108,1,71
"4518",1,7286112,1,71
"4519",1,7286113,1,69
"4520",1,7286128,1,70
"4521",1,7286131,1,67
"4522",1,7286132,1,71
"4523",1,7286134,1,66
"4524",1,7286135,1,68.5
"4525",1,7286142,1,70.5
"4526",1,7286145,1,65
"4527",1,7286147,1,67.5
"4528",1,7286149,1,71.5
"4529",1,7286150,1,67.5
"4530",1,7286153,1,71
"4531",1,7286154,1,69.5
"4532",1,7286157,1,70
"4533",1,7286159,1,75
"4534",1,7286160,1,71
"4535",1,7286163,1,71
"4536",1,7286164,1,74
"4537",1,7286166,1,71
"4538",1,7286167,1,74
"4539",1,7286175,1,67.5
"4540",1,7286178,1,65.5
"4541",1,7286180,1,71
"4542",1,7286184,1,71
"4543",1,7286191,1,71
