"P6040","DIRECTORIO","SECUENCIA_ENCUESTA"
68,7261066,1
74,7261075,1
72,7261076,1
82,7261077,1
68,7261082,1
63,7261104,1
62,7261104,2
64,7261105,1
62,7261106,1
67,7261109,1
85,7261113,1
70,7261114,1
60,7261114,2
70,7261115,1
65,7261118,1
70,7261120,1
62,7261122,1
69,7261122,2
61,7261124,1
70,7261128,1
60,7261128,2
60,7261130,1
61,7261130,2
79,7261132,3
74,7261132,4
74,7261133,5
75,7261135,2
64,7261137,1
68,7261141,1
68,7261141,2
65,7261142,1
79,7261144,1
62,7261145,2
81,7261146,1
76,7261146,2
66,7261147,1
63,7261148,4
65,7261149,1
63,7261149,2
73,7261150,1
62,7261157,1
64,7261158,4
72,7261162,1
68,7261163,1
68,7261166,1
61,7261167,1
67,7261167,2
68,7261168,1
79,7261178,1
76,7261178,2
61,7261180,1
72,7261187,1
67,7261187,2
63,7261189,3
61,7261191,1
73,7261192,1
75,7261194,1
82,7261195,1
64,7261199,1
89,7261199,5
60,7261200,1
62,7261205,1
67,7261205,2
75,7261207,1
70,7261207,2
84,7261209,4
67,7261215,1
61,7261216,1
73,7261216,2
64,7261219,2
84,7261219,3
83,7261224,1
87,7261225,5
66,7261227,1
70,7261252,1
70,7261254,1
72,7261259,1
63,7261259,2
62,7261263,1
60,7261263,2
70,7261264,1
72,7261266,1
73,7261269,1
77,7261269,2
62,7261273,1
69,7261278,2
73,7261281,6
77,7261290,1
72,7261290,2
70,7261290,4
87,7261291,1
85,7261293,1
86,7261296,3
66,7261297,1
70,7261304,1
63,7261305,1
87,7261306,1
60,7261309,1
73,7261312,1
75,7261312,2
84,7261315,5
71,7261322,1
88,7261323,1
83,7261323,2
62,7261324,1
60,7261324,2
85,7261327,1
82,7261328,1
60,7261330,1
60,7261332,1
69,7261333,1
76,7261334,1
70,7261337,1
66,7261341,1
67,7261344,1
63,7261346,1
77,7261347,1
74,7261347,2
75,7261349,1
79,7261354,1
61,7261355,1
72,7261357,1
60,7261358,2
71,7261361,1
73,7261372,3
67,7261376,1
74,7261377,1
72,7261378,1
72,7261381,1
75,7261385,1
64,7261387,2
76,7261389,1
61,7261393,1
64,7261397,1
70,7261397,2
63,7261412,1
68,7261426,1
82,7261426,2
82,7261433,1
92,7261439,2
79,7261439,3
76,7261440,2
66,7261447,1
97,7261447,2
73,7261457,1
72,7261463,2
67,7261468,2
64,7261468,3
61,7261469,2
60,7261471,1
60,7261491,2
77,7261495,1
70,7261495,2
77,7261500,1
69,7261502,1
83,7261504,1
75,7261504,2
65,7261512,1
76,7261513,1
65,7261513,2
70,7261515,1
68,7261516,1
71,7261517,1
61,7261522,1
61,7261522,2
60,7261532,1
64,7261537,1
62,7261537,2
74,7261541,1
71,7261546,1
69,7261546,2
62,7261552,1
80,7261554,1
72,7261554,2
88,7261565,1
80,7261565,2
86,7261567,1
66,7261567,2
66,7261575,1
69,7261575,2
68,7261576,1
62,7261576,2
65,7261586,1
63,7261589,2
78,7261594,1
73,7261596,1
64,7261596,2
64,7261598,1
64,7261598,2
62,7261599,1
70,7261600,1
62,7261600,2
78,7261602,1
67,7261604,1
82,7261612,1
67,7261613,1
68,7261613,2
87,7261615,3
65,7261616,1
74,7261617,1
74,7261617,2
63,7261625,1
88,7261625,3
62,7261626,1
65,7261629,1
63,7261635,2
65,7261637,1
85,7261639,3
69,7261640,2
61,7261641,4
81,7261648,7
72,7261650,1
64,7261650,2
63,7261666,1
60,7261667,1
61,7261696,2
69,7261703,1
70,7261703,2
72,7261708,1
80,7261709,1
60,7261709,2
67,7261714,1
63,7261720,1
80,7261762,3
76,7261768,1
70,7261770,1
61,7261771,2
66,7261776,1
73,7261782,1
63,7261785,1
61,7261785,2
75,7261795,1
70,7261795,2
75,7261796,1
60,7261796,2
80,7261798,6
68,7261801,1
61,7261801,2
62,7261808,1
65,7261808,2
70,7261810,1
77,7261820,1
64,7261820,2
65,7261821,1
62,7261821,2
65,7261829,1
62,7261849,2
63,7261855,3
70,7261862,3
72,7261863,1
60,7261865,4
86,7261880,1
63,7261884,1
61,7261886,1
86,7261887,1
62,7261893,1
92,7261903,1
83,7261905,1
63,7261907,1
63,7261912,1
84,7261923,1
63,7261925,1
77,7261925,2
61,7261929,1
88,7261936,1
73,7261936,2
61,7261937,1
76,7261938,1
66,7261940,1
62,7261941,1
82,7261942,1
70,7261942,2
85,7261944,1
73,7261953,4
65,7261959,1
62,7261961,1
75,7261962,1
65,7261972,1
63,7261973,1
69,7261976,2
67,7261983,1
67,7261983,2
70,7261987,1
65,7261987,2
65,7261991,1
61,7261991,2
62,7261995,1
72,7261998,1
70,7262002,1
64,7262004,1
66,7262005,1
63,7262005,2
68,7262007,1
62,7262007,2
78,7262010,1
65,7262012,1
62,7262016,1
73,7262020,1
63,7262020,2
71,7281191,1
65,7281193,1
62,7281193,2
87,7281193,10
72,7281195,1
68,7281195,2
80,7281199,5
67,7281207,1
66,7281207,2
71,7281210,1
65,7281216,1
65,7281221,1
64,7281221,2
85,7281221,3
63,7281224,1
60,7281224,2
60,7281228,1
75,7281235,1
70,7281241,4
69,7281252,1
60,7281253,2
62,7281255,1
64,7281256,1
62,7281256,2
66,7281257,1
68,7281257,2
60,7281258,1
80,7281260,1
98,7281263,4
62,7281264,1
71,7281264,2
64,7281265,2
77,7281265,3
64,7281266,1
90,7281268,1
68,7281275,1
75,7281275,2
71,7281275,4
67,7281277,1
82,7281278,1
65,7281279,1
63,7281279,2
74,7281280,1
75,7281311,1
65,7281313,1
71,7281313,2
68,7281319,1
71,7281319,2
61,7281335,1
62,7281339,1
61,7281341,1
86,7281348,1
69,7281349,1
67,7281351,1
63,7281352,1
71,7281358,1
67,7281359,1
63,7281359,2
87,7281362,1
74,7281364,1
74,7281364,2
90,7281369,1
60,7281369,2
61,7281373,5
60,7281377,1
69,7281377,2
80,7281379,1
77,7281379,2
75,7281381,1
69,7281381,2
80,7281383,1
61,7281383,2
80,7281384,1
76,7281386,1
77,7281387,1
70,7281396,2
62,7281403,1
60,7281403,2
70,7281404,1
74,7281412,6
68,7281414,1
60,7281415,1
84,7281417,1
65,7281419,1
61,7281421,1
62,7281421,2
71,7281423,1
63,7281424,3
72,7281425,1
60,7281427,2
80,7281430,1
63,7281434,1
63,7281434,2
70,7281436,1
67,7281437,1
66,7281439,1
84,7281440,1
74,7281445,1
71,7281445,2
72,7281448,1
63,7281448,2
64,7281453,1
66,7281453,2
64,7281454,1
62,7281454,2
79,7281459,1
68,7281463,1
66,7281463,2
68,7281464,1
81,7281467,1
77,7281467,2
73,7281468,1
82,7281470,1
82,7281470,2
66,7281471,1
62,7281473,1
69,7281473,2
78,7281476,1
62,7281479,1
62,7281479,2
61,7281482,1
78,7281484,1
64,7281484,2
78,7281485,1
76,7281485,2
67,7281486,1
64,7281486,2
63,7281491,1
74,7281491,4
72,7281512,1
70,7281513,1
63,7281517,1
67,7281517,3
65,7281522,1
78,7281531,1
72,7281534,1
67,7281536,1
62,7281536,2
69,7281543,1
77,7281546,1
77,7281549,1
87,7281559,1
60,7281562,1
63,7281564,1
61,7281564,1
67,7281566,1
67,7281566,2
60,7281569,1
83,7281572,1
75,7281572,2
70,7281578,1
60,7281578,2
83,7281581,5
74,7281598,4
62,7281604,1
64,7281608,1
68,7281608,2
63,7281613,1
68,7281619,1
67,7281619,2
67,7281621,1
72,7281623,1
68,7281623,2
60,7281625,1
62,7281631,1
65,7281644,1
64,7281648,1
64,7281652,1
70,7281653,1
83,7281653,2
60,7281654,1
61,7281655,1
72,7281661,1
71,7281661,2
65,7281664,1
74,7281667,1
73,7281673,1
63,7281680,1
77,7281687,1
61,7281693,1
63,7281705,1
75,7281706,1
78,7281708,2
88,7281708,3
67,7281709,1
62,7281709,2
77,7281710,2
73,7281711,1
74,7281711,2
78,7281712,1
70,7281716,1
61,7281717,1
63,7281718,1
61,7281718,2
61,7281720,1
71,7281721,1
60,7281721,2
83,7281725,2
71,7281726,1
61,7281729,2
82,7281730,5
62,7281732,6
61,7281733,1
65,7281733,2
74,7281733,4
60,7281734,1
61,7281737,1
74,7281756,1
72,7281759,1
81,7281766,1
60,7281766,2
63,7281769,3
69,7281779,1
65,7281779,2
60,7281790,1
62,7281793,1
67,7281801,1
68,7281802,2
78,7281804,1
81,7281812,2
62,7281819,1
68,7281840,1
64,7281851,1
68,7281852,2
80,7281856,3
68,7281860,1
62,7281862,1
78,7281869,1
78,7281869,2
71,7281874,1
75,7281874,2
64,7281875,1
82,7281878,1
84,7281886,1
66,7281889,1
64,7281890,1
62,7281895,1
67,7281895,2
63,7281898,1
61,7281898,2
78,7281901,1
79,7281902,1
89,7281902,3
82,7281902,4
82,7281904,1
63,7281904,2
68,7281906,1
68,7281907,1
92,7281909,1
73,7281912,1
73,7281917,1
70,7281917,2
64,7281921,1
82,7281922,1
75,7281923,1
70,7281923,2
67,7281923,3
64,7281926,4
64,7281926,5
72,7281927,1
63,7281927,2
66,7281928,1
69,7281928,2
63,7281931,1
64,7281936,5
62,7281937,1
61,7281941,1
64,7281944,1
61,7281946,1
69,7281949,1
73,7281950,1
80,7281951,1
77,7281951,2
72,7281951,3
62,7281952,1
60,7281952,2
83,7281953,1
81,7281955,1
81,7281955,2
67,7281956,1
89,7281957,4
68,7281964,1
66,7281964,2
86,7281967,6
64,7281968,1
69,7281971,1
80,7281975,1
82,7281979,1
67,7281979,2
60,7281985,1
63,7281990,1
61,7281990,2
65,7281996,1
69,7281996,2
76,7282000,1
67,7282003,1
62,7282006,1
61,7282007,1
61,7282007,2
72,7282008,1
68,7282008,2
81,7282009,1
74,7282009,2
70,7282013,1
64,7282013,2
76,7282018,1
72,7282018,2
74,7282019,1
70,7282019,2
79,7282022,1
73,7282022,2
84,7282023,1
64,7282026,1
64,7282026,2
65,7282027,1
66,7282027,2
70,7282030,1
74,7282030,2
61,7282037,1
68,7282038,1
61,7282038,2
65,7282040,1
60,7282046,1
60,7282046,2
77,7282052,1
78,7282052,2
77,7282057,1
65,7282059,1
66,7282060,1
65,7282061,1
85,7282061,2
78,7282063,1
78,7282063,2
79,7282065,1
86,7282070,1
68,7282072,1
65,7282072,2
63,7282073,1
85,7282080,1
80,7282080,2
62,7282084,2
85,7282084,5
73,7282087,1
69,7282087,2
63,7282089,1
62,7282089,2
64,7282090,1
62,7282092,1
61,7282092,2
63,7282103,1
81,7282104,1
81,7282104,2
75,7282105,1
74,7282115,1
64,7282120,1
79,7282122,1
66,7282124,1
61,7282135,1
80,7282139,1
63,7282144,1
61,7282144,2
72,7282151,1
67,7282152,1
83,7282153,1
76,7282156,1
77,7282156,2
85,7282158,1
66,7282159,1
73,7282160,1
71,7282160,2
66,7282165,1
62,7282165,2
69,7282166,1
61,7282168,1
69,7282169,1
75,7282184,1
82,7282187,1
68,7282188,2
62,7282191,1
61,7282191,2
82,7282192,1
63,7282195,1
72,7282204,1
73,7282205,1
68,7282208,4
82,7282210,1
83,7282210,2
67,7282212,1
71,7282213,1
66,7282214,1
75,7282214,2
65,7282215,1
60,7282215,2
83,7282221,8
76,7282224,1
92,7282225,3
70,7282226,1
69,7282226,2
60,7282227,1
61,7282228,1
69,7282228,2
77,7282233,1
80,7282236,1
71,7282236,2
79,7282238,1
63,7282240,1
83,7282242,1
65,7282242,2
78,7282244,1
65,7282244,2
72,7282246,1
70,7282248,1
64,7282248,2
62,7282249,1
62,7282249,2
62,7282262,1
80,7282263,1
83,7282263,2
92,7282264,1
78,7282264,2
61,7282265,1
60,7282269,1
74,7282277,1
61,7282278,1
63,7282281,1
66,7282287,2
74,7282290,1
68,7282294,7
60,7282299,1
80,7282300,6
72,7282300,7
61,7282303,1
69,7282304,1
67,7282311,5
64,7282313,1
68,7282313,2
60,7282315,1
60,7282320,1
65,7282321,1
63,7282321,2
65,7282322,3
63,7282326,1
64,7282335,1
61,7282336,1
61,7282337,1
67,7282338,1
82,7282339,1
79,7282339,2
64,7282340,1
60,7282340,2
79,7282341,1
60,7282346,1
79,7282356,6
64,7282366,1
68,7282371,1
68,7282371,2
85,7282374,1
73,7282374,2
73,7282375,1
64,7282375,2
71,7282377,1
76,7282378,1
74,7282380,1
66,7282382,1
75,7282384,1
79,7282384,2
71,7282385,1
63,7282386,1
64,7282388,1
61,7282388,2
84,7282391,1
61,7282394,1
68,7282409,1
62,7282409,2
67,7282409,6
89,7282418,1
64,7282418,2
65,7282418,3
80,7282420,1
63,7282420,2
82,7282422,4
71,7282425,1
65,7282431,1
71,7282432,2
74,7282432,3
60,7282436,1
66,7282442,1
92,7282442,2
64,7282444,1
66,7282445,1
81,7282448,1
69,7282448,2
61,7282449,1
74,7282451,1
87,7282452,1
75,7282455,1
79,7282459,1
66,7282468,1
87,7282468,3
68,7282487,1
60,7282491,1
65,7282494,1
61,7282497,1
69,7282499,1
85,7282500,1
63,7282508,1
82,7282510,1
64,7282514,1
75,7282515,6
69,7282518,1
64,7282518,2
61,7282518,3
68,7282519,1
67,7282522,1
69,7282527,1
70,7282528,1
71,7282529,1
76,7282531,1
60,7282532,1
93,7282532,2
94,7282533,2
80,7282534,1
63,7282534,2
69,7282535,6
69,7282536,1
63,7282536,2
84,7282541,4
79,7282543,1
82,7282544,1
82,7282544,2
61,7282547,1
62,7282551,1
68,7282552,1
72,7282561,1
75,7282562,1
84,7282562,2
60,7282566,1
61,7282573,2
67,7282580,1
61,7282582,1
71,7282583,1
81,7282584,1
94,7282587,1
83,7282587,2
72,7282590,1
65,7282595,1
76,7282596,1
75,7282598,1
72,7282598,2
62,7282601,1
61,7282603,1
73,7282607,1
69,7282610,1
66,7282623,1
77,7282626,6
81,7282633,1
69,7282636,1
72,7282637,1
62,7282640,1
61,7282640,2
77,7282641,1
64,7282642,1
77,7282642,2
63,7282643,1
67,7282658,1
67,7282667,1
67,7282667,2
70,7282668,1
79,7282673,1
65,7282675,1
65,7282677,1
70,7282678,1
67,7282678,2
69,7282687,1
60,7282689,2
64,7282693,1
69,7282694,1
68,7282694,2
70,7282695,1
70,7282695,2
61,7282698,2
64,7282701,1
61,7282701,2
89,7282704,1
76,7282704,2
61,7282705,1
60,7282705,2
65,7282706,1
74,7282708,1
60,7282713,1
61,7282713,2
83,7282714,1
60,7282714,3
70,7282717,1
71,7282718,1
67,7282718,2
60,7282722,1
65,7282722,2
85,7282723,1
73,7282724,1
76,7282725,1
62,7282730,1
60,7282731,1
64,7282739,1
69,7282739,2
76,7282743,1
84,7282745,4
61,7282749,4
70,7282750,5
66,7282754,1
68,7282756,1
73,7282756,2
71,7282757,1
63,7282761,1
67,7282764,1
69,7282766,1
62,7282768,1
61,7282768,2
60,7282771,1
60,7282772,5
63,7282773,1
65,7282773,2
74,7282776,1
64,7282777,1
73,7282780,1
62,7282780,2
66,7282782,1
69,7282788,1
77,7282789,1
75,7282789,2
66,7282791,1
62,7282791,2
72,7282792,1
64,7282792,2
60,7282794,1
60,7282794,2
61,7282795,1
63,7282795,2
71,7282796,1
62,7282803,1
65,7282803,2
60,7282805,2
71,7282807,1
68,7282807,2
75,7282809,1
74,7282812,1
84,7282813,1
82,7282813,2
71,7282815,1
62,7282815,2
66,7282819,1
80,7282822,1
60,7282823,1
62,7282823,2
71,7282825,1
89,7282827,1
63,7282829,1
83,7282832,1
76,7282834,6
80,7282835,1
88,7282836,1
68,7282837,1
65,7282842,1
63,7282844,1
70,7282844,2
73,7282848,1
80,7282851,1
79,7282852,1
62,7282853,1
70,7282854,1
86,7282854,2
71,7282855,1
77,7282856,1
68,7282856,2
72,7282857,1
66,7282858,1
61,7282859,1
82,7282862,4
68,7282867,1
68,7282870,2
69,7282871,1
79,7282872,1
98,7282872,2
61,7282875,1
81,7282877,1
61,7282877,2
66,7282880,1
70,7282882,1
73,7282882,2
61,7282883,1
65,7282883,3
60,7282884,1
77,7282888,1
74,7282890,3
60,7282891,1
60,7282891,2
76,7282893,1
84,7282896,1
64,7282896,2
60,7282901,2
61,7282903,1
60,7282910,1
65,7282910,2
78,7282916,2
77,7282916,3
62,7282917,1
64,7282920,2
62,7282927,2
75,7282931,1
79,7282931,2
78,7282932,1
70,7282940,1
78,7282942,6
66,7282945,1
66,7282945,2
69,7282948,1
66,7282948,2
76,7282949,1
63,7282949,2
62,7282953,1
76,7282953,2
62,7282960,1
71,7282960,2
78,7282963,1
62,7282982,1
69,7282982,2
86,7282983,2
92,7282986,1
65,7282987,1
66,7282987,2
80,7282988,1
63,7282988,2
69,7282989,1
85,7282991,1
62,7282993,2
67,7283000,1
61,7283000,2
64,7283006,5
64,7283007,1
63,7283007,2
65,7283014,1
65,7283014,2
78,7283017,1
72,7283017,2
69,7283019,1
71,7283020,1
62,7283023,1
69,7283023,2
71,7283026,1
66,7283026,2
68,7283029,1
65,7283030,1
66,7283030,2
61,7283030,3
68,7283031,1
67,7283032,1
61,7283036,1
62,7283045,1
84,7283047,1
69,7283050,1
65,7283052,1
82,7283054,1
96,7283064,3
71,7283065,3
69,7283075,1
79,7283076,1
62,7283078,1
61,7283078,2
60,7283081,1
87,7283084,1
83,7283084,2
84,7283098,1
69,7283101,1
72,7283103,1
67,7283103,2
62,7283105,1
70,7283111,1
62,7283112,1
60,7283112,2
71,7283115,1
68,7283115,2
65,7283123,1
64,7283150,2
65,7283157,1
68,7283161,1
68,7283161,2
80,7283166,1
67,7283167,1
65,7283168,1
63,7283168,2
73,7283169,1
62,7283171,2
60,7283171,3
72,7283179,1
75,7283185,1
78,7283190,1
77,7283190,2
62,7283191,1
60,7283191,2
66,7283193,1
64,7283193,2
66,7283195,1
72,7283197,1
61,7283197,2
71,7283199,1
66,7283199,2
71,7283201,4
63,7283201,5
90,7283202,1
66,7283202,2
64,7283203,1
66,7283203,2
68,7283207,1
64,7283211,1
87,7283215,1
64,7283215,2
75,7283216,1
79,7283217,5
66,7283218,2
72,7283224,1
63,7283230,1
67,7283231,1
68,7283233,1
64,7283233,2
74,7283238,1
71,7283239,1
68,7283239,2
72,7283240,1
67,7283240,2
70,7283244,1
70,7283245,1
62,7283248,1
67,7283248,2
61,7283249,1
81,7283249,3
60,7283250,1
79,7283253,1
69,7283253,2
68,7283254,1
61,7283254,2
63,7283255,1
70,7283255,2
72,7283256,4
90,7283256,5
60,7283258,2
76,7283259,1
71,7283259,2
65,7283261,3
64,7283262,1
65,7283263,2
60,7283268,1
70,7283269,1
93,7283269,2
63,7283269,3
72,7283271,1
75,7283271,2
68,7283276,1
65,7283280,1
64,7283283,1
65,7283289,1
73,7283290,1
61,7283293,1
60,7283298,1
66,7283300,1
60,7283303,1
62,7283304,2
65,7283307,1
66,7283307,2
67,7283309,1
76,7283311,3
72,7283315,1
70,7283315,2
67,7283344,1
65,7283346,1
67,7283347,1
68,7283348,1
61,7283348,2
71,7283353,1
61,7283353,2
69,7283354,1
61,7283354,2
71,7283357,1
69,7283357,2
90,7283359,1
86,7283359,2
62,7283359,3
70,7283362,1
78,7283365,1
64,7283365,2
74,7283369,1
69,7283369,2
65,7283370,1
62,7283374,1
64,7283375,1
60,7283375,2
75,7283376,1
86,7283377,1
68,7283379,1
84,7283379,2
71,7283380,1
60,7283383,2
82,7283388,1
69,7283388,2
60,7283388,3
80,7283388,5
61,7283389,2
77,7283390,1
81,7283392,5
85,7283393,1
70,7283394,1
84,7283397,1
67,7283398,1
75,7283398,2
60,7283401,1
64,7283401,2
62,7283405,5
65,7283407,4
68,7283409,1
84,7283410,1
73,7283410,2
76,7283415,2
81,7283416,3
84,7283417,1
71,7283421,1
74,7283422,1
86,7283424,1
67,7283427,1
70,7283429,1
70,7283432,1
61,7283432,2
70,7283433,1
73,7283434,1
63,7283436,1
60,7283436,2
67,7283436,3
65,7283437,1
61,7283438,1
75,7283440,1
93,7283440,2
78,7283442,1
71,7283449,1
61,7283449,2
66,7283451,1
77,7283451,2
67,7283457,1
67,7283457,2
60,7283459,1
61,7283465,1
69,7283467,1
60,7283467,2
84,7283470,1
83,7283470,2
80,7283477,1
67,7283479,1
62,7283484,4
70,7283486,1
65,7283487,1
63,7283487,2
64,7283489,1
74,7283491,1
66,7283492,1
64,7283492,2
77,7283493,1
77,7283493,2
64,7283495,1
76,7283495,2
75,7283499,1
64,7283499,2
67,7283503,1
86,7283504,1
62,7283505,1
70,7283505,2
69,7283505,3
60,7283506,5
62,7283508,1
97,7283508,2
85,7283512,4
69,7283520,1
66,7283522,1
74,7283523,1
64,7283523,2
75,7283525,1
82,7283526,1
76,7283526,2
61,7283529,1
65,7283532,2
64,7283535,1
60,7283538,1
60,7283538,2
65,7283541,1
64,7283542,2
92,7283545,1
62,7283546,2
68,7283553,1
67,7283555,1
69,7283555,2
71,7283558,1
71,7283560,1
63,7283560,2
77,7283561,4
67,7283563,1
62,7283569,1
75,7283572,2
76,7283574,1
79,7283577,1
88,7283578,1
65,7283579,2
63,7283579,3
74,7283580,4
70,7283583,1
66,7283583,2
67,7283585,1
61,7283585,2
81,7283587,1
81,7283595,1
60,7283600,7
76,7283602,5
63,7283603,1
72,7283609,1
65,7283610,1
64,7283610,2
64,7283612,1
72,7283615,1
74,7283615,2
71,7283617,1
60,7283618,1
66,7283618,2
66,7283620,3
62,7283622,1
65,7283625,1
76,7283626,1
90,7283627,1
71,7283627,2
63,7283627,3
63,7283627,4
63,7283628,1
83,7283628,2
68,7283632,1
64,7283632,2
60,7283634,1
62,7283648,1
63,7283649,1
64,7283650,1
66,7283657,1
62,7283657,2
71,7283668,1
77,7283669,1
64,7283680,1
68,7283680,2
82,7283684,5
78,7283685,1
73,7283686,1
79,7283690,1
66,7283692,1
62,7283694,2
61,7283696,2
61,7283698,1
62,7283698,2
63,7283700,1
69,7283703,2
79,7283704,1
64,7283704,2
62,7283705,1
65,7283706,1
62,7283706,2
74,7283717,1
65,7283717,2
61,7283726,1
65,7283729,1
62,7283735,1
69,7283745,1
60,7283746,1
60,7283746,2
64,7283754,1
60,7283754,2
61,7283757,1
60,7283763,1
74,7283765,1
66,7283765,2
78,7283767,1
73,7283769,1
68,7283770,1
70,7283770,2
62,7283771,2
62,7283773,1
72,7283774,1
73,7283775,1
66,7283775,2
61,7283776,1
82,7283778,1
74,7283783,1
67,7283783,2
77,7283785,1
65,7283786,1
82,7283788,1
72,7283788,2
70,7283796,1
64,7283796,2
67,7283805,1
64,7283806,1
73,7283806,2
70,7283808,1
70,7283812,1
62,7283812,2
61,7283813,1
66,7283813,2
73,7283814,1
75,7283815,1
64,7283815,2
85,7283817,1
83,7283817,2
69,7283821,1
63,7283824,1
65,7283824,2
82,7283825,1
81,7283825,2
66,7283832,1
67,7283832,2
79,7283838,1
72,7283840,1
70,7283840,2
87,7283870,1
80,7283870,2
75,7283875,1
80,7283875,2
80,7283876,1
65,7283878,1
80,7283884,1
76,7283885,1
63,7283890,1
66,7283895,1
66,7283895,2
69,7283900,1
96,7283900,3
71,7283901,1
75,7283902,1
81,7283902,2
64,7283903,1
73,7283904,1
75,7283904,2
60,7283913,1
61,7283916,2
62,7283918,1
80,7283925,1
73,7283929,7
69,7283931,1
66,7283939,1
61,7283945,1
60,7283945,2
69,7283952,6
62,7283959,1
78,7283961,1
78,7283963,1
78,7283963,2
64,7283964,2
67,7283965,1
64,7283966,1
66,7283967,1
73,7283968,1
63,7283971,1
71,7283977,1
61,7283982,2
60,7283984,1
74,7283990,1
76,7283992,1
80,7283994,1
67,7283994,2
73,7283999,1
64,7284001,1
68,7284002,1
72,7284002,2
84,7284021,1
68,7284023,1
73,7284034,1
69,7284036,1
62,7284036,2
62,7284040,1
61,7284041,1
81,7284041,3
87,7284043,1
81,7284045,1
72,7284049,2
64,7284055,1
66,7284059,1
62,7284060,1
65,7284064,1
60,7284068,1
81,7284070,1
65,7284072,1
81,7284076,1
76,7284086,1
65,7284086,2
73,7284088,1
60,7284090,6
75,7284093,1
73,7284093,2
64,7284097,1
69,7284097,2
62,7284102,1
86,7284104,3
61,7284106,1
61,7284106,2
87,7284106,3
70,7284107,1
71,7284107,2
85,7284108,7
72,7284109,1
79,7284109,2
80,7284114,3
70,7284117,1
63,7284120,1
64,7284122,1
69,7284126,2
65,7284131,3
64,7284133,1
82,7284141,1
95,7284141,2
61,7284142,1
65,7284142,2
67,7284144,1
89,7284144,2
64,7284154,1
69,7284154,2
84,7284155,3
71,7284156,1
71,7284157,2
72,7284159,1
88,7284162,1
87,7284167,1
71,7284168,1
60,7284168,2
60,7284169,1
63,7284170,4
62,7284176,2
88,7284176,6
68,7284180,1
99,7284180,2
63,7284181,1
85,7284182,2
61,7284188,1
61,7284188,2
65,7284189,1
64,7284190,1
64,7284192,2
67,7284195,1
60,7284196,1
70,7284205,1
63,7284205,2
76,7284207,1
63,7284214,1
78,7284216,1
73,7284217,3
66,7284219,1
60,7284225,2
69,7284225,5
72,7284226,2
61,7284233,1
77,7284237,1
73,7284237,2
60,7284239,1
68,7284240,1
66,7284240,2
78,7284243,1
72,7284245,1
68,7284245,2
65,7284254,1
60,7284254,2
76,7284255,4
60,7284258,5
67,7284259,1
72,7284264,1
70,7284264,4
73,7284268,1
79,7284270,1
75,7284270,2
92,7284271,1
78,7284271,2
65,7284273,1
60,7284274,1
73,7284276,4
63,7284277,1
87,7284277,4
84,7284279,1
83,7284279,2
78,7284282,1
61,7284283,1
64,7284287,1
76,7284290,1
80,7284290,2
65,7284291,1
62,7284291,4
69,7284296,5
66,7284300,1
65,7284300,2
68,7284304,1
68,7284304,2
71,7284311,1
61,7284324,2
60,7284327,1
80,7284327,2
61,7284328,1
66,7284332,2
86,7284334,1
64,7284337,1
63,7284337,2
69,7284343,1
65,7284343,2
68,7284346,1
91,7284347,2
83,7284349,1
62,7284349,2
85,7284351,1
75,7284351,2
63,7284354,1
73,7284355,1
66,7284357,1
61,7284357,2
60,7284358,2
80,7284364,5
63,7284367,1
69,7284367,2
84,7284368,1
66,7284369,1
61,7284369,2
75,7284378,4
62,7284383,1
71,7284386,1
68,7284386,2
81,7284393,1
81,7284393,2
70,7284395,1
60,7284407,1
80,7284410,1
69,7284411,1
70,7284411,2
76,7284414,1
71,7284415,1
60,7284416,1
68,7284421,1
89,7284423,5
65,7284426,1
70,7284428,1
68,7284434,1
64,7284434,2
69,7284435,1
68,7284435,2
78,7284438,1
68,7284439,1
66,7284439,2
65,7284441,1
78,7284451,1
63,7284458,1
62,7284458,2
62,7284461,1
64,7284461,2
76,7284466,1
77,7284466,2
61,7284469,1
79,7284470,1
60,7284472,1
76,7284475,1
63,7284477,1
76,7284480,1
61,7284481,1
68,7284489,1
87,7284489,2
77,7284493,1
73,7284494,1
72,7284494,2
73,7284495,1
73,7284495,2
60,7284496,2
67,7284500,1
72,7284500,2
82,7284500,3
81,7284504,1
69,7284504,2
70,7284504,3
70,7284515,1
72,7284515,2
60,7284529,1
71,7284533,1
67,7284533,2
80,7284537,1
62,7284540,2
61,7284548,1
62,7284552,1
71,7284556,1
72,7284556,2
64,7284559,5
66,7284563,1
71,7284567,1
88,7284568,1
67,7284573,1
66,7284573,2
78,7284578,1
81,7284578,2
77,7284578,3
76,7284584,1
63,7284584,2
82,7284588,1
75,7284588,2
71,7284594,1
65,7284596,1
77,7284600,2
60,7284603,1
98,7284603,2
72,7284606,1
63,7284609,1
66,7284614,1
66,7284615,1
65,7284615,2
72,7284618,1
82,7284621,1
79,7284621,2
70,7284621,3
79,7284622,1
67,7284622,2
60,7284624,1
63,7284625,1
90,7284625,2
82,7284626,1
64,7284629,1
71,7284629,2
60,7284632,1
79,7284636,1
85,7284638,1
65,7284639,1
61,7284639,2
69,7284641,1
64,7284641,2
62,7284648,1
62,7284656,3
72,7284663,1
69,7284663,2
63,7284664,1
78,7284665,2
71,7284665,3
63,7284667,1
74,7284668,1
76,7284668,2
74,7284670,1
68,7284670,2
65,7284674,1
63,7284680,2
73,7284682,1
62,7284684,1
