"P6040","DIRECTORIO","SECUENCIA_ENCUESTA"
60,7373337,1
81,7373337,2
84,7373337,5
64,7373338,1
61,7373339,1
71,7373343,1
70,7373344,1
66,7373344,2
71,7373355,1
70,7373357,1
61,7373358,2
62,7373362,1
66,7373362,2
70,7373364,1
71,7373364,2
72,7373365,1
66,7373365,2
66,7373370,1
66,7373372,1
64,7373372,3
65,7373390,1
83,7373397,2
63,7373400,1
79,7373401,1
63,7373402,1
70,7373403,1
66,7373413,1
84,7373420,1
67,7373421,2
68,7373423,1
67,7373423,2
61,7373424,1
67,7373425,1
64,7373427,2
75,7373428,1
61,7373429,1
71,7373433,1
69,7373434,1
75,7373438,1
79,7373440,1
79,7373445,1
60,7373450,1
60,7373452,1
67,7373456,1
64,7373457,1
60,7373458,2
64,7373461,1
60,7373462,2
68,7373468,1
60,7373480,1
60,7373487,1
61,7373494,1
63,7373500,1
62,7373501,1
75,7373503,1
71,7373525,1
60,7373525,2
75,7373551,1
68,7373560,1
64,7373567,1
74,7373574,1
67,7373574,2
73,7373590,2
75,7373594,1
61,7373596,2
84,7373598,1
65,7373598,2
63,7373601,1
60,7373602,1
80,7373607,1
64,7373610,1
68,7373611,1
61,7373611,2
67,7373613,1
63,7373613,2
63,7373621,1
61,7373630,1
71,7373632,1
65,7373632,2
63,7373633,1
85,7373633,6
68,7373638,1
69,7373641,1
71,7373647,1
69,7373647,2
65,7373650,1
60,7373650,2
65,7373652,2
65,7373662,1
60,7373662,2
72,7373667,5
71,7373667,6
62,7373674,2
69,7373677,1
61,7373679,1
77,7373690,1
73,7373694,2
74,7373697,1
73,7373698,1
72,7373701,1
74,7373701,2
60,7373711,2
67,7373720,1
66,7373722,1
63,7373724,1
71,7373727,1
67,7373728,1
64,7373729,2
62,7373732,1
60,7373738,2
65,7373739,1
79,7373739,2
64,7373740,1
67,7373743,1
61,7373743,2
62,7373744,1
67,7373745,1
61,7373745,2
62,7373748,2
80,7373752,1
67,7373754,1
63,7373756,1
65,7373758,1
72,7373758,2
77,7373760,1
66,7373763,1
66,7373764,1
75,7373765,1
73,7373765,2
74,7373766,1
63,7373768,1
61,7373769,1
60,7373769,2
62,7373771,1
69,7373772,1
64,7373780,1
68,7373785,1
62,7373785,2
72,7373799,1
65,7373800,1
60,7373800,2
75,7373801,1
65,7373801,2
65,7373805,1
65,7373805,2
71,7373816,1
69,7373824,1
68,7373832,1
75,7373838,2
67,7373852,1
71,7373852,2
66,7373857,2
69,7373861,1
72,7373861,2
71,7373873,1
74,7373873,2
69,7373895,2
69,7373902,1
61,7373902,2
65,7373903,1
67,7373905,1
60,7373929,1
61,7373929,2
71,7373941,1
75,7373942,1
68,7373942,2
61,7373942,5
63,7373945,1
60,7373945,2
79,7373947,1
70,7373949,1
78,7373949,2
71,7373955,1
65,7373955,2
69,7373957,4
83,7373958,1
70,7373965,1
66,7373967,3
87,7373969,1
60,7373969,2
62,7373975,1
76,7373982,1
67,7373986,1
66,7373986,2
68,7373990,1
72,7373990,2
63,7373991,1
65,7373994,4
63,7373994,5
77,7373995,3
66,7373998,2
72,7373999,1
76,7373999,2
67,7374003,1
71,7374004,3
83,7374005,1
88,7374007,1
64,7374010,1
67,7374010,2
64,7374016,1
61,7374016,2
62,7374019,1
60,7374026,5
73,7374035,1
61,7374035,2
71,7374037,1
66,7374047,1
66,7374053,1
69,7374060,1
63,7374060,2
66,7374062,1
71,7374062,1
60,7374063,1
63,7374063,2
67,7374064,1
65,7374066,1
66,7374068,1
63,7374077,1
67,7374077,2
73,7374078,4
68,7374090,1
66,7374094,1
64,7374094,2
60,7374095,1
65,7374096,1
65,7374096,2
62,7374097,2
67,7374097,3
60,7374101,2
68,7374103,1
60,7374105,2
64,7374106,1
62,7374107,1
61,7374107,2
68,7374111,1
87,7374115,2
77,7374117,1
66,7374117,2
69,7374127,4
66,7374130,3
64,7374133,1
63,7374148,5
70,7374152,1
61,7374154,1
60,7374160,1
69,7374162,1
72,7374166,1
79,7374166,2
67,7374176,1
64,7374178,1
69,7374178,2
67,7374182,1
65,7374182,2
74,7374184,1
69,7374184,2
85,7374187,2
85,7374188,1
70,7374194,1
64,7374195,1
63,7374197,2
60,7374199,1
81,7374200,1
73,7374200,2
61,7374201,1
61,7374201,2
65,7374202,1
70,7374202,2
65,7374212,1
73,7374212,2
69,7374213,1
62,7374213,2
86,7374214,1
83,7374214,2
66,7374218,1
76,7374220,2
64,7374227,1
64,7374232,1
64,7374232,2
65,7374235,1
60,7374236,1
60,7374236,2
82,7374240,1
62,7374241,1
64,7374248,1
66,7374248,2
63,7374249,1
67,7374251,1
61,7374252,1
60,7374257,1
71,7374259,1
68,7374260,2
69,7374263,1
63,7374265,2
66,7374266,1
65,7374269,1
62,7374269,2
62,7374271,1
65,7374273,4
64,7374273,5
60,7374274,1
71,7374284,7
62,7374289,1
61,7374291,1
62,7374291,2
68,7374292,1
69,7374293,2
61,7374295,1
62,7374296,1
60,7374299,1
63,7374299,2
80,7374300,1
65,7374302,1
89,7374303,1
69,7374305,1
81,7374306,1
97,7374309,1
76,7374309,2
63,7374310,1
61,7374314,1
69,7374314,2
68,7374317,1
60,7374321,1
61,7374321,2
74,7374322,1
72,7374322,2
65,7374324,1
70,7374327,1
67,7374330,1
76,7374333,1
64,7374337,1
84,7374339,4
78,7374341,1
68,7374341,2
62,7374344,1
63,7374344,2
77,7374347,1
75,7374347,2
64,7374348,1
75,7374349,1
63,7374349,2
60,7374349,3
70,7374351,1
70,7374352,1
66,7374353,1
61,7374354,1
63,7374355,1
61,7374357,1
62,7374359,4
89,7374362,1
65,7374364,1
66,7374367,1
63,7374367,2
68,7374367,3
79,7374369,1
65,7374370,3
67,7374371,1
70,7374372,1
60,7374373,2
80,7374374,1
60,7374379,1
68,7374380,2
85,7374381,1
64,7374382,1
83,7374382,2
62,7374382,3
61,7374385,2
66,7374387,2
69,7374388,1
70,7374388,2
67,7374389,1
60,7374389,2
75,7374391,1
63,7374395,1
67,7374398,1
64,7374403,1
76,7374405,1
82,7374407,1
75,7374407,2
80,7374408,1
73,7374412,1
75,7374415,1
65,7374416,1
68,7374417,1
63,7374420,1
83,7374420,2
63,7374423,2
61,7374425,1
90,7374431,4
63,7374436,1
68,7374440,1
63,7374440,2
82,7374442,4
73,7374443,1
73,7374444,1
80,7374445,1
78,7374445,2
83,7374448,1
76,7374448,2
61,7374449,1
68,7374453,1
61,7374453,2
67,7374455,1
68,7374458,1
60,7374459,1
74,7374462,1
65,7374464,1
66,7374464,2
68,7374466,1
73,7374467,1
80,7374469,1
64,7374472,2
80,7374474,1
75,7374474,2
67,7374475,1
60,7374480,1
76,7374482,1
82,7374483,1
81,7374483,2
77,7374484,1
65,7374489,2
84,7374490,4
62,7374491,1
78,7374495,5
71,7374497,1
71,7374497,2
69,7374499,1
60,7374499,2
64,7374502,1
76,7374503,1
64,7374503,2
66,7374506,1
61,7374507,1
68,7374509,1
61,7374509,2
67,7374516,1
63,7374521,1
75,7374524,1
72,7374525,1
73,7374525,2
77,7374529,1
76,7374529,2
64,7374532,1
71,7374533,1
64,7374534,1
61,7374534,2
75,7374535,1
68,7374535,2
63,7374536,1
71,7374539,1
64,7374539,2
66,7374541,1
71,7374541,2
71,7374544,1
64,7374551,1
66,7374552,1
91,7374552,2
60,7374554,1
74,7374555,1
80,7374556,7
75,7374559,1
77,7374559,2
78,7374560,1
64,7374560,2
63,7374572,6
72,7374589,4
68,7374589,5
66,7374594,2
63,7374598,1
63,7374598,2
64,7374600,1
82,7374602,1
71,7374602,2
79,7374607,1
62,7374610,1
70,7374616,1
64,7374616,2
78,7374617,1
81,7374617,2
70,7374622,1
67,7374625,1
70,7374625,2
69,7374626,1
65,7374630,1
68,7374630,2
69,7374632,1
96,7374632,4
68,7374633,1
72,7374636,1
67,7374636,2
75,7374637,1
91,7374638,1
61,7374640,1
60,7374640,2
64,7374645,1
60,7374648,1
72,7374649,1
72,7374649,2
90,7374653,4
60,7374657,1
63,7374657,2
92,7374663,1
83,7374663,2
67,7374663,3
76,7374671,1
68,7374674,1
78,7374674,2
70,7374677,1
60,7374684,1
82,7374695,4
60,7374707,4
77,7374715,1
70,7374715,2
63,7374715,3
63,7374716,1
70,7374720,1
91,7374720,2
64,7374720,3
66,7374722,1
65,7374722,2
61,7374726,2
79,7374729,1
70,7374736,1
64,7374736,2
63,7374740,1
63,7374749,1
63,7374754,1
79,7374762,6
68,7374765,1
64,7374765,2
77,7374772,1
63,7374773,1
62,7374783,1
62,7374790,1
69,7374790,2
91,7374790,3
65,7374801,7
73,7374801,8
63,7374802,1
70,7374803,1
74,7374805,2
80,7374810,2
62,7374811,1
65,7374811,2
67,7374812,1
77,7374812,2
60,7374815,1
63,7374817,1
80,7374819,1
69,7374819,2
73,7374820,1
87,7374836,1
60,7374841,1
66,7374842,1
86,7374843,1
69,7374843,2
65,7374845,1
67,7374848,1
68,7374849,1
75,7374849,2
75,7374850,1
63,7374862,1
61,7374865,1
75,7374867,1
75,7374867,2
70,7374872,1
60,7374872,2
88,7374876,1
71,7374876,2
75,7374878,1
65,7374878,2
65,7374879,1
60,7374883,1
83,7374884,1
76,7374889,1
80,7374893,1
62,7374903,1
88,7374906,2
75,7374913,1
67,7374916,1
80,7374916,2
70,7374920,1
66,7374920,2
81,7374931,1
84,7374932,3
62,7374934,1
63,7374934,2
62,7374936,1
67,7374937,1
61,7374937,2
71,7374938,1
60,7374938,2
63,7374940,1
82,7374940,2
68,7374941,1
85,7374945,1
82,7374946,2
63,7374957,1
62,7374958,1
75,7374966,1
71,7374966,2
76,7374968,1
87,7374970,1
74,7374973,1
70,7374973,2
60,7374982,1
74,7374986,1
61,7374991,2
72,7374996,1
81,7374996,2
81,7375002,1
75,7375002,2
64,7375004,1
64,7375005,1
63,7375006,1
68,7375007,1
63,7375007,2
64,7375011,1
61,7375011,2
64,7375015,1
69,7375016,1
62,7375016,2
64,7375018,1
62,7375020,1
70,7375021,1
70,7375022,1
63,7375026,1
64,7375033,1
60,7375035,1
74,7375038,1
64,7375054,1
73,7375057,1
70,7375057,2
65,7375071,1
67,7375071,2
69,7375085,1
60,7375087,3
79,7375088,1
62,7375101,1
61,7375102,1
81,7375103,3
71,7375104,4
83,7375106,1
72,7375112,1
78,7375113,1
60,7375115,1
71,7375116,1
63,7375116,2
62,7375124,1
89,7375125,1
64,7375125,2
63,7375125,3
77,7375126,1
61,7375129,1
80,7375129,5
66,7375130,1
66,7375130,2
65,7375131,1
63,7375133,1
74,7375137,1
60,7375138,1
67,7375147,1
65,7375148,1
70,7375148,2
66,7375149,4
73,7375154,1
63,7375154,2
63,7375155,1
63,7375156,1
65,7375156,2
67,7375157,1
64,7375158,4
80,7375159,1
65,7375159,2
70,7375162,1
66,7375162,2
71,7375165,1
75,7375167,1
70,7375167,2
65,7375168,1
80,7375169,1
72,7375172,1
72,7375174,1
70,7375174,2
82,7375177,1
76,7375178,1
78,7375179,1
61,7375179,2
78,7375180,1
63,7375180,2
60,7375182,1
90,7375182,3
73,7375184,5
76,7375189,2
60,7375190,3
60,7375192,1
77,7375193,1
74,7375193,2
63,7375193,4
87,7375203,1
69,7375203,2
90,7375207,2
61,7375208,1
71,7375212,1
64,7375213,1
62,7375213,2
82,7375223,2
66,7375224,1
65,7375224,2
61,7375226,1
77,7375227,1
75,7375227,2
61,7375230,1
78,7375231,1
69,7375231,2
74,7375236,1
79,7375238,1
69,7375238,2
64,7375244,1
63,7375244,2
65,7375250,1
78,7375255,3
64,7375260,1
69,7375261,1
62,7375261,2
60,7375262,1
67,7375264,1
65,7375266,1
76,7375267,1
82,7375281,2
74,7375284,1
70,7375296,1
70,7375296,2
89,7375296,3
71,7375298,2
60,7375302,1
62,7375302,2
67,7375307,1
71,7375309,2
73,7375310,5
73,7375314,2
64,7375315,1
60,7375318,1
70,7375318,2
63,7375321,1
62,7375321,2
60,7375323,1
75,7375324,1
78,7375326,5
68,7375327,1
93,7375327,2
74,7375329,1
69,7375330,1
70,7375331,1
70,7375331,2
78,7375332,1
75,7375333,1
65,7375334,1
65,7375337,1
66,7375339,1
61,7375339,2
60,7375346,1
86,7375347,1
78,7375353,1
72,7375354,1
61,7375354,3
74,7375359,1
70,7375363,1
60,7375368,2
63,7375370,1
60,7375377,2
73,7375381,4
63,7375401,4
78,7375409,1
67,7375409,2
62,7375412,1
86,7375418,1
78,7375418,2
60,7375418,3
64,7375418,6
62,7375422,1
68,7375424,1
60,7375428,1
86,7375431,1
67,7375434,1
71,7375434,2
84,7375474,1
81,7375474,2
60,7375474,3
60,7375474,5
79,7375476,1
69,7375479,2
75,7375479,3
65,7375481,2
73,7375486,1
71,7375486,2
60,7375501,1
64,7375503,1
64,7375503,2
73,7375504,1
74,7375509,2
67,7375511,5
73,7375512,5
70,7375512,6
70,7375514,7
70,7375519,4
71,7375522,1
60,7375524,1
67,7375528,1
71,7375528,2
60,7375529,1
81,7375530,1
63,7375605,1
78,7375625,1
73,7375627,1
68,7375632,1
85,7375634,4
64,7375638,1
82,7375638,5
71,7375639,2
96,7375642,1
68,7375643,1
70,7375644,1
67,7375644,2
69,7375646,4
68,7375648,1
60,7375649,2
66,7375650,1
62,7375651,1
77,7375652,1
72,7375652,2
67,7375655,1
60,7375657,1
63,7375658,1
65,7375658,3
76,7375659,3
69,7375664,1
61,7375667,3
82,7375670,1
74,7375670,2
69,7375673,1
68,7375676,1
66,7375677,1
66,7375677,2
84,7375677,3
83,7375680,1
89,7375680,2
87,7375683,1
64,7375684,1
70,7375684,2
68,7375686,1
72,7375687,1
66,7375687,2
86,7375688,1
71,7375689,1
63,7375690,1
72,7375691,1
64,7375693,1
66,7375693,3
88,7375694,2
80,7375695,1
80,7375698,1
69,7375702,1
80,7375703,1
91,7375703,4
64,7375704,1
71,7375704,2
61,7375705,1
60,7375705,2
64,7375710,1
75,7375717,1
69,7375727,5
86,7375728,1
66,7375728,2
61,7375730,1
65,7375730,2
68,7375731,1
63,7375731,2
63,7375732,1
78,7375737,1
83,7375738,1
83,7375739,1
76,7375739,2
78,7375744,1
68,7375746,1
77,7375751,1
83,7375753,1
60,7375753,2
62,7375754,1
70,7375757,1
87,7375762,1
61,7375764,1
73,7375768,1
66,7375768,2
78,7375769,1
70,7375769,2
83,7375772,1
61,7375773,2
73,7375774,1
69,7375774,2
86,7375776,1
64,7375778,1
82,7375779,1
66,7375786,1
72,7375788,1
72,7375792,1
68,7375792,2
63,7375793,1
81,7375794,1
69,7375794,2
61,7375799,1
92,7375799,2
63,7375800,1
66,7375805,1
68,7375805,2
64,7375810,1
61,7375810,2
93,7375816,1
60,7375816,2
66,7375818,1
65,7375818,2
72,7375819,1
98,7375821,1
76,7375824,1
87,7375826,1
77,7375826,2
77,7375830,5
60,7375834,1
60,7375836,1
72,7375842,1
87,7375849,1
60,7375849,2
72,7375852,1
82,7375852,2
88,7375854,1
78,7375854,2
71,7375855,1
71,7375855,2
81,7375860,1
81,7375864,1
64,7375867,1
61,7375867,2
60,7375876,1
63,7375879,1
72,7375883,1
76,7375883,2
75,7375886,1
80,7375887,1
61,7375889,1
60,7375890,1
96,7375890,6
80,7375903,1
64,7375907,1
62,7375907,2
68,7375908,1
64,7375913,1
71,7375915,1
69,7375915,2
72,7375917,1
64,7375946,1
60,7375951,1
67,7375965,1
84,7375986,1
80,7375986,2
73,7375987,1
70,7375989,1
78,7375990,5
82,7375993,1
71,7375996,5
79,7376000,1
73,7376002,1
74,7376003,1
78,7376014,1
62,7376015,1
75,7376018,1
71,7376024,1
78,7376024,2
63,7376026,1
78,7376028,1
62,7376028,2
68,7376030,1
78,7376037,1
78,7376040,1
75,7376041,1
64,7376045,1
74,7376046,1
70,7376047,1
79,7376059,2
62,7376071,1
63,7376071,2
70,7376081,1
60,7376081,2
76,7376084,1
65,7376087,1
75,7376088,1
67,7376088,2
68,7376089,1
90,7376101,1
61,7376103,1
76,7376105,1
85,7376107,3
78,7376117,1
73,7376117,2
83,7376129,2
65,7376133,1
69,7376141,1
61,7376141,2
83,7376141,3
64,7376144,1
61,7376150,1
79,7376153,1
82,7376155,1
70,7376157,1
70,7376160,1
69,7376160,2
63,7376161,1
67,7376162,1
62,7376163,1
61,7376165,2
66,7376167,1
72,7376171,1
73,7376171,2
71,7376173,1
73,7376173,2
74,7376176,2
65,7376179,1
67,7376187,1
60,7376188,4
62,7376190,1
71,7376192,1
65,7376193,1
68,7376193,2
62,7376199,1
65,7376199,2
75,7376200,1
82,7376200,2
61,7376205,2
66,7376206,5
81,7376213,1
76,7376220,1
79,7376220,2
71,7376227,1
70,7376229,1
64,7376232,1
63,7376232,2
66,7376233,1
79,7376237,1
63,7376248,2
62,7376251,1
64,7376252,1
64,7376252,2
76,7376255,5
62,7376259,1
68,7376263,1
74,7376263,2
60,7376268,1
73,7376273,1
60,7376282,1
60,7376285,1
61,7376285,2
61,7376287,1
74,7376294,2
66,7376303,6
71,7376305,1
69,7376305,2
71,7376308,3
67,7376319,1
68,7376319,2
86,7376320,1
80,7376320,2
60,7376320,3
72,7376323,1
62,7376323,2
60,7376325,1
92,7376325,3
80,7376325,4
63,7376330,2
75,7376344,1
82,7376346,1
80,7376346,2
67,7376350,2
60,7376364,1
63,7376400,1
64,7376405,1
63,7376415,1
70,7376415,4
64,7376421,1
74,7376455,1
82,7376456,2
68,7376457,1
71,7376457,2
77,7376465,1
70,7376466,1
60,7376468,1
64,7376469,2
66,7376469,8
62,7376470,1
74,7376471,2
68,7376472,1
63,7376472,2
83,7376476,5
75,7376477,1
74,7376477,2
71,7376479,1
81,7376480,1
79,7376480,2
75,7376481,5
68,7376484,1
70,7376484,2
96,7376484,3
93,7376485,5
82,7376486,1
81,7376486,2
62,7376488,1
60,7376488,2
62,7376492,1
61,7376492,2
63,7376494,1
64,7376494,2
68,7376495,1
70,7376502,1
83,7376503,1
79,7376503,2
62,7376504,1
88,7376505,3
62,7376507,2
82,7376509,6
86,7376509,7
83,7376511,1
62,7376512,1
78,7376514,1
80,7376514,3
64,7376517,1
61,7376517,2
70,7376524,1
60,7376524,2
60,7376527,3
72,7376533,1
64,7376533,2
60,7376533,4
68,7376540,1
63,7376540,2
64,7376541,1
63,7376543,1
66,7376551,4
67,7376554,1
62,7376554,2
62,7376555,1
62,7376555,2
60,7376561,1
66,7376571,1
60,7376572,2
80,7376575,1
72,7376575,2
60,7376579,1
76,7376581,1
74,7376581,2
64,7376590,1
64,7376608,1
65,7376608,2
84,7376612,1
63,7376612,2
69,7376613,1
63,7376613,8
63,7376632,2
81,7376632,4
61,7376632,5
85,7376632,7
72,7376641,1
64,7376641,2
61,7376652,1
63,7376654,1
75,7376655,1
74,7376658,5
60,7376669,1
62,7376678,1
61,7376683,1
60,7376683,2
73,7376685,1
73,7376687,2
64,7376688,1
60,7376688,2
83,7376690,1
81,7376690,2
61,7376694,1
76,7376699,1
67,7376703,1
65,7376703,2
67,7376706,1
64,7376707,1
68,7376707,2
66,7376709,1
69,7376714,1
86,7376723,1
76,7376726,1
82,7376729,1
62,7376729,2
69,7376733,1
86,7376740,1
62,7376743,1
60,7376745,1
71,7376746,1
61,7376749,1
75,7376749,6
69,7376751,6
66,7376755,1
74,7376756,1
61,7376756,2
85,7376758,1
75,7376758,2
60,7376760,1
73,7376760,2
79,7376769,1
85,7376769,4
62,7376771,1
65,7376776,1
70,7376778,1
68,7376783,1
67,7376785,3
62,7376793,1
65,7376794,1
60,7376794,2
65,7376800,1
75,7376802,1
61,7376809,1
86,7376810,5
70,7376812,1
66,7376813,1
81,7376814,1
70,7376819,5
79,7376820,1
66,7376824,1
88,7376830,1
67,7376831,1
60,7376831,2
84,7376832,2
68,7376837,1
78,7376840,1
85,7376848,1
73,7376851,1
76,7376853,1
64,7376864,1
64,7376864,2
76,7376869,1
63,7376870,2
72,7376872,1
62,7376872,2
72,7376874,1
75,7376874,2
62,7376895,1
82,7376896,1
60,7376900,1
73,7376908,1
74,7376908,2
79,7376910,1
64,7376914,1
66,7376915,1
70,7376915,3
81,7376916,1
78,7376920,1
67,7376920,2
60,7376921,1
64,7376924,1
78,7376925,1
67,7376925,2
82,7376928,1
64,7376931,1
73,7376935,1
77,7376946,1
84,7376948,1
78,7376949,1
91,7376955,1
76,7376958,1
66,7376962,1
71,7376962,2
73,7376963,1
61,7376964,1
70,7376966,1
72,7376967,1
63,7376976,1
70,7376980,1
71,7376986,1
69,7376986,2
62,7376988,1
87,7376995,1
72,7376995,2
62,7377007,2
60,7377011,1
63,7377023,1
62,7377031,1
68,7377031,2
64,7377040,1
65,7377042,1
74,7377046,1
71,7377046,2
61,7377050,1
62,7377057,1
67,7377058,1
63,7377058,2
64,7377061,2
61,7377062,2
60,7377064,1
74,7377066,1
72,7377066,2
62,7377068,1
90,7377069,1
70,7377073,1
66,7377073,2
64,7377077,1
62,7377077,2
77,7377081,1
71,7377084,1
72,7377085,1
70,7377089,1
68,7377090,1
85,7377091,1
62,7377105,1
82,7377108,1
62,7377109,1
69,7377111,1
70,7377112,1
63,7377113,1
70,7377117,1
74,7377117,2
74,7377121,1
79,7377123,1
60,7377134,1
61,7377180,1
79,7377180,3
60,7377184,3
68,7377187,6
60,7377194,1
60,7377195,1
61,7377196,1
70,7377196,4
72,7377200,1
67,7377200,2
85,7377200,6
70,7377201,2
64,7377202,1
66,7377203,1
60,7377203,2
61,7377211,1
92,7377214,3
68,7377214,4
71,7377222,9
67,7377225,1
62,7377226,1
65,7377226,2
63,7377228,1
82,7377232,5
67,7377237,1
65,7377237,2
80,7377239,1
63,7377240,1
73,7377242,1
73,7377242,2
68,7377245,1
78,7377245,2
62,7377250,1
64,7377259,7
64,7377261,4
78,7377265,1
68,7377267,5
79,7377270,1
65,7377270,2
66,7377272,1
60,7377272,2
69,7377273,1
69,7377276,1
80,7377277,1
82,7377277,2
75,7377282,1
76,7377284,4
60,7377285,1
68,7377289,1
62,7377311,1
60,7377311,2
62,7377313,1
78,7377314,1
60,7377319,1
64,7377328,2
62,7377329,1
62,7377331,1
62,7377335,1
67,7377342,1
74,7377342,2
60,7377347,2
72,7377349,1
66,7377351,1
65,7377354,6
66,7377354,7
64,7377362,1
65,7377363,3
69,7377364,1
63,7377368,1
79,7377369,1
71,7377369,2
69,7377381,1
63,7377381,2
63,7377385,1
60,7377385,2
60,7377386,2
77,7377389,1
61,7377392,1
60,7377395,3
63,7377397,1
72,7377398,1
69,7377409,1
64,7377410,1
67,7377418,1
62,7377421,1
61,7377425,1
90,7377427,2
70,7377433,1
69,7377435,1
74,7377435,2
66,7377439,1
63,7377441,1
68,7377442,1
63,7377442,2
73,7377450,1
75,7377450,2
70,7377453,1
61,7377455,1
62,7377455,2
62,7377460,1
60,7377460,2
65,7377463,1
73,7377463,2
61,7377464,1
63,7377474,1
65,7377495,1
63,7377495,2
65,7377495,3
60,7377496,1
62,7377502,1
65,7377504,1
73,7377504,2
64,7377514,1
75,7377517,1
77,7377523,1
66,7377538,1
66,7377540,1
62,7377546,1
65,7377548,1
60,7377552,1
74,7377553,1
71,7377553,2
78,7377559,5
77,7377559,6
84,7377565,1
65,7377567,1
69,7377567,2
62,7377568,1
69,7377572,1
62,7377573,1
64,7377577,1
86,7377577,4
63,7377578,2
70,7377579,1
70,7377579,2
79,7377586,1
62,7377586,3
62,7377590,1
60,7377590,2
60,7377593,1
65,7377598,1
74,7377600,1
60,7377601,1
67,7377604,1
66,7377608,1
60,7377608,2
72,7377615,1
76,7377632,1
76,7377632,2
88,7377633,5
83,7377633,6
73,7377635,5
61,7377636,1
63,7377640,1
67,7377644,1
60,7377644,2
61,7377646,1
81,7377646,2
64,7377652,4
79,7377658,1
68,7377662,1
63,7377662,2
68,7377663,1
70,7377663,2
63,7377674,1
78,7377679,5
75,7377679,6
68,7377691,2
69,7377698,1
67,7377705,2
64,7377708,5
77,7377715,1
74,7377718,1
65,7377718,2
69,7377720,1
65,7377721,1
69,7377725,1
60,7377729,1
76,7377737,1
70,7377739,1
71,7377741,1
63,7377742,1
61,7377742,2
79,7377744,1
76,7377744,2
67,7377749,1
78,7377753,1
76,7377753,2
65,7377754,1
62,7377754,2
77,7377758,2
64,7377760,1
65,7377761,1
70,7377761,2
76,7377765,1
67,7377765,2
62,7377768,6
63,7377774,1
65,7377778,1
62,7377780,2
77,7377785,1
63,7377788,1
76,7377792,1
72,7377802,1
76,7377816,1
72,7377821,2
65,7377826,2
60,7377844,1
63,7377844,2
60,7377845,1
75,7377847,1
80,7377847,2
72,7377848,1
72,7377849,1
75,7377849,2
75,7377850,1
85,7377850,2
61,7377857,1
60,7377862,1
61,7377863,2
80,7377866,1
61,7377872,2
76,7377878,1
63,7377878,2
68,7377879,1
62,7377879,2
85,7377880,1
60,7377881,2
60,7377883,1
64,7377892,1
73,7377895,1
70,7377895,2
68,7377897,1
61,7377901,2
62,7377912,1
60,7377913,1
62,7377919,1
60,7377921,1
71,7377922,1
72,7377924,1
65,7377928,1
76,7377943,1
62,7377963,1
62,7377964,1
62,7377965,1
62,7377967,1
61,7377969,1
67,7377977,1
69,7377979,1
67,7377981,1
72,7377987,1
61,7377991,1
77,7377999,2
68,7378001,1
62,7378001,2
77,7378003,1
77,7378005,2
78,7378006,1
60,7378007,1
74,7378011,1
74,7378012,1
68,7378016,1
73,7378016,2
67,7378019,1
62,7378019,2
83,7378021,1
60,7378023,2
70,7378029,1
63,7378030,1
63,7378031,1
75,7378033,1
65,7378033,2
68,7378035,2
74,7378038,1
83,7378039,2
66,7378041,1
74,7378043,1
67,7378043,2
69,7378045,1
81,7378046,1
66,7378046,2
84,7378048,1
73,7378049,1
64,7378051,1
76,7378053,1
67,7378055,2
62,7378059,1
60,7378060,1
60,7378061,1
74,7378062,1
70,7378064,1
70,7378066,1
73,7378072,1
60,7378072,2
60,7378073,1
77,7378078,1
70,7378078,2
75,7378080,1
66,7378083,5
67,7378083,6
71,7378084,1
65,7378086,2
68,7378087,2
71,7378088,1
85,7378091,1
60,7378091,2
70,7378092,1
60,7378093,1
63,7378094,1
78,7378097,2
95,7378116,1
60,7378116,2
70,7378123,1
72,7378123,2
76,7378126,1
69,7378129,1
91,7378129,3
60,7378130,1
84,7378131,1
74,7378131,2
60,7378134,1
80,7378139,1
71,7378139,2
82,7378141,5
72,7378141,6
85,7378142,2
81,7378143,5
77,7378144,1
73,7378144,2
60,7378150,1
70,7378158,1
73,7378160,1
68,7378160,2
62,7378162,1
66,7378163,1
86,7378167,4
60,7378168,1
75,7378169,1
74,7378173,1
69,7378176,1
83,7378192,1
73,7378193,1
62,7378195,1
62,7378204,1
72,7378204,2
63,7378205,1
63,7378207,4
83,7378209,1
89,7378209,2
67,7378211,1
77,7378214,1
73,7378214,2
66,7378215,1
72,7378216,1
70,7378216,2
62,7378220,3
87,7378236,1
75,7378238,1
73,7378241,1
67,7378241,2
61,7378245,1
89,7378247,1
72,7378250,1
77,7378250,2
62,7378253,1
61,7378253,2
64,7378256,1
60,7378257,1
71,7378258,1
63,7378259,1
68,7378260,1
80,7378263,1
94,7378264,1
68,7378268,1
69,7378268,2
68,7378269,1
72,7378276,1
68,7378276,2
71,7378277,1
64,7378285,1
65,7378286,1
67,7378287,1
92,7378287,2
63,7378288,1
77,7378290,1
64,7378290,2
61,7378291,2
80,7378292,1
65,7378292,2
61,7378293,4
71,7378295,1
68,7378295,2
81,7378296,1
67,7378297,1
71,7378297,2
65,7378304,1
71,7378304,2
81,7378313,1
83,7378313,2
60,7378313,3
60,7378314,1
86,7378314,6
82,7378319,1
84,7378320,2
77,7378320,3
70,7378328,1
83,7378329,1
76,7378331,1
83,7378335,2
63,7378340,1
60,7378341,1
67,7378341,2
69,7378342,1
68,7378343,1
68,7378344,1
61,7378351,1
77,7378352,1
65,7378352,2
69,7378353,1
69,7378353,2
