DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P8692S3A1
7253979;1;1;1;74,8296037477614;1
7253979;2;1;2;74,8296037477614;2
7254005;1;1;1;175,274391219573;1
7254005;2;1;2;175,274391219573;2
7254012;1;1;1;183,442564160086;1
7254012;2;1;2;183,442564160086;2
7254013;1;1;1;153,985632652436;1
7254013;2;1;2;153,985632652436;2
7254015;1;1;1;180,214789188934;1
7254015;2;1;2;180,214789188934;2
7254016;1;1;1;166,950378318877;1
7254016;2;1;2;166,950378318877;2
7254038;1;1;1;131,63308050695;1
7254038;2;1;2;131,63308050695;2
7254052;1;1;1;142,401066147477;1
7254052;2;1;2;142,401066147477;2
7254181;1;1;1;132,651450667332;1
7254181;2;1;2;132,651450667332;2
7254203;1;1;1;157,912110704789;1
7254203;2;1;2;157,912110704789;2
7254211;1;1;1;135,289622786951;1
7254211;2;1;2;135,289622786951;2
7254221;1;1;1;149,252107346021;1
7254221;2;1;2;149,252107346021;2
7254313;1;1;1;4,83180310450933;1
7254313;2;1;2;4,83180310450933;2
7254504;1;1;1;7,27621914479123;1
7254504;2;1;2;7,27621914479123;2
7254506;1;1;1;3,88431021675041;1
7254506;2;1;2;3,88431021675041;2
7254526;1;1;1;5,80865860919113;1
7254526;2;1;2;5,80865860919113;2
7254584;1;1;1;9,16261670943956;1
7254584;2;1;2;9,16261670943956;2
7254609;1;1;1;5,28520986761963;1
7254609;2;1;2;5,28520986761963;2
7254716;1;1;1;5,28520986761963;1
7254716;2;1;2;5,28520986761963;2
7254720;1;1;1;7,26351306396392;1
7254720;2;1;2;7,26351306396392;2
7254741;1;1;1;6,12870388085444;1
7254741;2;1;2;6,12870388085444;2
7254741;3;1;3;6,12870388085444;3
7254761;1;1;1;7,46833470329103;1
7254761;2;1;2;7,46833470329103;2
7254788;1;1;1;509,84712709176;1
7254788;2;1;2;509,84712709176;2
7254802;1;1;1;333,091124823489;1
7254802;2;1;2;333,091124823489;2
7254817;1;1;1;97,9625268282611;1
7254817;2;1;2;97,9625268282611;2
7254863;1;1;1;277,161727627587;1
7254863;2;1;2;277,161727627587;2
7254870;1;1;1;277,161727627587;1
