DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P784S4A2;P784S4A3;P784S4A4
7328984;1;1;1;4,05743930332499;BOGOTA SOLIDARIA;1;110000
7328991;1;1;1;21,2025727148237;COMPENSAR;1;1500000
7329201;1;1;1;108,965371728513;PAE;1;240000
7329226;1;1;1;161,9802118821;MERCADO;1;150000
7329227;1;1;1;141,182114362911;MERCADO;1;150000
7329243;1;1;1;264,23689354285;NO SABE;1;200000
7329341;1;1;1;22,794990027064;IVA;1;75000
7329394;1;1;1;15,1307998385347;DEVOLUCION DEL IVA;1;75000
7329423;3;1;3;5,26920761847154;MERCADOS DE LA UNIDAD DE VICTIMAS;1;100000
7329423;1;1;1;5,26920761847154;MERCADO DE CONCEJALES MUNICIPALES;1;80000
7329423;2;1;2;5,26920761847154;MERCADOS DE LA PRIMERA DAMA NACIONAL;1;120000
7329426;1;1;1;6,97935549010845;AYUDA HUMANITARIA;1;1400000
7329555;1;1;1;100,470108080756;CONFAMILIAR;1;324000
7329594;1;1;1;206,535760593852;AYUDA DE LA ALCALDIA;1;50000
7329836;1;1;1;73,9546148301892;ALCALDIA MERCADO;1;30000
7329837;1;1;1;34,9772006828691;COFREN;1;800000
7329948;1;1;1;30,4533050691248;PROGRAMA DE ECOPETROL;1;160000
7330019;1;1;1;251,183807042972;HOGAR GESTOR;1;3200000
7330049;1;1;1;218,211587484778;MERCADO DE ALCALDIA;1;200000
7330097;1;1;1;195,237322053249;DEVOLUCION DEL IVA;1;225000
7330099;1;1;1;195,237322053249;DEVOLUCION DEL IVA;1;150000
7330101;1;1;1;220,194024155193;DEVOLUCION DEL IVA;1;150000
7330120;1;1;1;184,544712357702;FUNDISALUD;1;12000000
7330150;1;1;1;71,4676534777942;PAE;1;90000
7330152;1;1;1;38,189723455329;PAE;1;60000
7330194;1;1;1;191,345208786663;DEVOLUCION DEL IVA;1;150000
7330249;1;1;1;157,20491474791;ALCALDIA;1;50000
7330255;1;1;1;214,392227674748;KIT NUTRICINAL;1;60000
7330261;1;1;1;252,81230526537;PAE;1;70000
7330263;1;1;1;207,32971416692;GOBERNACION;1;55000
7330266;1;1;1;252,81230526537;GOBERNACUON;1;80000
7330270;1;1;1;198,571702232396;GOBERNACION;1;240000
7330272;1;1;1;187,93887413098;MERCADO;1;60000
7330276;1;1;1;282,764274251381;BOMBEROS;1;30000
7330279;1;1;1;222,414408401078;ALACLDIA;1;35000
7330282;1;1;1;179,440995428717;MERCADO;1;60000
7330283;1;1;1;216,059824989999;AYUDA DE LA ALCALDIA;1;80000
7330284;1;1;1;224,923586527167;MINUTO DE DIOS;1;30000
7330293;1;1;1;266,3856548001;MERCADO;1;60000
7330294;1;1;1;231,440611014619;MERCADO;1;70000
7330298;1;1;1;239,04542215874;ATENCION A MENOR DE ICBF;1;99
7330459;1;1;1;61,3848065971718;DEVOLUCION DEL IVA;1;225000
7330465;1;1;1;133,634252937315;UNIDAD DE VICTIMAS;1;4700000
7330614;1;1;1;326,271254616363;IVA;2;150000
7330671;1;2;1;145,048744826645;DEVOLUCION DE IVA;1;75000
7330680;1;1;1;127,914663949923;DEVOLUCION DE IVA;3;225000
7330683;1;1;1;164,192437005713;DEVOLUCION DEL IVA;3;225000
7330684;1;1;1;184,361366532849;DEVOLUCION DEL IVA;1;150000
7330685;1;1;1;180,275896741764;DEVOLUCION DEL IVA;1;225000
7330689;1;1;1;148,852824444303;DEVOLUCION DEL IVA;1;225000
7330690;1;1;1;210,619345449542;DEVOLUCION DE IVA;1;150000
7330692;1;1;1;169,587391544785;DEVOLUCION DE IVA;1;600000
7330695;1;1;1;183,743004455559;DEVOLUCION DE IVA;1;300000
7330716;1;1;1;111,992610190005;DEVOLUCION DEL IVA;1;300000
7330824;1;1;1;47,3971711589144;AYUDAS HUMANITARIAS;1;800000
7330838;1;1;1;88,4741066264926;VICTIMA POR CONFLICTO ARMADO;1;400000
7330845;1;1;1;95,8666662234394;VICTIMAS;1;410000
7330848;1;1;1;106,194339690787;REPARACION DE VICTIMAS;2;2400000
7330852;1;1;1;49,7019881755875;MERCADO;1;150000
7330855;1;1;1;83,4111523842268;MERCADO POR LA PADEMIA;1;300000
7330857;1;1;1;49,7019881755875;MERCADO;1;150000
7330863;1;1;1;38,6150091302322;MERCADOS;1;150000
7330866;1;1;1;49,7019881755875;MERCADOS POR LA PANDEMIA;1;150000
7330867;1;1;1;47,1876620350498;MERCADO;3;300000
7330869;1;1;1;76,9795844355087;MERCADO;1;150000
7330873;1;1;1;53,0169397731944;MERCADO POR LA PANDEMIA;1;150000
7330900;1;1;1;56,9559857957369;IVA;1;420000
7330902;1;1;1;79,4987369841316;AYUDA HUMANITARIA;1;780000
7330904;1;1;1;70,8219070970618;MERCADO POR PANDEMIA;1;150000
7330906;1;1;1;34,3380496027145;REPARACION DE VICTIMAS;1;600000
7330908;1;1;1;56,9559857957369;MERCADO;1;150000
7330912;1;1;1;83,4111523842268;DESPLAZAMIENTO;1;1520000
7330922;1;1;1;40,8967857265256;MERCADO;1;350000
7330923;1;1;1;23,5983344932154;MERCADO PANDEMIA;1;150000
7330924;1;1;1;22,2444888456904;MERCADO POR LA PANDEMIA;1;450000
7330925;1;1;1;22,3295032765096;MERCADO POR LA PANDEMIA;1;450000
7331025;1;1;1;933,925401963482;AYUDA ALIMENTARIA;1;50000
7331028;1;1;1;1242,67812520929;AYUDA HUMANITARIA;1;780000
7331031;1;1;1;911,522830931626;AYUDAS HUMANITARIAS;1;1500000
7331033;1;1;1;1409,90436875622;AYUDAS HUMANITARIAS;1;420000
7331041;1;1;1;650,65770123442;AYUDA HUMANITARIA;1;1000000
7331043;1;1;1;1021,63351793758;AYUDAS HUMANITARIAS;1;963000
7331048;1;1;1;928,231177945046;AYUDA HUMANITARIA;2;4000000
7331055;1;1;1;374,062587809879;DESPLAZADO;1;400000
7331145;1;1;1;216,77964614553;DEVOLUCION DE IVA;1;225000
7331154;1;1;1;293,265515338783;DESPLAZADOS;1;720000
7331157;1;1;1;719,451067961031;UNIDAD DE VICTIMAS;1;2800000
7331359;1;1;1;341,998634333083;MERCADO;1;80000
7331367;1;1;1;100,461941773865;SUBSIDIO SOLIDARIO;1;480000
7331859;1;2;1;16,2062069409928;PAE;1;75000
7331923;1;1;1;47,9404475797412;POR DESMOVILIZADO;1;9600000
7332224;1;1;1;389,870045455551;DEVOLUCION DEL IVA;1;300000
7332233;1;1;1;50,3516083203441;PAE;1;30000
7332237;1;1;1;152,758893821316;PAE;1;200000
7332238;1;1;1;112,152005137528;PAE;1;400000
7332252;1;1;1;149,481734259086;MINCULTURA APOYO AL ARTE;1;340000
7332530;1;1;1;377,089776660466;BUEN COMIENZO;1;10000
7332698;1;1;1;10,7016574766104;JOVENES EN ACCION;1;1500000
7332724;1;1;1;423,249362030115;JOVENES EN ACCION;1;1300000
7332729;1;1;1;485,109119934167;AYUDA HUMANUTARIA EXITO;1;100000
7332799;1;1;1;18,1973964945586;CRECIMIENTO Y DESARROLLO;1;960000
7332839;1;1;1;67,5576555854868;DEVOLUCION DEL IVA;1;210000
7332892;1;1;1;70,7203888047052;ALCALDIA DE URUMITA;1;40000
7332892;2;1;2;70,7203888047052;ALCALDIA DE URUMITA;1;40000
7332897;1;1;1;55,8047466714148;ALCALDIA DE URUMITA;1;200000
7332898;1;1;1;53,8935730167092;ALCALDIA DE URUMITA;1;150000
7332898;2;1;2;53,8935730167092;ALCALDIA DE URUMITA;1;100000
7332912;1;1;1;12,7890185878213;ALCALDIA DE LA JAGUA DEL PILAR;1;70000
7332912;2;1;2;12,7890185878213;ALCALDIA DE LA JAGUA DEL PILAR;1;80000
7332916;1;1;1;10,777279018517;ALCALDIA DE LAS JAGUAS DEL PILAR;1;80000
7332916;2;1;2;10,777279018517;ALCALDIA DE LAS JAGUAS DEL PILAR;1;50000
7332919;1;1;1;10,2191412712537;ALCALDIA DE LA JAGUA DEL PILAR;1;80000
7332919;2;1;2;10,2191412712537;ALCALDIA DE LA JAGUA DEL PILAR;1;20000
7332922;1;1;1;13,3773540688358;ALCALDIA DE LAS JAGUAS DEL PILAR;1;100000
7332928;1;1;1;17,8006751849564;ALCALDIA DE LA JAGUA DEL PILAR;1;100000
7332929;1;1;1;17,2570884691913;ALCALDIA DE LAS JAGUAS DEL PILAR;1;100000
7332932;1;1;1;18,8714334321392;ALCALDIA DE LAS JAGUA DEL PILAR;1;60000
7332937;1;1;1;21,0606701327702;ALCALDIA DE LAS JAGUAS DEL PILAR;1;160000
7332937;2;1;2;21,0606701327702;ALCALDIA DE LAS AGUAS DEL PILAR;1;120000
7332946;1;1;1;18,022343856306;ALCALDIA DE LAS JAGUAS DEL PILAR;1;50000
7332946;2;1;2;18,022343856306;ALCALDIA DE LAS JAGUAS DEL PILAR;1;60000
7332946;3;1;3;18,022343856306;ALCALDIA DE LAS JAGUAS DEL PILAR;1;50000
7332948;1;1;1;15,3287119068805;ALCALDIA DE LAS JAGUAS DEL PILAR;1;70000
7332954;1;1;1;12,5809556214262;ALCALDIA DE LAS JAGUAS DEL PILAR;1;70000
7332956;1;1;1;11,9424640121527;ALCALDIA DE LAS JAGUAS DEL PILAR;1;80000
7332976;1;1;1;11,0833793392048;ALCALDIA DE LAS JAGUAS DEL PILAR;1;30000
7332976;2;1;2;11,0833793392048;ALCALDIA DE LAS JAGUAS DEL PILAR;1;30000
7332976;3;1;3;11,0833793392048;ALCALDIA DE LAS JAGUAS DEL PILAR;1;30000
7332990;1;1;1;11,7959734247368;ALCALDIA DE LAS AGUAS DEL PILAR;1;100000
7332990;2;1;2;11,7959734247368;ALCALDIA DE LAS AGUAS DEL PILAR;1;100000
7332990;3;1;3;11,7959734247368;ALCALDIA DE LAS AGUAS DEL PILAR;1;100000
7332995;1;1;1;12,4636146016969;ALCALDIA DE LAS AGUAS DEL PILAR;1;150000
7332995;2;1;2;12,4636146016969;ALCALDIA DE LAS AGUAS DEL PILAR;1;150000
7333002;1;1;1;12,1505269785478;ALCALDIA DE LAS JAGUAS DEL PILAR;1;100000
7333008;2;1;2;11,7959734247368;ALCALDIA DE LAS AGUAS DEL PILAR;1;100000
7333008;3;1;3;11,7959734247368;ALCALDIA DE LAS AGUAS DEL PILAR;1;100000
7333008;1;1;1;11,7959734247368;ALCALDIA DE LAS AGUAS DEL PILAR;1;100000
7333009;1;1;1;12,1353427901324;ALCALDIA DE LAS AGUAS DEL PILAR;1;60000
7333015;1;1;1;11,2916560399039;ALCALDIA DE LAS AGUAS DEL PILAR;1;70000
7333015;2;1;2;11,2916560399039;ALCALDIA DE LAS AGUAS DEL PILAR;1;70000
7333115;1;1;1;106,750967853772;AYUDA HUMANITARIA ALIMENTO;1;90000
7333183;1;1;1;87,3543531879972;MERCADO DE ALIMENTOS NO PERECEDEROS;1;100000
7333186;1;1;1;82,3870422160578;MERCADO DE ALIMENTOS NO PERECEDEROS;1;60000
7333188;1;1;1;66,6856818716331;MERCADO DE ALIMENTOS  NO PERECEDEROS ENTREGADO POR LA GOBERNACION DE SUCRE;1;70000
7333188;2;1;2;66,6856818716331;MERCADO DE ALIMENTOS NO PERECEDEROS ENTREGADO POR LA ALCALDIA DE GUARANDA;1;50000
7333256;1;1;1;67,3196287441893;DEVOLUCION IVA;1;300000
7333268;1;1;1;63,1421815180776;DEVOLUCION IVA;1;375000
7333277;1;1;1;77,1578062827925;DEVOLUCION DEL IVA;1;300000
7333278;1;1;1;55,5228919981931;DEVOLUCION IVA;1;375000
7333279;1;1;1;53,5766990559845;DEVOLUCION DEL IVA;1;300000
7333281;1;1;1;52,0617011448099;DEVOLUCION DEL IVA;1;225000
7333297;1;1;1;1142,46641092764;BONO ESCOLAR;3;900000
7333333;1;1;1;1350,32052265687;MERCADO DE ALCALDIA;1;100000
7333338;1;1;1;1777,16130887341;MERCADO DE LA ALCALDIA;1;70000
7333391;1;1;1;1659,84019401139;MERCADO;1;100000
7333403;1;1;1;1684,42967271383;ADN DIGNIDAD;1;370000
7333403;1;2;1;1684,42967271383;ADN DIGNIDAD;1;330000
7333416;1;1;1;1551,01593343072;SUBSIDIO DE EMERGENCIA POR COVID;1;1555000
7333489;1;1;1;7,57266206890207;BOGOTA SOLIDARIA;1;50000
7333560;1;1;1;180,973054908356;ARTESANIAS;1;320000
7333564;1;1;1;200,847276104236;SUBSIDIO SOLIDARIO EN ESPECIE;1;50000
7333649;1;1;1;385,725653519069;PAE;1;100000
7333693;1;1;1;104,58163848497;MERCADO;1;60000
7333709;1;1;1;209,005079668294;MERCADO;1;90000
7333712;1;1;1;117,793567754395;AUXILIO MERCADO EN COLEGIO NINOS;4;1500000
7333911;1;2;1;127,824114957256;MERCADO POR PANDEMIA;1;100000
7333913;1;1;1;128,410628648957;MERCADO;1;100000
7333916;1;1;1;130,326464247347;MERCADO PANDEMIA;1;50000
7333917;1;1;1;100,410337722566;MERCADO;1;80000
7333919;1;1;1;100,075576881878;MERCADO POR PANDEMIA;1;70000
7333925;1;1;1;102,185991917676;MERCADO DE PANDEMIA;1;55000
7333933;1;1;1;86,4267608006729;MERCADO POR RESTAURANTE  ESCOLAR;1;200000
7333938;1;1;1;89,2231333141729;MERCADO POR PANDEMIA;1;40000
7333940;1;1;1;98,353407418302;MWRCADO ESCOLAR;2;100000
7333947;1;1;1;78,6405070130082;MERCADO ESCOLAR;2;100000
7333957;1;1;1;119,302710073398;MERCADO ESCOLAR;2;100000
7333961;1;1;1;102,326173320956;MERCADO POR PANDEMIA;1;180000
7333962;1;1;1;126,899677360982;MERCADO;1;30000
7333963;1;1;1;154,955984226486;MERCADO DE PANDEMIA;1;70000
7333967;1;1;1;131,541872424906;MERCADO;1;80000
7333977;1;1;1;158,181954373533;MERCADO;1;70000
7333980;1;1;1;174,543439350944;MERCADO;1;100000
7333982;1;1;1;171,238560118781;MERCADO;1;60000
7334110;1;1;1;468,842035657277;PAE;1;100000
7334378;1;1;1;406,654151165674;RPP RACION PARA PREPARAR EN CASA;2;100000
7334525;1;1;1;35,3399904383337;PROGRAMA MUNDIAL DE ALIMENTOS APOYAR;1;2160000
7334768;1;1;1;5,28520986761963;JOVENES EN ACCION;1;2400000
7334783;1;1;1;5,28520986761963;COCAM;1;9000000
7334863;1;1;1;686,877423822811;MERCADOS500000;1;50000
7334866;1;1;1;755,499528025091;MERCADOS;1;50000
7334981;1;1;1;21,5828508660688;MOKANA;1;120000
7334983;1;1;1;22,3628999892182;MOKANA;1;120000
7334984;1;1;1;26,9716509110163;MOKANA;1;120000
7335129;1;1;1;348,84970802515;EL IVA;1;75000
7335137;1;1;1;189,135126716187;EL IVA;1;75000
7335142;1;1;1;175,865099288727;EL IVA;1;75000
7335178;1;1;1;183,678555880208;PROGRAMA MUNDIAL DE ALIMENTOS;1;600000
7335240;1;1;1;19,0245861990664;MERCADOS PARA TODOS;1;250000
7335297;1;1;1;15,3211436165058;MERCADOS PARA TODOS;1;200000
7335301;1;1;1;12,4010421927616;MERCADOS PARA TODOS;1;110000
7335302;1;1;1;12,4010421927616;MERCADOS PARA TODOS;1;200000
7335303;1;1;1;11,9444758729011;MERCADOS PARA TODOS;1;120000
7335312;1;1;1;20,0023584167988;MERCADOS PARA TODOS;1;120000
7335380;1;1;1;172,291404518919;JOVENES EN ACCION;1;2800000
7335406;1;1;1;60,8351140291873;DEVOLUCION DEL IVA;1;225000
7335411;1;1;1;88,4018984369349;MERCADOS SOLIDARIOS;1;200000
7335421;1;1;1;56,2554937872267;MERCADO SOLIDARIO;1;200000
7335426;1;1;1;56,2554937872267;MERCADO SOLIDARIO;1;200000
7335429;1;1;1;178,398227689789;MERCADOS SOLIDARIOS;1;400000
7335448;1;1;1;93,9544775033494;1;1;200000
7335454;1;1;1;42,1916203404201;MERCADOS SOLIDARIOS;1;200000
7335464;1;1;1;186,624130172248;DEL IVA;1;140000
7335509;1;1;1;172,278227944016;IVA;1;300000
7335643;1;1;1;37,9327131036643;MERCADO;1;200000
7335672;1;1;1;36,1202866006452;MERCADO DE ALIMENTOS NO PERECEDEROS;1;50000
7335674;1;1;1;35,0556027728553;MERCADO DE ALIMENTOS NO PERECEDEROS;1;50000
7335675;1;1;1;36,7792799573955;PAE;1;20000
7335685;1;1;1;52,8371912324549;MERCADO DE ALIMENTOS NO PERECEDEROS;2;200000
7335688;1;1;1;41,6980975193713;MERCADO DE ALIMENTOS NO PERECEDEROS;1;100000
7335691;1;1;1;40,4783130336349;MERCADO DE ALIMENTOS NO PERECEDEROS;1;80000
7335694;1;1;1;36,7188098574653;MERCADO DE ALIMENTOS NO PERECEDEROS;1;80000
7335695;1;1;1;67,5208771207254;MERCADO DE ALIMENTOS NO PERECEDEROS;1;80000
7335698;1;1;1;53,0247344781164;MERCADO DE ALIMENTOS NO PERECEDEROS;1;50000
7335704;1;1;1;60,4487879412785;PAE;1;60000
7335707;1;1;1;44,3764443334303;MERCADO DE ALIMENTOS NO PERECEDEROS;1;120000
7335708;1;1;1;55,7502201707532;PAE;2;140000
7335720;1;1;1;67,9737013103155;PAE;2;250000
7335722;1;1;1;48,7416100270349;PAE;1;60000
7335722;2;1;2;48,7416100270349;MERCADO DE ALIMENTOS NO PERECEDEROS;1;50000
7335723;1;1;1;59,5861918295268;MERCADO DE ALIMENTOS NO PERECEDEROS;1;200000
7335725;1;1;1;108,173677910785;MERCADO DE ALIMENTOS NO PERECEDEROS;1;80000
7335725;2;1;2;108,173677910785;PAE;1;30000
7335736;1;1;1;62,1873052668814;DEVOLUCION DEL IVA;1;300000
7335739;1;1;1;49,6073557829741;DEVOLUCION DEL IVA;1;225000
7335919;1;1;1;62,6652948041261;AYUDA HUMANITARIA COMIDA;1;100000
7335922;1;1;1;49,7722183020549;AYUDA HUMANITARIA COMIDA;1;160000
7335926;1;1;1;233,539607310518;AYUDA HUMANITARIA COMIDA;1;120000
7335930;1;1;1;243,344382715827;AYUDA HUMANITARIA COMIDA;1;130000
7335943;1;1;1;52,221000939091;AYUDA HUMANITARIA COMIDA;1;120000
7336167;1;1;1;100,396550878129;FAMI;1;99
7336191;1;1;1;120,054928373468;DEVOLUCION DEL IVA;1;225000
7336279;1;1;1;156,114868446598;AYUDA POR INDISCAPACIDAD;1;370000
7336287;1;1;1;207,937875640706;JOVENES ACCION;1;2000000
7336292;1;1;1;110,586472092323;JOVENES ACCION;1;1400000
7336350;1;1;1;108,860134796618;ASISTENCIA HUMANITARIA;1;450000
7336365;1;1;1;142,219007785978;CONFABOY;1;384000
7336422;1;1;1;343,316568584679;DEVOLUCION DE IVA;1;120000
7336456;1;1;1;68,2765519527209;MERCADO DE LA ALCALDIA;1;30000
7336458;1;1;1;51,5771184853003;MERCADO DE LA ALCALDIA;1;60000
7336550;1;1;1;53,1652026617819;DEVOLUCION IVA;1;250000
7336574;1;1;1;111,813176173699;DEVOLUCION DEL IVA;1;150000
7336745;1;1;1;47,7559250498739;CORMADES;2;98
7336770;1;1;1;44,239703672041;FAMILIAS EN SU TIERRA;1;3500000
7336798;1;1;1;51,9684983258236;FAMILIAS EN SU TIERRA;1;600000
7336827;1;1;1;212,444852033892;VICTIMAS;1;750000
7336894;1;1;1;494,803165771671;DESEMPLEO;1;1316700
7336972;1;1;1;339,291603728668;SUBSIDIO DEL DESEMPLEO;1;590000
7337054;1;1;1;153,132364850463;JOVENES EN ACCION;1;1000000
7337088;1;1;1;14,1345364842483;DEVOUCION DE IVA;1;140000
7337186;1;1;1;39,7100135868239;MERCADO;1;70000
7337191;3;1;3;50,9610752905603;IGLESIA;1;100000
7337191;1;1;1;50,9610752905603;GOBEENACION;1;120000
7337191;2;1;2;50,9610752905603;GUARSARIA DEL NINO;1;80000
7337198;1;1;1;38,2860300783911;GOBERNACION;1;70000
7337231;1;1;1;41,837358502215;GIBERNACION;1;80000
7337278;1;1;1;91,4935310025469;B;2;99
7337470;2;1;2;200,299452757888;INSENTIVO DE FAMILIAS EN ACCION;1;260000
7337650;1;1;1;30,3954860119928;DEVOLUCION DE IVA;1;150000
7337732;1;1;1;78,9638419830202;COMFAMILIAR;1;300000
7337775;1;1;1;210,98003376964;AYUDA DE LA ALCALDIA;2;13000
7337809;1;1;1;464,724363352759;DEVOLUCION DE IVA;1;215000
7337818;1;1;1;178,288993790725;IVA;1;300000
7337823;1;1;1;232,349419512632;PLAN COLOMBIA;1;145000
7337849;1;1;1;229,602371724482;IVA;1;75000
7337849;2;1;2;229,602371724482;PLAN COLOMBIA;1;230000
7337985;1;1;1;138,932450168617;AYUDA DESPLAZADA;1;860000
7337986;1;1;1;137,525267180374;INCENTIVO A LOS GESTORES CULTURALES;1;320000
7337987;1;1;1;186,692066855233;DEVOLUCION DEL IVA;1;300000
7337989;1;1;1;212,371887264184;DEVOLUCION DE IVA;1;600000
7337990;1;1;1;237,317000687732;DEVOLICION DEL IVA;1;150000
7337995;1;1;1;158,446706593602;DEVOLUCION DE IVA;1;225000
7337997;1;1;1;151,309071020517;DEVOLUCION DEL IVA;1;150000
7338000;1;1;1;163,515850006046;DEVOLUCION DEL IVA;1;600000
7338001;1;1;1;206,206323280218;DEVOLUCION DE IVA;1;225000
7338005;1;1;1;176,553780030346;DEVOLUCION DEL IVA;1;225000
7338019;1;1;1;248,896796554391;DEVOLUCION DE IVA;1;225000
7338025;1;1;1;187,570899550602;DEVOLUCION DEL IVA;1;300000
7338173;1;1;1;547,952876622643;AYUDA HUMANITARIA;1;1350000
7338197;1;1;1;443,886971411146;AYUDA HUMANITARI;1;780000
7338379;1;1;1;616,068191238054;DEVOLUCION DE IVA;1;300000
7338427;1;1;1;208,687972898596;99;1;3360000
7338446;1;1;1;199,578719748138;COMFAMILIAR DE NARINO;2;280000
7338474;1;1;1;245,797651130854;IVA;1;225000
7338489;1;1;1;238,396559243743;DESOLPLAZADOS;3;700000
7338667;1;1;1;198,874166982698;CANITAS DE AMOR;1;60000
7338684;1;1;1;178,991084929132;CARITAS DE AMOR;1;110000
7338728;1;1;1;95,6607439796365;COMFACAUCA;3;324000
7338810;1;1;1;143,596330381285;PAGO POR GENERACIONES;1;520000
7338815;1;1;1;104,494366686759;IN;1;160000
7338861;1;1;1;186,381382089368;DEVOLUCION DE IVA;1;300000
7338905;1;1;1;148,674458098992;AYUDA HUMANITARIA POR DESPLAZAMIENTO;1;500000
7338915;1;1;1;177,592613451512;DEVOLUCION DE IVA;1;225000
7338919;1;1;1;157,335372569629;DEVOLUCION DE IVA;1;150000
7338920;1;1;1;157,335372569629;DEVOLUCION DEL IVA;1;280000
7339467;1;1;1;24,3247123979579;IVA;1;525000
7339520;1;1;1;63,7701694435566;GOBERNACION;1;525000
7339522;1;1;1;63,9902168962284;PAE;1;80000
7339726;1;1;1;19,7794746786356;AYUDA EN ESPECIE POR LA PANDEMIA DEL COVID 19 POR PARTE DE LA GOBERNACION;1;150000
7339735;1;1;1;21,7729733777132;AYUDA EN ESPECIE POR LA PANDEMIA DEL COVID 19 POR PARTE DE LA GOBERNACION;1;200000
7339738;1;1;1;11,4763863350171;AYUDA EN ESPECIE POR LA PANDEMIA DEL COVID19 POR PARTE DE LA GOBERNACION;1;200000
7339741;1;1;1;14,1642618107298;AYUDA EN ESPECIE POR LA PANDEMIA DEL COVID19 POR PARTE DE LA GORBERNACION;2;200000
7339747;1;1;1;13,139192657986;AYUDA POR LA PANDEMIA DEL COVID19 POR PARTE DE LA GOBERNACION;3;200000
7339748;1;1;1;11,068739577191;AYUDA EN ESPECIE POR LA PANDEMIA DEL COVID19 POR PARTE DE LA GOEMRNCION;2;200000
7339749;1;1;1;14,5153155851421;AYUDA EN ESPECIE POR LA PANDEMIA DEL COVID19 POR PARTE DE LA OBERNACION;2;200000
7339751;1;1;1;10,494920937942;AYUDA EN ESPECIE POR LA PANDEMIA DEL COVID 19 POR PARTE DE LA GOBERNACION;1;150000
7339752;1;1;1;13,1776319909854;AYUDA EN ESPECIE POR LA PANDEMIA DEL COVID 19 POR PARTE DE LA GOBERNACION;1;200000
7339762;1;1;1;11,4763863350171;AYUDA EN ESPECIE POR LA PANDEMIA DEL COVID 19 POR PARTE DE LA ALCALDIA;1;100000
7339766;1;1;1;10,1387027408604;AYUDA EN ESPECIE POR LA PANDEMIA DEL COVID 19 POR PARTE DE LA ALCALDIA;1;100000
7339767;1;1;1;12,5441812698995;AYUDA EN ESPECIE POR LA PANDEMIA DEL COVID 19 POR PARTE DE LA ALCALDIA;1;200000
7339782;1;1;1;13,1776319909854;AYUDA EN ESPECIE POR LA PANDEMIA DEL COVID19 POR PARTE DE LA ALCALDIA;1;150000
7339784;1;1;1;10,1387027408604;AYUDA EN ESPECIE POR LA PANDEMIA DEL COVID19  POR PARTE DE LA ALCALDIA;1;100000
7339795;1;1;1;12,1514678841358;AYUDA EN ESPECIE POR LA PANDEMIA DEL COVID 19 POR PARTE DE LA ALCALDIA;1;100000
7339808;1;1;1;11,8657034213748;AYUDA EN ESPECIE POR LA PANDEMIA DEL COVID 19 POR PARTE DE LA ALCALDIA;1;50000
7339869;1;1;1;84,8795899315632;BONO SALIDARIO;1;800000
7339924;1;1;1;22,9172981649664;ALCALDIA;1;80000
7339931;1;1;1;119,813621689647;MERCADO;1;80000
7339949;1;1;1;43,6902864208364;MERCADOS PARA AVANZAR;1;200000
7340125;1;1;1;24,9595430172023;IVA;1;225000
7340182;1;1;1;21,4710314238635;IVA;1;225000
7340209;1;1;1;36,2904466509434;IVA;1;450000
7340309;1;1;1;126,887181747903;COLOMBIA ESTA CONTIGO;1;140000
7340384;1;1;1;67,6962854159578;GUAJIRA NACIENTE;1;500000
7340400;1;1;1;66,1203543880674;DEVOLUCION DEL IVA;1;420000
7340536;1;1;1;1618,73010650478;SUBSIDIO DE DESEMPLEO;1;1200000
7340644;1;1;1;239,356667743275;99;1;70000
7340647;1;1;1;309,302016871768;99;1;50000
7340665;1;1;1;185,009618791874;SUBSIDIO APOYO AL DESEMPLEO;1;585000
7340738;1;1;1;312,734986773354;MERCADO;1;80000
7340742;1;1;1;270,771954594899;MERCADO;1;40000
7340743;1;1;1;295,526199043926;MERCADO;1;60000
7340744;1;1;1;111,586250632923;ALCALDIA;1;442000
7340758;1;1;1;132,887301706904;BONO ALIMENTACION EN EL COLEGIO;2;600000
7340802;1;1;1;112,617312664271;MERCADO;2;950000
7340890;1;1;1;65,5189464468206;DEVOLUCION DEL IVA;1;75000
7340896;1;1;1;11,3480998789011;DEVOLUCION DEL IVA;1;225000
7340998;1;1;1;80,4847438480116;MERCADO POR PANDEMIA;1;80000
7341003;1;1;1;98,353407418302;MERCADO ESCOLAR;1;50000
7341010;1;1;1;98,353407418302;MERCADO ESCOLAR;2;50000
7341022;1;1;1;57,7780631411175;MERCADO;1;60000
7341033;1;1;1;76,0236763123343;MERCADO;1;120000
7341035;1;1;1;82,4276338335517;MERCADO;3;300000
7341108;1;1;1;47,0828178978317;DEVOLUCION DE IVA;1;140000
7341132;1;1;1;241,284401389557;APORTE SOLIDARIO ALCALDIA;1;160000
7341146;1;1;1;252,513454263808;TARGETAS DE ALIMENTACION POR TRES MESES;1;720000
7341168;1;1;1;139,826360691358;DEVOLUCION DEL IVA;1;15000
7341169;1;1;1;33,1233571259561;PAE;1;100000
7341365;1;1;1;224,192487088994;CONFACAUCA;2;864000
7341380;1;1;1;33,5822264721012;CRECIMIENTO Y DESARROLLO;1;900000
7341386;1;1;1;47,5352442321826;PROGRAMA MUNDIAL DE ALIMENTO;1;1480000
7341387;1;1;1;46,39876792207;BENEFICIO DE DESEMPLEO CESANTE;1;1750000
7341554;1;1;1;12,339211478373;JOVENES EN ACCION;1;2400000
7341571;1;1;1;307,619545205029;DEVOLUCION DEL IVA;1;150000
7341629;1;1;1;357,253087757169;ALCALDIA;1;84000
