DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P784S4A2;P784S4A3;P784S4A4
7356902;1;1;1;86,7511793455144;DESPLAZAMIENTO FORZADO;4;4800000
7356914;1;1;1;92,0824398324535;DEVOLUCION DE IVA;1;225000
7356928;1;1;1;27,1963939470562;DEVOLUCION DE IVA;1;150000
7356978;1;1;1;340,001606113909;AUXILIO SOLIDARIO;2;960000
7357178;1;1;1;90,7983942434348;DE LA ALCALDIA;1;50000
7357183;1;1;1;198,374096686401;ALCALDIA;1;100000
7357194;1;1;1;232,959961955689;ALCALDIA;1;30000
7357381;1;1;1;682,494877681146;DEVOLUCION DEL IVA;1;150000
7357384;1;1;1;310,612326969351;DEVOLUCION DEL IVA;1;160000
7357396;1;1;1;293,120397150483;IVA;2;75000
7357569;1;1;1;162,282905036404;JOVENES EN ACCION;1;2400000
7357653;1;1;1;192,62394961561;JOVENES EN ACCION;1;800000
7357673;1;1;1;162,137331187719;MERCADO;1;60000
7357687;1;1;1;190,944073481245;MERCADO;1;50000
7357689;1;1;1;213,699245693178;MERCADO;1;50000
7357694;1;1;1;192,462739478772;MERCADO;1;70000
7357711;1;1;1;190,502959675846;DEVOLUCION IVA;1;150000
7357719;1;1;1;214,69389660425;MERCADO;1;70000
7357748;1;1;1;32,0950127412185;4  MERCADOS;1;300000
7357751;1;1;1;44,4402355404199;APOYAR;1;740000
7357752;1;1;1;36,3102611554411;MERCADO;1;145000
7357753;1;1;1;45,8893720503784;PROGRAMA MUNDIAL DE ALIMENTOS;1;1850000
7357754;1;1;1;37,4467374655537;PROGRAMA MUNDIAL DE ALIMENTOS;1;500000
7357913;1;1;1;51,4894361948388;DEVOLUCION DEL IVA;1;150000
7358060;1;1;1;49,8066052338469;IVA;1;150000
7358065;1;1;1;51,9410041250947;IVA;1;225000
7358066;1;1;1;57,4358283716488;IVA;1;300000
7358196;1;1;1;318,228556058864;MERCADO DE ALCALDIA;1;150000
7358296;1;1;1;325,299380515443;DEVOLUCION IVA;1;225000
7358297;1;1;1;179,422143953792;DEVOLUCION DE IVA;1;225000
7358307;1;1;1;90,9863322195518;DEVOLUCION DE IVA;1;225000
7358402;1;1;1;18,1656320695834;BONO SOLIDARIO;1;600000
7358691;1;1;1;151,191902938847;EMERGENCIA ALIMENTARIA;1;50000
7358704;1;1;1;195,095833782032;AYUDA DE LA GOBERNACION;1;30000
7358747;1;1;1;326,71974006709;DEVOLUCION DEL IVA;1;225000
7358812;1;1;1;509,034429439088;JOVENES EN ACCION;1;750000
7358880;1;1;1;94,795410700727;IVA;1;450000
7358884;1;1;1;96,903730781796;AYUDAS PARA LOS ARTESANOS;1;160000
7358892;1;1;1;131,328715748677;CRECIMIENTO Y DESARROLLO;1;980000
7358926;1;1;1;195,848464094976;UNICULTUR;1;480000
7359249;1;1;1;184,191464364161;AYUDA HUMANITARIA DE LA UNIDAD DE VICTIMA;1;400000
7359289;1;1;1;32,3516670823749;FAMILIAS EN SU TIERRA;1;930000
7359327;1;1;1;22,2557310351338;CAMPESINOS EN SUS TIERRAS;1;1400000
7359336;1;1;1;20,0797922844982;SUBSIDIO DE LA PAZ;1;9360000
7359350;1;1;1;30,1757283317393;FAMILIAS EN SU TIERRA;1;980000
7359360;1;1;1;15,4727469036957;MERCADO DEL COLEGIO;1;99
7359366;1;1;1;16,4025042729718;CAJASAI;1;410000
7359375;1;1;1;18,4391193741267;CAJASAI;3;680000
7359377;1;1;1;17,2683308395838;CAJASAI;2;544000
7359387;1;1;1;17,5535675983026;CAJASAI;2;840000
7359398;1;1;1;13,9206225151475;CAJASAI;1;840000
7359402;1;1;1;14,4049501109003;CAJASAI;1;480000
7359405;1;1;1;21,0118229045236;CAJASAI;2;670000
7359407;1;1;1;16,6373740926971;CAJASAI;1;460000
7359416;1;1;1;8,59634830265271;MERCADOS PARA TODOS;1;150000
7359426;1;1;1;15,4727469036957;MERCADOS PARA TODOS;1;160000
7359435;1;1;1;8,80118804893454;MERCADOS PARA TODOS;1;120000
7359501;1;1;1;17,8241982140465;CAJASAI;1;433000
7359528;1;1;1;355,57121709947;MERCADOS SOLIDARIOS;1;200000
7359531;1;1;1;103,351670429621;MERCADO SOLIDARIO;1;200000
7359537;1;1;1;103,882332706098;MERCADOS SOLIDARIOS;1;400000
7359538;1;1;1;92,6701284240324;MERCADO SOLIDARIO;1;400000
7359548;1;1;1;117,771515862762;MERCADOS SOLIDARIOS;1;400000
7359555;1;1;1;164,69841162934;MERCADOS SOLIDARIOS;1;400000
7359566;1;1;1;90,4901449005384;MERCADO SOLIDARIO;1;200000
7359593;1;1;1;71,4292070168125;DEVOLUCION DEL IVA;1;225000
7359618;1;1;1;66,0664678015486;BONO SOLIDARIO;1;750000
7359619;1;1;1;86,1601487830439;PLAN COLOMBIA;1;1320000
7359643;1;1;1;208,587766530919;IVA;2;700000
7359751;1;1;1;79,6890332612441;INCENTIVO SOLIDARIO DEL FONDO MIXTO DE LA CULTURA;1;320000
7359769;1;1;1;170,226605999639;AYUDA HUMANITARIA;1;1050000
7359830;1;1;1;35,708969986265;DEVOLUCION DEL IVA;1;375000
7359840;1;1;1;142,353150338151;DEVOCION DEL IVA;1;325000
7359881;1;1;1;60,3210374111795;MERCADO DE ALIMENTOS NO PERECEDEROS;1;20000
7359883;1;1;1;64,6247641879628;DEVOLUCION DEL IVA;1;525000
7359907;1;1;1;52,1321327709753;DEVOLUCION DEL IVA;1;150000
7359920;1;1;1;64,108236469349;AYUDA HUMANITARIA;1;1800000
7359947;1;1;1;81,5789050103053;DEVOLUCION IVA;1;300000
7359949;1;1;1;77,9502506559028;DEVOLUCION DEL IVA;1;225000
7359956;1;1;1;126,445120680064;DEVOLUCION IVA;1;225000
7360135;1;1;1;80,5449438813799;DEVOLUCION DEL IVA;1;225000
7360141;1;1;1;67,5391177238885;DEVOLUVION DEL IVA;1;75000
7360147;1;1;1;69,6499363300251;IVA;2;525000
7360158;1;1;1;65,7682550718488;DRVOLUCION DL IVA;1;150000
7360179;1;1;1;69,3852981482605;IVA;1;150000
7360229;1;1;1;224,792855657335;SUBSIDIO FAMILIAR DE CAJA DE COMPENSACION;1;132000
7360413;1;1;1;71,900930530959;DEVOLUCION DEL IVA;1;450000
7360478;1;1;1;78,6250127209184;AYUDA HUMANITARIA;1;720000
7360498;1;1;1;72,3666756121668;SUBSIDO DE IVA;1;225000
7360564;1;1;1;83,0354147418443;DEVOLUCION DEL IVA;1;225000
7360618;1;1;1;13,5829026655954;UNIDAD DE VICTIMAS;1;480000
7360648;1;1;1;25,1584822433828;AYUDA HUMANITARIA;1;800000
7360695;1;1;1;13,5829026655954;DEVOLICION DE IVA;1;140000
7360707;1;1;1;29,2530511189098;MERCADOS COMUNITARIO;1;60000
7360750;1;1;1;116,950147985188;DEVOLUCION DEL IVA;1;225000
7360793;1;1;1;145,328642717962;MERCADO ESCOLAR;3;300000
7360804;1;1;1;157,96451476394;MERCADO;1;50000
7360837;1;1;1;75,8368336825406;CERCADO POR PANDEMIA;1;60000
7360850;1;1;1;150,929733592298;MERCADO ESCOLAR;2;80000
7360857;1;1;1;127,291805457478;MERCADO POR PANDEMIA;1;150000
7360868;1;1;1;52,2890226163945;MERCADO POR PANDEMIA;1;20000
7360871;1;1;1;98,128642856637;MERCADO ESCOLAR;1;70000
7360873;1;1;1;92,9628140096821;MERCADO ESCOLAR;1;50000
7360881;1;1;1;137,924832274088;MERCADO;1;150000
7360888;1;1;1;108,128078150255;MERCADO;1;50000
7360890;1;1;1;116,365732366478;MERCADO;1;100000
7361001;1;1;1;103,487918789114;IVA;1;210000
7361013;1;1;1;110,594389635968;PAEE;1;1755000
7361025;1;1;1;68,9711109667525;IVA;1;140000
7361149;1;1;1;215,153300783959;MERCADO;1;60000
7361150;1;1;1;103,712606563538;MERCADO DE LA ALCALDIA;1;90000
7361153;1;1;1;139,586655482953;MERCADO DE LA ALCALDIA;1;50000
7361162;1;1;1;123,829211195019;MERCADOS DE LA ALCALDIA;1;200000
7361341;1;1;1;99,7255961932315;DEVOLUCION DE IVA;1;225000
7361580;1;1;1;456,102961904391;AYUDA ALCALDIA;1;250000
7361609;1;1;1;401,238011800083;MERCADOS;1;170000
7361618;1;1;1;505,430633147223;ALCALDIA MERCADOS;1;120000
7361713;1;1;1;292,610953408936;APORTE SOLIDARIO ALCALDIA;1;160000
7361714;1;1;1;224,210825441555;BECAS ALCALDIA;1;300000
7361860;1;1;1;330,960143130908;DEVOLUCION DEL IVA;1;400000
7361861;1;1;1;383,662935736401;DEVOLUCION DEL IVA;1;750000
7361935;1;1;1;43,6035893856864;DEVOLUCION DEL IVA;1;300000
7361937;1;1;1;98,8443152552925;SUBSIDIO FAMILIAR PARA VICTIMAS DE CONFLICTO ARMADO;1;700000
7362032;1;1;1;56,3017993810396;IVA;1;210000
7362047;1;1;1;410,158754109017;PAE;1;150000
7362054;1;1;1;377,865897466247;PAE;1;120000
7362056;1;1;1;315,243832291052;PAE;1;150000
7362065;1;1;1;80,621693963745;PAE;1;100000
7362083;1;1;1;47,3945457422761;DESPLAZADO;1;700000
7362093;1;1;1;48,0312231126282;DESPLAZADOS;2;400000
7362224;1;1;1;75,8525370548262;SUBSUDIO AL DESEMPLEO CAJA DE COMPESACION COMFENALCO;1;1740000
7362375;1;1;1;150,080566133001;MERCADO DE LA ALCALDIA FALAN;1;140000
7362394;1;1;1;125,26005699747;KIT NUTRICIONAL GOBERNACION DEL TOLIMA;1;200000
7362411;1;1;1;125,26005699747;DEVOLUCION DEL IVA;1;225000
7362435;1;1;1;171,474001022636;JOVENES EN ACCION;1;700000
7362460;1;1;1;367,540475137286;JOVENES EN ACCION;1;1600000
7362572;1;1;1;31,8604516114163;JOVENES EN ACCION;2;400000
7362706;1;1;1;61,2974011790973;MEDIA PENSION;1;1500000
7362742;1;1;1;63,3818654791726;AYUDA HUMANITARIA;1;1920000
7363182;1;1;1;494,49984286994;MANA;1;60000
7363191;1;1;1;386,086823619708;BUEN COMIENZO;1;90000
7363239;1;1;1;187,982652385314;MERCADOS DEL PAE;2;300000
7363254;1;1;1;252,118897286718;MERCADOS DEL PAE;1;60000
7363261;1;1;1;192,817947679373;MERCADOS DEL PAE;1;180000
7363267;1;1;1;177,878303892617;DEVOLUCION DEL IVA;1;225000
7363291;1;1;1;310,900757450264;IVA;1;160000
7363506;1;1;1;209,168158011476;AUXILIO POR DESPLAZADO;1;1050000
7363674;1;1;1;173,243007830122;DEVOLUCION DEL IVA;1;450000
7363757;1;1;1;77,1040222781947;DEVOLUCION DEL IVA;1;300000
7363807;1;1;1;26,5802332652736;DE DESPLAZADOS;1;150000
7363825;1;1;1;23,6156135794516;BIENESTAR FAMILIAR;1;300000
7363892;1;1;1;78,6607004491813;DESPLAZADOS;1;400000
7364048;1;1;1;40,6178345114635;DESPLASADOOS;1;1500000
7364064;1;1;1;44,7043445957375;DEVOLUCION DEL IVA;1;225000
7364071;1;1;1;30,6850895324884;MERCADO;1;100000
7364072;1;1;1;41,5852085653032;MERCADOS;1;280000
7364076;1;1;1;57,5902280507495;DESCUENTO DEL IVA;1;300000
7364085;1;1;1;36,4288863438087;PROGRAMA MUNDIAL DE ALIMENTOS;1;370000
7364087;1;1;1;38,5498164192264;PROGRAMA MUNDIAL DE ALIMENTOS;2;2280000
7364090;1;1;1;34,8047362981153;PROGRAMA MUNDIAL DE ALIMENTOS;1;1110000
7364098;1;1;1;47,5427913742665;DESCUENTO DEL IVA;1;185000
7364281;1;1;1;69,4076752759062;SUBSIDIO CONFIAR;1;480000
7364550;1;1;1;5,08492403111833;MERCADOS;1;100000
7365005;1;1;1;13,3979534036844;JOVENES EN ACCION;1;1500000
7365040;1;1;1;58,1645458187533;ICBF CORPUNAR;1;120000
7365050;1;1;1;15,1683245041768;DEVOLUCION DE IVA;1;120000
7365191;1;1;1;40,7183374409858;POBLACION EN SITIACION DE DESPLAZAMIENTO;1;2280000
7365263;1;1;1;11,068739577191;UNA AYUDA EN REMESA POR LA PANDEMIA;1;200000
7365287;1;1;1;17,0542586045652;ALIMENTACION MUNICIPAL;1;750000
7365297;1;1;1;63,2244824494577;PROGRAMA DE PREVENCION Y PROMOCION DE LA SALUD BIENESTAR FAMILIAR;1;540000
7365329;1;1;1;8,40505972553162;GESTORE COMUNITARIO;1;5000000
7365346;1;1;1;7,3516840057509;UNIDAD DE VICTIMAS;2;1360000
7365540;1;1;1;208,390108999367;DEVOLUCION DEL IVA;1;200000
7365542;1;1;1;165,632896510247;DEVOLUCION DEL IVA;1;750000
7365579;1;1;1;122,840242702391;DEVOLUCION DEL IVA;1;750000
7365600;1;1;1;103,457795441735;MERCADOS SOLIDARIOS;1;200000
7365601;1;1;1;177,287181841535;MERCADOS SOLIDARIOS;1;400000
7365617;1;1;1;86,3490112997026;MERCADO SOLIDARIO;1;200000
7365653;1;1;1;47,4953971672538;MERCADO DE ALIMENTOS NO PERECEDEROS;1;150000
7365653;2;1;2;47,4953971672538;PAE;2;200000
7365661;1;1;1;66,1998318790217;BONO SOLIDARIO;1;160000
7365672;1;1;1;40,9962346258007;DEVOLUCION IVA;1;225000
7365680;1;1;1;55,3322269951639;AYUDA HUMANITARIA COMIDA;1;120000
7365686;1;1;1;1298,70717300369;SUBSIDIO PARA ESTUDIANTES DEL DISTRITO;2;1000000
7365815;1;1;1;1581,47033402377;BONO ALIMENTARIO;2;600000
7365861;1;1;1;1701,63624442696;LACTANTES GESTANTES;1;300000
7365872;1;1;1;14,1031922188804;BONO LONCHERA;2;500000
7366037;1;1;1;9,54040754303331;APOYO NUTRICIONAL;1;1236000
7366049;1;1;1;4,75999357261604;BONO LONCHERA;1;300000
7366059;1;1;1;10,9638584600371;BONO LONCHERA;2;600000
7366062;1;1;1;9,50251919271647;BONO LONCHERA;2;600000
7366081;1;1;1;479,700114035871;MERCADO DE ALCALDIA;1;100000
7366163;1;1;1;486,879881252153;FUNDACION J J;1;50000
7366178;1;1;1;46,6091047904583;PROGRAMA PAE;3;900000
7366299;1;1;1;343,707581024957;UN MERCADO MUNICIPIO;1;70000
7366300;1;1;1;311,956873734598;MUNICIPIO;1;120000
7366314;1;1;1;463,394228767705;PROGRAMA DE ALIMENTACION ESCALAR;2;600000
7366317;1;1;1;450,742946932922;ALIMENTOS;1;4680000
7366385;1;1;1;344,453154300276;ESTUDIANTIL MERCADO;1;50000
7366418;1;1;1;46,2516514183523;MERCADO;1;300000
7366429;2;1;2;32,459537153545;MERCADO DE TENJO;2;60000
7366429;1;1;1;32,459537153545;MERCADO DE MADRID;2;300000
7366449;1;1;1;660,8442288216;BENEFICIO DE NO PAGO MATRICULA UNIVERSIDAD;2;260000
7366503;1;1;1;51,9102560251447;JOVENES EN ACCION;1;1000000
7366597;1;1;1;181,339736289525;IVA;1;210000
7366611;1;1;1;24,0588698741887;MERCADO;1;70000
7366613;1;1;1;31,1418017171965;MERCADO;1;30000
7366619;1;1;1;27,736227011925;MERCADO;1;200000
7366628;1;1;1;80,075562793376;MERCADO;1;120000
7366649;1;1;1;72,7088633039494;MERCADO;1;80000
7366655;1;1;1;91,1266019199462;MERCADO;1;80000
7366657;1;1;1;81,612011170862;MERCADO;1;100000
7366668;1;1;1;79,0750200519071;MERCADO;1;100000
7366674;1;1;1;92,5247015884143;MERCADO;1;100000
7366750;1;1;1;135,349792754479;ATENCION INTEGRAL A LA PRIMERA INFANCIA DE CERO A SIEMPRE;1;360000
7366759;1;1;1;293,771379961822;DEVOLUCION DEL IVA;1;300000
7366761;1;1;1;116,030643500848;ALCALDIA DE TIBU;1;80000
7366773;1;1;1;180,744705760822;ALCALDIA MUNICIPAL;1;50000
7366780;1;1;1;151,816089683508;CRUZ ROJA;1;50000
7366780;2;1;2;151,816089683508;ALCALDIA TIBU;1;70000
7366780;3;1;3;151,816089683508;ECOPETROL;1;60000
7366790;1;1;1;112,097570406869;CRUZ ROJA COLOMBIANA;1;540000
7366792;1;1;1;137,01007686743;DE CERO A SIEMPRE;1;300000
7366833;1;1;1;44,8113142314153;MERCADO POR LA JUNTA DE ACCION COMUNAL;3;50000
7366958;1;1;1;177,367912247885;JOVENES EN ACCION;1;180000
7367198;1;1;1;3,31946237560043;VICTIMAS;1;1200000
7367376;1;1;1;11,068739577191;AYUDA EN ESPECIE POR LA PANDEMIA DEL COVID19 POR PARTE DE LA GOBERNACION;2;150000
7367421;1;1;1;7,25778850500884;REINSERTADOS;1;9480000
7367424;1;1;1;7,3779648098901;SEMILLITAS ICBF;1;720000
7367710;1;1;1;24,7305808011564;DEVILUCION DEL IVA;1;375000
7367728;1;1;1;51,8621535149049;NUTRICION Y DESARROLLO;1;680000
7367768;1;1;1;232,337926329746;MADRES FAMI;1;1130000
7367809;1;1;1;87,2644680266592;CRUZ ROJA;1;750000
7367828;1;1;1;50,553229733992;PAE;1;50000
7367832;1;1;1;41,27342527631;ALCALDIA;1;50000
7367833;1;1;1;77,8140683964958;SUBSIDIO DE DESEMPLEO;1;1800000
7367834;1;1;1;96,9568132075835;CRUZ ROJA COLOMBIANA;1;1500000
7367836;1;1;1;85,5853740234857;CRUZ ROJA;1;100000
7367837;1;1;1;41,352548880738;PAE;2;120000
7368126;1;1;1;16,6373740926971;MERCADOS PARA TODOS;1;150000
7368130;1;1;1;14,6480541308605;MERCADOS PARA TODOS;1;180000
7368223;2;1;2;56,3971893203971;ICBF;1;50000
7368223;1;1;1;56,3971893203971;MERCADO DE ALIMENTOS NO PERECEDEROS;1;40000
7368227;1;1;1;66,4593583139776;MERCADO DE ALIMENTOS NO PERECEDEROS;1;60000
7368231;1;1;1;69,718458108377;PAE;1;20000
7368231;2;1;2;69,718458108377;ICBF;1;300000
7368239;1;1;1;97,4223881330391;MERCADO DE ALIMENTOS NO PERECEDEROS;1;50000
7368239;2;1;2;97,4223881330391;MERCADO DEL ICBF;1;30000
7368242;1;1;1;84,988788854437;MERCADO DE ALIMENTOS NO PERECEDEROS;1;60000
7368243;1;1;1;79,790352028951;MERCADO DE ALIMENTOS NO PERECEDEROS;1;60000
7368311;1;1;1;85,6114028938309;DEVOLUCION DEL IVA;1;225000
7368316;1;1;1;94,4030908893963;DEVOLUCION DEL IVA;1;225000
7368317;1;2;1;98,7237734235981;DEVOLUCION IVA;1;225000
7368334;1;1;1;91,5629206770023;DEVOLUCION DEL IVA;1;300000
7368341;1;1;1;93,3904091940624;DEVOLUCION IVA;1;225000
7368477;1;1;1;48,4256740470897;BONO ALIMENTARIO DE NACIONES UNIDAS;1;1110000
7368604;1;1;1;14,805292840082;DEVOLUCION DEL IVA;1;300000
7368611;1;1;1;10,8695690568911;FAMI;2;480000
7368624;1;1;1;53,4332577971983;DEVOLUCION DEL IVA;1;225000
7368667;1;1;1;135,477292970131;DEVOLUCION DEL IVA;1;225000
7368725;1;1;1;32,1101082526466;AYUDA HUMANITARIA;1;410000
7368819;1;1;1;35,9007541834876;DEVOLUCION DEL IVA;1;475000
7368832;1;1;1;31,747418101738;DEVOLUCION DE IVA;1;225000
7368846;1;1;1;17,6387848432862;DEVOLUCION DEL IVA;1;215000
7368858;1;1;1;41,8590660286353;PROGRAMA MODALIDAD FAMILIAR;1;1000000
7368861;1;1;1;51,7257341610486;PROGRAMA MODALIDAD FAMILIAR;2;1000000
7368867;1;1;1;23,0555365467914;DEVOLUCION DEL IVA;1;150000
7369148;1;1;1;204,620788479162;JOVENES EN ACCION;1;2400000
7369189;1;1;1;282,77387141508;DEVOLUCION DE IVA;1;150000
7369335;1;1;1;448,352203930309;ALCALDIA;1;50000
7369342;1;1;1;524,092989195144;DESEMPLEO;1;1550000
7369412;1;1;1;252,690886691428;APORTE SOLIDARIO ALCALDIA;1;160000
7369483;1;1;1;35,7987486694873;ALCALDIA DE BOCHALEMA;1;70000
7369489;1;1;1;128,777847834863;ALCALDIA DE BOCHALEMA;1;60000
7369492;1;1;1;77,9315484169747;ALCALDIA DE BOCHALENA;1;50000
7369505;1;1;1;77,4642410330824;PROGRAMA DE ALIMENTACION ESCOLAR;1;90000
7369509;1;1;1;35,3626106692765;GOBERNACION DE NORTE DE SANTANDER;1;50000
7369520;1;1;1;32,2612842638613;INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR;1;3600000
7369522;1;1;1;65,8062634611565;PAE;1;30000
7369536;1;1;1;54,9127379427937;CORPORACION NUEVA SOCIEDAD DE LA REGION NORORIENTAL DE COLOMBIA;1;200000
7369542;1;1;1;35,7987486694873;CORPORACION NUEVA SOCIEDAD DE LA REGION NORORIENTAL DE COLOMBIA;1;250000
7369547;1;1;1;34,3058212938073;ALCALDIA DE BOCHALEMA;1;50000
7369585;1;1;1;104,642723482317;PAE;2;360000
7369591;1;1;1;38,6827527017631;PAO;1;240000
7369612;1;1;1;223,186360259291;COLOMBIA ESTA CONTIGO;1;70000
7369620;1;1;1;161,154835079109;DESPLAZADO;1;500000
7369688;1;1;1;164,172435428579;ESPATODOS;1;160000
7369814;1;1;1;144,449931584946;MERCADOS;1;150000
7369815;1;1;1;217,667696619252;AYUDA DE LA ALCALDIA;1;50000
7369816;1;1;1;115,717878848177;ALCALDIA;1;80000
7369816;2;1;2;115,717878848177;GOBEENACION;1;100000
7369819;1;1;1;217,672709526943;MERCADOS;1;120000
7369820;1;1;1;127,820781988832;AYUDA DE LA ALCALDIA;1;50000
7369822;1;1;1;138,59854269298;AYUDA DE ALCALDIA;1;50000
7369824;1;1;1;89,8556057301655;AYUDA DE LA ALCALDIA;1;50000
7369825;1;1;1;142,905294402696;GOBERNACION;1;70000
7369828;1;1;1;151,101839629029;ALCALDIA;1;70000
7369829;1;1;1;93,1807704712809;MERCADO;1;30000
7369830;1;1;1;195,878151022145;AYUDA DE COMITE DE DESPLAZADOS;1;120000
7369833;1;1;1;193,24740849989;CELSIA;1;40000
7369838;1;1;1;100,633366434313;MERCADOS;1;50000
7369840;1;1;1;151,661455496839;MERCADO;1;50000
7369844;1;1;1;99,0887292520634;MERCADOS;1;80000
7369848;1;1;1;95,9994548875644;MERCADO;1;50000
7369850;1;1;1;96,5025008665577;MERCADOS;2;50000
7369851;1;1;1;96,5025008665577;AYUDA DE LA ALCALDIA;1;60000
7369856;1;1;1;151,101839629029;ALCALDIA;1;80000
7369857;1;1;1;158,554435592061;MERCADO;2;30000
7369858;1;1;1;158,544241009847;ALCALDIA;1;40000
7369860;1;1;1;143,469923178197;AYUDA DE LA ALCALDIA;1;80000
7369863;1;1;1;157,748734765421;ALCALDIA;1;50000
7369864;1;1;1;151,661455496839;MERCADOS;1;40000
7369876;1;1;1;198,611299022522;MERCADOS ALCALDIA DE HONDA;1;150000
7369930;1;1;1;112,474626565856;DEVOLUCION DEL IVA;1;75000
7369951;1;1;1;112,474626565856;DEVOLUCION DEL IVA;1;150000
7370094;1;1;1;207,720166567756;ABONO COVID;1;1500000
7370174;1;1;1;146,598387086975;CALDAS SOLIDARIA;1;45000
7370460;1;1;1;1008,28392771285;COLOMBIA MAYOR;1;60000
7370550;1;1;1;76,8765348012168;AYUDA A DESPLAZADOS;1;330000
7370635;1;1;1;70,0300012872471;DEVOLUCION DE IVA;1;225000
7370637;1;1;1;80,649887033831;DEVOLUCION DE IVA;1;300000
7370638;1;1;1;135,959111130287;DEVILUCION DE IVA;1;225000
7370641;1;1;1;55,4507446218449;DEVOLUCION DE IVA;2;450000
7370643;1;1;1;55,4507446218449;DEVOLUCION DE IVA;1;300000
7370659;1;1;1;75,8002191724499;DEVOLUCION IVA;1;225000
7370659;2;1;2;75,8002191724499;MERCADO DE LA UNIDAD NACIONAL DE RIESGO;1;80000
7370661;1;1;1;152,255028389228;DEVOLUCION DE IVA;1;225000
7370663;1;1;1;81,2104152568421;DEVOLUCION DEL IVA;1;225000
7370665;1;1;1;83,0366837474856;DEVOLUCION DE IVA;1;225000
7370679;1;1;1;127,80969982966;DEVOLUCION DEL IVA;1;225000
7370682;1;1;1;137,821690709851;DEVOLUCION DE IVA;1;225000
7370881;1;1;1;55,83743307366;IVA;1;99
7370895;1;1;1;47,5309130330949;IVA;1;99
7370958;1;1;1;91,1701609563263;IVA;1;99
7370963;1;1;1;57,2535269625948;IVA;1;99
7371031;1;1;1;32,791853446594;IVA;1;99
7371040;1;1;1;33,849101193548;FAMILIA EN ACCION;1;99
7371053;1;1;1;65,5613857697279;DEVOLUCION DEL IVA;1;75000
7371113;1;1;1;87,932051779169;FONDO PARA REPARACION A LAS VICTIMAS;1;200000
7371245;1;1;1;65,9968697105001;DEVOLUCION DEL IVA;1;225000
7371247;1;1;1;66,1058609947489;DEVOLUCION DEL IVA;1;150000
7371319;1;1;1;79,380432919506;FONDO PARA REPARACION A LAS VICTIMAS;1;200000
7371381;1;1;1;161,049799579724;MERCADO;2;80000
7371483;1;1;1;146,498530937502;DEVOLUCION DEL IVA;1;225000
7371507;1;1;1;43,4324008100678;BONO SOLIDARIO;1;800000
7371942;1;1;1;11,4558521630092;PROGRAMA DE ALIMENTACION ESCOLAR;2;200000
7372152;1;1;1;62,1158093429169;SUSTITUCION DE PLANTIOS;1;12000000
7372199;1;1;1;53,5247052572731;RESTITUCION DE CULTIVOS;1;12000000
7372253;1;1;1;7,69227535607578;DEVOLUCION DEL IVA;1;225000
7372273;1;1;1;14,4768762521427;AYUDA EN ESPECIE POR LA EMERGENCIA SANITARIA DEL COVID 19 POR PARTE DE LA ALCALDIA;1;80000
7372273;2;1;2;14,4768762521427;AYUDA EN ESPECIE POR LA EMERGENCIA SANITARIA DEL COVID 19 POR PARTE DE LA GOBERNACION;1;80000
7372282;1;1;1;14,0692294943166;AYUDA EN ESPECIE POR LA PANDEMIA DEL COVID19 POR PARTE DE LA GOBERNACION DEL CUAVIARE;4;250000
7372496;1;1;1;108,472937807637;COMFACASANARE;1;360000
7372496;2;1;2;108,472937807637;JOVENES EN ACCION;1;1200000
7372752;1;1;1;185,071159606607;CRECIMIENTO Y NUTRICION;1;1080000
7372762;1;1;1;436,438949722324;DEVOLUCION DEL IVA;1;300000
7372806;1;1;1;335,763153894267;DEVOLUCION DEL IVA;1;175000
7373033;1;1;1;250,434283294014;MERCADO SOLIDARI;1;250000
7373099;1;1;1;161,170632312411;MERCADO POR PANDEMIA;1;50000
7373210;1;1;1;251,64327586429;MERCADO SOLIDARIO;1;99
7373301;1;1;1;19,4076385213664;DEVOLUCION IVA;1;300000
7373352;1;1;1;593,969012451695;DEVOLUCION DEL IVA;1;450000
7373365;1;1;1;704,591717695469;PANDEMIA;1;99
7373681;1;1;1;366,42435092434;FAMILIAS   EN ACCION;1;1128000
7373740;1;1;1;120,593353137841;IVA;1;150000
7373750;1;1;1;112,674110733208;DEVOLUCION DEL IVA;1;350000
7373756;1;1;1;122,575905718067;DEVOLUCION DEL IVA;1;75000
7374105;1;1;1;1653,44130619685;DESMOVILIZADO;1;9360000
7374120;1;1;1;1496,61800468668;MERCADO DE LA ALCALDIA;1;80000
7374122;1;1;1;1585,97193640529;BONO SOLIDARIO;1;480000
7374164;1;1;1;1650,33415570567;MERCADO DE ALCALDIA;1;80000
7374328;1;1;1;264,292346138166;SUBSIDIO PAE;1;720000
7374349;1;1;1;106,313866836938;COMEDORES COMUNITARIOS;2;2400000
7374365;1;1;1;116,212232725231;SUBSIDIO PAE;1;240000
7374396;1;1;1;428,316746038669;MERCADO DEL MUNICIPAL;1;70000
7374398;1;1;1;383,395461922471;DE LA ALCALDIA;1;70000
7374415;1;1;1;375,017853707837;ALCALDIA MERCADO;1;100000
7374419;1;1;1;761,353726541856;BONO ECONOMICO DEL COLEGIO PARA MERCADO;1;400000
7374421;1;1;1;883,355274588921;AUXILIO ECONOMICO DEL COLEGIO MERCADO;3;1050000
7374440;1;1;1;141,165717529157;MERCADO;1;90000
