"P6040","DIRECTORIO","SECUENCIA_ENCUESTA","id","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19"
61,7372789,2,"7372789-2",193253,NA,NA,NA,NA,178895,156203,615776,NA,193253,NA,178895,NA,NA,NA
74,7372799,1,"7372799-1",193293,NA,NA,63271,62789,178929,156229,615881,63271,193293,63271,178929,NA,63271,NA
80,7372799,2,"7372799-2",193294,NA,NA,NA,NA,178930,156230,615882,NA,193294,NA,178930,NA,NA,NA
79,7372808,2,"7372808-2",193321,NA,NA,NA,NA,178955,156249,615967,NA,193321,NA,178955,NA,NA,NA
63,7372820,1,"7372820-1",193334,NA,NA,63283,62801,178967,156260,616010,63283,193334,63283,178967,NA,63283,NA
60,7372821,2,"7372821-2",193338,NA,NA,NA,NA,178971,156264,616013,NA,193338,NA,178971,NA,NA,NA
84,7372827,1,"7372827-1",193368,NA,NA,63290,62808,178997,156285,616053,63290,193368,63290,178997,NA,63290,NA
65,7372837,1,"7372837-1",193412,NA,NA,63300,62818,179036,156309,616143,63300,193412,63300,179036,NA,63300,NA
66,7372837,2,"7372837-2",193413,NA,NA,NA,NA,179037,156310,616144,NA,193413,NA,179037,NA,NA,NA
63,7372842,7,"7372842-7",193444,NA,NA,NA,NA,179066,156330,616197,NA,193444,NA,179066,NA,NA,NA
64,7372864,5,"7372864-5",193532,NA,NA,NA,NA,179140,156388,616415,NA,193532,NA,179140,NA,NA,NA
82,7372865,1,"7372865-1",193534,NA,NA,63326,62844,179142,156390,616421,63326,193534,63326,179142,NA,63326,NA
79,7372870,1,"7372870-1",193554,NA,NA,63331,62849,179161,156406,616484,63331,193554,63331,179161,NA,63331,NA
62,7372877,2,"7372877-2",193565,NA,NA,NA,NA,179172,156417,616558,NA,193565,NA,179172,NA,NA,NA
68,7372893,1,"7372893-1",193610,NA,NA,63352,62870,179211,156449,616737,63352,193610,63352,179211,NA,63352,NA
64,7372899,1,"7372899-1",193623,NA,NA,63357,62875,179219,156457,616790,63357,193623,63357,179219,NA,63357,NA
64,7372904,1,"7372904-1",193630,NA,NA,63362,62880,179225,156462,616834,63362,193630,63362,179225,NA,63362,NA
70,7372904,2,"7372904-2",193631,NA,NA,NA,NA,179226,156463,616835,NA,193631,NA,179226,NA,NA,NA
73,7372907,1,"7372907-1",193642,NA,NA,63365,62883,179236,156469,616856,63365,193642,63365,179236,NA,63365,NA
76,7372907,2,"7372907-2",193643,NA,NA,NA,NA,179237,156470,616857,NA,193643,NA,179237,NA,NA,NA
82,7372908,1,"7372908-1",193644,NA,NA,63366,62884,179238,156471,616867,63366,193644,63366,179238,NA,63366,NA
80,7372908,2,"7372908-2",193645,NA,NA,NA,NA,179239,156472,616868,NA,193645,NA,179239,NA,NA,NA
64,7372909,1,"7372909-1",193646,NA,NA,63367,62885,179240,156473,616878,63367,193646,63367,179240,NA,63367,NA
61,7372922,2,"7372922-2",193689,NA,NA,NA,NA,179276,156499,617029,NA,193689,NA,179276,NA,NA,NA
76,7372923,1,"7372923-1",193690,NA,NA,63381,62899,179277,156500,617031,63381,193690,63381,179277,NA,63381,NA
69,7372929,1,"7372929-1",193724,NA,NA,63387,62905,179306,156521,617096,63387,193724,63387,179306,NA,63387,NA
61,7372936,1,"7372936-1",193751,NA,NA,63394,62912,179327,156534,617163,63394,193751,63394,179327,NA,63394,NA
60,7372941,1,"7372941-1",193761,NA,NA,63399,62917,179337,156544,617218,63399,193761,63399,179337,NA,63399,NA
84,7372945,1,"7372945-1",193772,NA,NA,63403,62921,179348,156551,617262,63403,193772,63403,179348,NA,63403,NA
79,7372945,3,"7372945-3",193774,NA,NA,NA,NA,179350,156552,617264,NA,193774,NA,179350,NA,NA,NA
70,7372953,1,"7372953-1",193796,NA,NA,63410,62928,179368,156567,617344,63410,193796,63410,179368,5841,63410,NA
70,7372954,1,"7372954-1",193799,NA,NA,63411,62929,179371,156569,617355,63411,193799,63411,179371,NA,63411,NA
100,7372954,2,"7372954-2",193800,NA,NA,NA,NA,179372,156570,617356,NA,193800,NA,179372,NA,NA,NA
69,7372957,1,"7372957-1",193809,NA,NA,63414,62932,179381,156577,617388,63414,193809,63414,179381,NA,63414,NA
64,7372962,1,"7372962-1",193827,NA,NA,63419,62937,179397,156588,617445,63419,193827,63419,179397,NA,63419,NA
70,7372963,1,"7372963-1",193829,NA,NA,63420,62938,179399,156590,617456,63420,193829,63420,179399,NA,63420,NA
70,7372965,1,"7372965-1",193831,NA,NA,63422,62940,179401,156592,617479,63422,193831,63422,179401,NA,63422,NA
72,7372965,2,"7372965-2",193832,NA,NA,NA,NA,179402,156593,617480,NA,193832,NA,179402,NA,NA,NA
70,7372967,1,"7372967-1",193835,NA,NA,63424,62942,179405,156596,617503,63424,193835,63424,179405,NA,63424,NA
70,7372969,1,"7372969-1",193840,NA,16363,63426,62944,179409,156600,617525,63426,193840,63426,179409,NA,63426,NA
69,7372970,1,"7372970-1",193846,NA,NA,63427,62945,179414,156605,617536,63427,193846,63427,179414,NA,63427,NA
66,7372973,1,"7372973-1",193857,NA,NA,63430,62948,179424,156614,617567,63430,193857,63430,179424,NA,63430,NA
65,7372980,1,"7372980-1",193871,NA,NA,63436,62954,179438,156626,617627,63436,193871,63436,179438,NA,63436,NA
64,7372981,1,"7372981-1",193873,NA,NA,63437,62955,179440,156628,617630,63437,193873,63437,179440,NA,63437,NA
74,7372981,2,"7372981-2",193874,NA,NA,NA,NA,179441,156629,617631,NA,193874,NA,179441,NA,NA,NA
60,7372982,1,"7372982-1",193875,NA,NA,63438,62956,179442,156630,617636,63438,193875,63438,179442,NA,63438,NA
62,7372985,1,"7372985-1",193878,NA,NA,63440,62958,179445,156633,617648,63440,193878,63440,179445,NA,63440,NA
61,7372986,1,"7372986-1",193879,NA,NA,63441,62959,179446,156634,617659,63441,193879,63441,179446,NA,63441,NA
64,7372987,1,"7372987-1",193881,NA,NA,63442,62960,179448,156636,617672,63442,193881,63442,179448,NA,63442,NA
61,7372987,2,"7372987-2",193882,NA,NA,NA,NA,179449,156637,617673,NA,193882,NA,179449,NA,NA,NA
60,7372989,2,"7372989-2",193887,NA,NA,NA,NA,179454,156642,617693,NA,193887,NA,179454,NA,NA,NA
69,7372991,1,"7372991-1",193891,NA,NA,63446,62964,179458,156646,617710,63446,193891,63446,179458,NA,63446,NA
68,7372991,2,"7372991-2",193892,NA,NA,NA,NA,179459,156647,617711,NA,193892,NA,179459,NA,NA,NA
79,7372995,2,"7372995-2",193896,NA,NA,NA,NA,179463,156651,617743,NA,193896,NA,179463,NA,NA,NA
63,7372996,1,"7372996-1",193897,NA,NA,63450,62968,179464,156652,617753,63450,193897,63450,179464,NA,63450,NA
67,7372998,1,"7372998-1",193901,NA,NA,63452,62970,179468,156656,617774,63452,193901,63452,179468,NA,63452,NA
76,7373000,1,"7373000-1",193906,NA,NA,63454,62972,179472,156659,617798,63454,193906,63454,179472,NA,63454,NA
74,7373000,2,"7373000-2",193907,NA,NA,NA,NA,179473,156660,617799,NA,193907,NA,179473,NA,NA,NA
66,7373003,1,"7373003-1",193911,NA,NA,63457,62975,179477,156664,617827,63457,193911,63457,179477,NA,63457,NA
72,7373005,1,"7373005-1",193915,NA,NA,63459,62977,179481,156668,617846,63459,193915,63459,179481,NA,63459,NA
66,7373005,2,"7373005-2",193916,NA,NA,NA,NA,179482,156669,617847,NA,193916,NA,179482,NA,NA,NA
70,7373006,1,"7373006-1",193917,NA,NA,63460,62978,179483,156670,617856,63460,193917,63460,179483,NA,63460,NA
66,7373006,2,"7373006-2",193918,NA,NA,NA,NA,179484,156671,617857,NA,193918,NA,179484,NA,NA,NA
68,7373007,1,"7373007-1",193919,NA,NA,63461,62979,179485,156672,617866,63461,193919,63461,179485,NA,63461,NA
61,7373023,1,"7373023-1",193965,NA,NA,63477,62995,179529,156713,618035,63477,193965,63477,179529,NA,63477,NA
85,7373033,1,"7373033-1",193984,1843,NA,63484,63002,179546,156727,618088,63484,193984,63484,179546,NA,63484,NA
79,7373033,2,"7373033-2",193985,NA,NA,NA,NA,179547,156728,618089,NA,193985,NA,179547,NA,NA,NA
61,7373035,2,"7373035-2",193993,NA,NA,NA,NA,179554,156735,618094,NA,193993,NA,179554,NA,NA,NA
60,7373036,4,"7373036-4",193999,NA,NA,NA,NA,179559,156739,618107,NA,193999,NA,179559,NA,NA,NA
69,7373039,1,"7373039-1",194008,NA,16374,63490,63008,179568,156748,618118,63490,194008,63490,179568,NA,63490,NA
72,7373039,2,"7373039-2",194009,NA,NA,NA,NA,179569,156749,618119,NA,194009,NA,179569,NA,NA,NA
74,7373044,1,"7373044-1",194034,NA,NA,63495,63013,179592,156769,618154,63495,194034,63495,179592,5849,63495,NA
74,7373044,2,"7373044-2",194035,NA,NA,NA,NA,179593,156770,618155,NA,194035,NA,179593,5850,NA,NA
91,7373045,1,"7373045-1",194036,NA,NA,63496,63014,179594,156771,618169,63496,194036,63496,179594,NA,63496,NA
72,7373045,2,"7373045-2",194037,NA,NA,NA,NA,179595,156772,618170,NA,194037,NA,179595,NA,NA,NA
65,7373048,1,"7373048-1",194042,NA,16377,63498,63016,179600,156776,618208,63498,194042,63498,179600,NA,63498,NA
75,7373050,1,"7373050-1",194052,NA,NA,63500,63018,179610,156784,618245,63500,194052,63500,179610,NA,63500,NA
83,7373051,3,"7373051-3",194056,NA,NA,NA,NA,179614,156788,618267,NA,194056,NA,179614,NA,NA,NA
61,7373056,1,"7373056-1",194062,NA,NA,63503,63021,179619,156791,618309,63503,194062,63503,179619,NA,63503,NA
84,7373056,4,"7373056-4",194065,NA,NA,NA,NA,179621,156793,618312,NA,194065,NA,179621,NA,NA,NA
70,7373058,1,"7373058-1",194068,NA,NA,63505,63023,179624,156796,618336,63505,194068,63505,179624,NA,63505,NA
80,7373062,4,"7373062-4",194084,NA,NA,NA,NA,179639,156806,NA,NA,194084,NA,179639,NA,NA,NA
68,7373067,1,"7373067-1",194097,NA,NA,63514,63032,179651,156816,618397,63514,194097,63514,179651,NA,63514,NA
77,7373070,1,"7373070-1",194108,NA,NA,63517,63035,179661,156825,618422,63517,194108,63517,179661,NA,63517,NA
66,7373075,1,"7373075-1",194111,NA,NA,63519,63037,179664,156828,618440,63519,194111,63519,179664,NA,63519,NA
66,7373077,1,"7373077-1",194117,NA,NA,63521,63039,179670,156833,618450,63521,194117,63521,179670,NA,63521,NA
60,7373077,2,"7373077-2",194118,NA,NA,NA,NA,179671,156834,618451,NA,194118,NA,179671,NA,NA,NA
60,7373079,2,"7373079-2",194126,NA,NA,NA,NA,179678,156841,618469,NA,194126,NA,179678,NA,NA,NA
70,7373080,1,"7373080-1",194134,NA,NA,63524,63042,179685,156846,618478,63524,194134,63524,179685,NA,63524,NA
60,7373081,1,"7373081-1",194135,NA,NA,63525,63043,179686,156847,618488,63525,194135,63525,179686,NA,63525,NA
64,7373093,1,"7373093-1",194166,NA,NA,63534,63052,179714,156870,618562,63534,194166,63534,179714,NA,63534,NA
75,7373093,2,"7373093-2",194167,NA,NA,NA,NA,179715,156871,618563,NA,194167,NA,179715,NA,NA,NA
62,7373094,1,"7373094-1",194168,NA,NA,63535,63053,179716,156872,618571,63535,194168,63535,179716,NA,63535,NA
70,7373097,1,"7373097-1",194179,NA,NA,63538,63056,179726,156880,618595,63538,194179,63538,179726,NA,63538,NA
74,7373099,1,"7373099-1",194183,1844,NA,63540,63058,179730,156883,618617,63540,194183,63540,179730,NA,63540,NA
63,7373108,1,"7373108-1",194211,NA,NA,63548,63065,179755,156905,618708,63548,194211,63548,179755,NA,63548,NA
67,7373108,2,"7373108-2",194212,NA,NA,NA,NA,179756,156906,618709,NA,194212,NA,179756,NA,NA,NA
60,7373111,1,"7373111-1",194217,NA,NA,63551,63068,179761,156911,618749,63551,194217,63551,179761,NA,63551,NA
72,7373122,1,"7373122-1",194246,NA,NA,63560,63075,179787,156935,618874,63560,194246,63560,179787,NA,63560,NA
66,7373122,2,"7373122-2",194247,NA,NA,NA,NA,179788,156936,618875,NA,194247,NA,179788,NA,NA,NA
79,7373123,1,"7373123-1",194252,NA,NA,63561,63076,179793,156941,618889,63561,194252,63561,179793,NA,63561,NA
72,7373123,2,"7373123-2",194253,NA,NA,NA,NA,179794,156942,618890,NA,194253,NA,179794,NA,NA,NA
70,7373126,1,"7373126-1",194257,NA,NA,63564,63079,179798,156946,618928,63564,194257,63564,179798,NA,63564,NA
76,7373126,2,"7373126-2",194258,NA,NA,NA,NA,179799,156947,618929,NA,194258,NA,179799,NA,NA,NA
